,ID,Primary Type,Community Area,Year,Latitude,Longitude,FIPS,Tract,Block
173827,7528696,DECEPTIVE PRACTICE,15.0,2010,41.957908,-87.75355222,170311502005019,150200,5019
239503,7481341,NARCOTICS,46.0,2010,41.75131717,-87.56380046,170314604001005,460400,1005
325796,7606366,THEFT,75.0,2010,41.69175158,-87.68522565,170317503002021,750300,2021
261275,7867666,OTHER OFFENSE,25.0,2010,41.88899506,-87.77068782,170312514004015,251400,4015
147150,7648420,CRIMINAL DAMAGE,67.0,2010,41.77178934,-87.66036492,170316716001006,671600,1006
58520,7514816,BATTERY,14.0,2010,41.96711861,-87.71944093,170311406021005,140602,1005
184068,7364515,MOTOR VEHICLE THEFT,28.0,2010,41.86639155,-87.67868477,170318429004013,842900,4013
63966,7392333,BATTERY,67.0,2010,41.793061200000004,-87.66332918,170316702001014,670200,1014
4218,7517093,ASSAULT,24.0,2010,41.90243771,-87.68701156,170312424001001,242400,1001
226589,7363947,NARCOTICS,61.0,2010,41.80570647,-87.6770472,170316115001005,611500,1005
283528,7749387,ROBBERY,61.0,2010,41.79461414,-87.64516767,170316121001043,612100,1043
26814,7646639,BATTERY,49.0,2010,41.70521094,-87.63393434,170314911001003,491100,1003
292810,7817748,THEFT,32.0,2010,41.88277424,-87.62942702,170318391001066,839100,1066
87185,7834168,BATTERY,54.0,2010,41.65790134,-87.60477942,170315401022020,540102,2020
194739,7522375,MOTOR VEHICLE THEFT,67.0,2010,41.78985012,-87.65719483,170316701002014,670100,2014
321989,7698147,THEFT,22.0,2010,41.91986351,-87.69238404,170312214003001,221400,3001
128749,7517902,CRIMINAL DAMAGE,24.0,2010,41.90483623,-87.68799758,170312411001013,241100,1013
1393,7301744,ASSAULT,25.0,2010,41.88485621,-87.76334635,170312519003013,251900,3013
303632,7802990,THEFT,38.0,2010,41.81857527,-87.60827686,170313801001011,380100,1011
363447,7501940,THEFT,49.0,2010,41.71902307,-87.62052856,170314905002004,490500,2004
341870,7709884,THEFT,14.0,2010,41.96593073,-87.71084443,170311407011009,140701,1009
274589,7785750,ROBBERY,32.0,2010,41.86742869,-87.62634257,170313301001002,330100,1002
7998,7395851,ASSAULT,30.0,2010,41.84585667,-87.70629904,170313008002013,300800,2013
131632,7850778,CRIMINAL DAMAGE,19.0,2010,41.93580402,-87.77247808,170311904021033,190402,1033
310987,7435418,THEFT,1.0,2010,42.01822274,-87.66473546,170310103002000,010300,2000
181244,7388110,MOTOR VEHICLE THEFT,25.0,2010,41.88123038,-87.76653663,170312520002011,252000,2011
317384,7582034,THEFT,24.0,2010,41.909073600000006,-87.67069929,170312415001014,241500,1014
301529,7461652,THEFT,28.0,2010,41.87409013,-87.64094512,170318419001055,841900,1055
64626,7868566,BATTERY,62.0,2010,41.790805799999994,-87.72921917,170316203003006,620300,3006
291045,7484852,THEFT,76.0,2010,41.97585367,-87.90585166,170319800001010,980000,1010
286968,7373258,ROBBERY,44.0,2010,41.74692663,-87.60511497,170314402013000,440201,3000
264530,7533919,OTHER OFFENSE,69.0,2010,41.75938809,-87.63330606,170316911003005,691100,3005
82177,7526412,BATTERY,48.0,2010,41.73475982,-87.57688002,170314801002030,480100,2030
50741,7736742,BATTERY,63.0,2010,41.79616547,-87.70971748,170316303002029,630300,2029
251392,7316080,OTHER OFFENSE,72.0,2010,41.70203745,-87.66323495,170317207003007,720700,3007
124151,7626813,CRIMINAL DAMAGE,24.0,2010,41.8909541,-87.66891803,170312432002016,243200,2016
349042,7633734,THEFT,63.0,2010,41.78920462,-87.70343754,170316309001016,630900,1016
248792,7478142,OTHER OFFENSE,68.0,2010,41.76159448,-87.64236842,170316813003000,681300,3000
17117,7552755,ASSAULT,56.0,2010,41.7921434,-87.79221058,170315610004000,561000,4000
93371,7782965,BURGLARY,5.0,2010,41.94690971,-87.67477754,170310506002020,050600,2020
242109,7782442,NARCOTICS,49.0,2010,41.70687504,-87.62826552,170314910001000,491000,1000
285315,7774281,ROBBERY,67.0,2010,41.76941447,-87.66394187,170316716003016,671600,3016
279018,7641689,ROBBERY,19.0,2010,41.91898487,-87.74617391,170311910002009,191000,2009
9240,7665053,ASSAULT,18.0,2010,41.93503279,-87.8066426,170311709001019,170900,1019
241057,7698372,NARCOTICS,48.0,2010,41.73428445,-87.58685836,170314802001005,480200,1005
205154,7631370,NARCOTICS,25.0,2010,41.88962302,-87.75785377,170312515002010,251500,2010
251892,7671785,OTHER OFFENSE,24.0,2010,41.91059041,-87.67056972,170312415001003,241500,1003
33382,7765263,BATTERY,1.0,2010,42.01504292,-87.66344035,170310103001006,010300,1006
362722,7703034,THEFT,73.0,2010,41.72785293,-87.63731925,170317301001004,730100,1004
148445,7739132,CRIMINAL DAMAGE,69.0,2010,41.76440770000001,-87.62841673,170316911004013,691100,4013
315656,7457601,THEFT,7.0,2010,41.91223314,-87.63474292,170310715005003,071500,5003
128959,7741566,CRIMINAL DAMAGE,19.0,2010,41.92471502,-87.77088119,170311906022027,190602,2027
102599,7301208,BURGLARY,61.0,2010,41.79877853,-87.66349701,170316119001006,611900,1006
168642,7369959,DECEPTIVE PRACTICE,28.0,2010,41.86678264,-87.65667484,170312838001001,283800,1001
314762,7670083,THEFT,6.0,2010,41.94154405,-87.66751461,170310624001009,062400,1009
141170,7807832,CRIMINAL DAMAGE,61.0,2010,41.79867962,-87.65135148,170316120001012,612000,1012
177916,7540083,GAMBLING,23.0,2010,41.89462623,-87.71262817,170312315001001,231500,1001
251717,7357763,OTHER OFFENSE,43.0,2010,41.76974287,-87.58212179,170314302004009,430200,4009
115450,7462618,CRIMINAL DAMAGE,32.0,2010,41.88697542,-87.62759608,170313201002011,320100,2011
76871,7689843,BATTERY,71.0,2010,41.75638806,-87.67452258,170317104006000,710400,6000
177838,7361128,GAMBLING,25.0,2010,41.87818863,-87.74933454,170312522022001,252202,2001
103231,7416471,BURGLARY,25.0,2010,41.89295337,-87.76146733,170312515004001,251500,4001
299325,7699757,THEFT,6.0,2010,41.94118574,-87.6408078,170310619022004,061902,2004
346448,7427695,THEFT,62.0,2010,41.79619865,-87.72201729,170316201002012,620100,2012
295993,7517754,THEFT,25.0,2010,41.88485621,-87.76334635,170312519003013,251900,3013
237592,7418693,NARCOTICS,66.0,2010,41.75993738,-87.69412093,170316611002001,661100,2001
197507,7771191,MOTOR VEHICLE THEFT,71.0,2010,41.75701606,-87.66967828,170317104004005,710400,4005
261203,7632567,OTHER OFFENSE,68.0,2010,41.79000942,-87.64382715,170318347003024,834700,3024
341785,7657579,THEFT,3.0,2010,41.96591153,-87.65886264,170318307003007,830700,3007
203452,7299373,NARCOTICS,38.0,2010,41.81659623,-87.61916148,170318359003016,835900,3016
363309,7550165,THEFT,51.0,2010,41.72201336,-87.57534453,170315103002011,510300,2011
331067,7653193,THEFT,59.0,2010,41.83638523,-87.66571041,170318404001032,840400,1032
6074,7752756,ASSAULT,28.0,2010,41.88144179,-87.66783781,170318381001003,838100,1003
335789,7651262,THEFT,16.0,2010,41.94900601,-87.73383002,170311610002006,161000,2006
274931,7793812,ROBBERY,37.0,2010,41.80912527,-87.63190651,170318356001006,835600,1006
116948,7380401,CRIMINAL DAMAGE,34.0,2010,41.83820233,-87.6344074,170313403001040,340300,1040
234278,7437236,NARCOTICS,67.0,2010,41.77876791,-87.66787387,170316712002002,671200,2002
270724,7554921,PUBLIC PEACE VIOLATION,49.0,2010,41.70349651,-87.62509816,170314910004002,491000,4002
166133,7661023,DECEPTIVE PRACTICE,32.0,2010,41.8819659,-87.63186689,170318391001069,839100,1069
265298,7402954,OTHER OFFENSE,44.0,2010,41.75054102,-87.59910068,170314401011003,440101,1003
27778,7803332,BATTERY,69.0,2010,41.7584595,-87.61228556,170316909003014,690900,3014
229897,7579777,NARCOTICS,25.0,2010,41.89002426,-87.75851859,170312515002010,251500,2010
359750,7617653,THEFT,44.0,2010,41.75070266,-87.61249331,170314402014004,440201,4004
285073,7360221,ROBBERY,66.0,2010,41.77327712,-87.70300684,170316605002008,660500,2008
284180,7795771,ROBBERY,68.0,2010,41.78464489,-87.65220056,170316806001009,680600,1009
343047,7416092,THEFT,14.0,2010,41.96878769,-87.72315725,170311403012000,140301,2000
279686,7842323,ROBBERY,27.0,2010,41.88020009,-87.69270345,170318374002000,837400,2000
181348,7609932,MOTOR VEHICLE THEFT,49.0,2010,41.69167115,-87.62375603,170314913001004,491300,1004
302236,7753161,THEFT,28.0,2010,41.88054174,-87.64320726,170312819003010,281900,3010
227991,7537893,NARCOTICS,25.0,2010,41.90228523,-87.75245778,170312508002015,250800,2015
281156,7560455,ROBBERY,59.0,2010,41.82725137,-87.68276376,170315905001037,590500,1037
313427,7696319,THEFT,77.0,2010,41.98547533,-87.66644648,170310305004007,030500,4007
265229,7762921,OTHER OFFENSE,43.0,2010,41.75257725,-87.58211309,170318342003015,834200,3015
55244,7771100,BATTERY,23.0,2010,41.90984054,-87.72966316,170312306003000,230600,3000
304868,7582153,THEFT,50.0,2010,41.68952655,-87.60210148,170315003001002,500300,1002
2562,7803604,ASSAULT,44.0,2010,41.74203133,-87.60910931,170314402022009,440202,2009
364534,7436090,THEFT,49.0,2010,41.70241938,-87.62576913,170314910004004,491000,4004
249587,7384045,OTHER OFFENSE,61.0,2010,41.80787129,-87.65107061,170318426002063,842600,2063
331176,7719248,THEFT,66.0,2010,41.77170038,-87.70123332,170316608005018,660800,5018
170823,9658794,DECEPTIVE PRACTICE,18.0,2010,41.92815844,-87.79538427,170318316001012,831600,1012
355972,7355163,THEFT,1.0,2010,42.00926931,-87.67532688,170310107012010,010701,2010
304869,7582650,THEFT,6.0,2010,41.94360477,-87.65019885,170310621001001,062100,1001
217687,7489952,NARCOTICS,46.0,2010,41.74279533,-87.55472328,170314603013004,460301,3004
341959,7791487,THEFT,19.0,2010,41.93158096,-87.74297871,170311901001011,190100,1011
186741,7306390,MOTOR VEHICLE THEFT,30.0,2010,41.85071546,-87.71009451,170313008001011,300800,1011
58774,7725795,BATTERY,25.0,2010,41.87412532,-87.74360688,170312522023019,252202,3019
235702,7821376,NARCOTICS,42.0,2010,41.77268594,-87.6057585,170314212001000,421200,1000
332720,7600502,THEFT,15.0,2010,41.94087656,-87.76657843,170311511003005,151100,3005
349046,7637756,THEFT,41.0,2010,41.79089459,-87.60494023,170318362001008,836200,1008
101361,7636344,BURGLARY,4.0,2010,41.96753832,-87.69131803,170310407001005,040700,1005
99622,7511078,BURGLARY,26.0,2010,41.87073717,-87.72382628,170312609002008,260900,2008
319268,7510855,THEFT,19.0,2010,41.91572961,-87.74605678,170311911002009,191100,2009
330744,7421939,THEFT,23.0,2010,41.89831984,-87.70503309,170318366001006,836600,1006
33831,7559357,BATTERY,29.0,2010,41.86545165,-87.71661474,170318387001015,838700,1015
63878,7316993,BATTERY,25.0,2010,41.87927762,-87.76288918,170312521024003,252102,4003
184039,7860128,MOTOR VEHICLE THEFT,25.0,2010,41.90292085,-87.75333731,170312508002012,250800,2012
244607,7779532,OFFENSE INVOLVING CHILDREN,70.0,2010,41.74423619,-87.70790071,170317004011027,700401,1027
26145,7733058,BATTERY,68.0,2010,41.77809913,-87.63382853,170316809002007,680900,2007
287106,7803128,ROBBERY,46.0,2010,41.74622907,-87.55279094,170314601004010,460100,4010
285837,7606342,ROBBERY,68.0,2010,41.76474891,-87.64440192,170316814001000,681400,1000
291904,7641419,THEFT,32.0,2010,41.86743866,-87.62528877,170313301001001,330100,1001
342386,7524925,THEFT,19.0,2010,41.91786054,-87.74472186,170311910002024,191000,2024
350677,7861151,THEFT,25.0,2010,41.91289416,-87.77621306,170312504004001,250400,4001
157244,7505419,CRIMINAL TRESPASS,25.0,2010,41.88819576,-87.76330564,170312515004019,251500,4019
208414,7750275,NARCOTICS,23.0,2010,41.8977618,-87.71394951,170312311001011,231100,1011
3460,7732936,ASSAULT,6.0,2010,41.93633564,-87.65071012,170310630003001,063000,3001
276070,7655387,ROBBERY,24.0,2010,41.89360646,-87.6560098,170312435001002,243500,1002
121471,7717084,CRIMINAL DAMAGE,25.0,2010,41.90116714,-87.75822031,170312512004004,251200,4004
20691,7549917,ASSAULT,51.0,2010,41.71768231,-87.57401821,170315103002028,510300,2028
187110,7567045,MOTOR VEHICLE THEFT,63.0,2010,41.79883912,-87.68263312,170316301001014,630100,1014
38199,7595100,BATTERY,29.0,2010,41.85841316,-87.72494547,170312925001005,292500,1005
300133,7457277,THEFT,32.0,2010,41.8752549,-87.62761856,170318391002049,839100,2049
159996,7839190,CRIMINAL TRESPASS,63.0,2010,41.79384658,-87.68057867,170318351001000,835100,1000
74137,7667704,BATTERY,67.0,2010,41.766193200000004,-87.67113791,170316715002024,671500,2024
136915,7554201,CRIMINAL DAMAGE,16.0,2010,41.95837913,-87.71550263,170311605012018,160501,2018
119247,7719670,CRIMINAL DAMAGE,44.0,2010,41.73206506,-87.60623541,170314409001004,440900,1004
273864,7702250,PUBLIC PEACE VIOLATION,44.0,2010,41.75080719,-87.60643439,170314402011005,440201,1005
173777,7797771,DECEPTIVE PRACTICE,39.0,2010,41.80352098,-87.58192542,170313907003003,390700,3003
340937,7623638,THEFT,38.0,2010,41.81241712,-87.62454516,170313807001015,380700,1015
11344,7549040,ASSAULT,16.0,2010,41.95430068,-87.73931699,170311602004020,160200,4020
184230,7775867,MOTOR VEHICLE THEFT,24.0,2010,41.90564214,-87.66623100000001,170312416002004,241600,2004
291775,7616566,THEFT,28.0,2010,41.88194977,-87.64736740000001,170318330001069,833000,1069
176784,7761945,DECEPTIVE PRACTICE,46.0,2010,41.74038018,-87.55998114,170314603011014,460301,1014
241313,7659163,NARCOTICS,73.0,2010,41.72787676,-87.65553711,170317302012010,730201,2010
355213,7838021,THEFT,10.0,2010,41.979166,-87.79790109,170311006004057,100600,4057
305154,7662859,THEFT,3.0,2010,41.96913925,-87.65105867,170310315012000,031501,2000
66968,7829910,BATTERY,77.0,2010,41.98924362,-87.66511973,170310305001004,030500,1004
192964,7672639,MOTOR VEHICLE THEFT,15.0,2010,41.95245525,-87.74868282,170311508001005,150800,1005
16455,7414743,ASSAULT,42.0,2010,41.77596921,-87.59731493,170318344003002,834400,3002
175730,7579456,DECEPTIVE PRACTICE,43.0,2010,41.76919219,-87.57515963,170314301011005,430101,1005
317281,7531973,THEFT,75.0,2010,41.69204178,-87.66592364,170317505003002,750500,3002
236338,7341655,NARCOTICS,66.0,2010,41.76770918,-87.68821903,170316609002011,660900,2011
265962,7730825,OTHER OFFENSE,44.0,2010,41.74319921,-87.62431758,170314403001001,440300,1001
45860,7586669,BATTERY,7.0,2010,41.93112,-87.67678484,170310707002000,070700,2000
303750,7620770,THEFT,8.0,2010,41.89798294,-87.62409563,170310812012006,081201,2006
146111,7821940,CRIMINAL DAMAGE,2.0,2010,41.99855358,-87.68990638,170310205002004,020500,2004
4038,7785263,ASSAULT,3.0,2010,41.97157142,-87.65536462,170310312001000,031200,1000
321442,7417650,THEFT,2.0,2010,41.9906152,-87.68318858,170310401001001,040100,1001
206580,7517594,NARCOTICS,23.0,2010,41.89455538,-87.71018636,170318367001008,836700,1008
47468,7835736,BATTERY,30.0,2010,41.85273159,-87.70139047,170318417001006,841700,1006
171226,7522586,DECEPTIVE PRACTICE,19.0,2010,41.93649348,-87.74679618,170311902002000,190200,2000
325900,7656622,THEFT,60.0,2010,41.84676379,-87.64980605,170318402001010,840200,1010
71111,7581953,BATTERY,42.0,2010,41.77613526,-87.60096818,170314208002000,420800,2000
298819,7500068,THEFT,23.0,2010,41.88895771,-87.72100884,170312315005011,231500,5011
319096,7422885,THEFT,33.0,2010,41.856208200000005,-87.62557417,170313301002018,330100,2018
9103,7783868,ASSAULT,6.0,2010,41.93698613,-87.64429705,170310632006003,063200,6003
268595,7666655,PROSTITUTION,39.0,2010,41.80772291,-87.60586836,170313904002006,390400,2006
70619,7782104,BATTERY,68.0,2010,41.77705055,-87.64835809,170316810004015,681000,4015
8690,7391667,ASSAULT,30.0,2010,41.85097687,-87.69621776,170318407002001,840700,2001
116907,7335552,CRIMINAL DAMAGE,44.0,2010,41.75107441,-87.61752448,170316913002020,691300,2020
52830,7786187,BATTERY,6.0,2010,41.94933263,-87.64847244,170310609001002,060900,1002
105610,7333065,BURGLARY,42.0,2010,41.7794115,-87.60955779,170314207001009,420700,1009
28828,7355325,BATTERY,61.0,2010,41.81072657,-87.64346563,170318426004011,842600,4011
219967,7546501,NARCOTICS,29.0,2010,41.86818094,-87.70927139,170318430001013,843000,1013
32544,7392089,BATTERY,23.0,2010,41.90131451,-87.72504163,170312312005007,231200,5007
352030,7864860,THEFT,65.0,2010,41.7778937,-87.73494974,170316503011005,650301,1005
238904,7418619,NARCOTICS,69.0,2010,41.75227304,-87.59915790000001,170316915002025,691500,2025
368064,7302400,WEAPONS VIOLATION,14.0,2010,41.96474492,-87.71484914,170311407024002,140702,4002
271959,7735898,PUBLIC PEACE VIOLATION,66.0,2010,41.76829275,-87.6860944,170316609001022,660900,1022
24430,7860629,BATTERY,28.0,2010,41.88626134,-87.66700557,170312804001020,280400,1020
106459,7848048,BURGLARY,67.0,2010,41.7733401,-87.66652224,170316715001004,671500,1004
186737,7861064,MOTOR VEHICLE THEFT,5.0,2010,41.93586183,-87.68399123,170318437002011,843700,2011
347185,7597768,THEFT,25.0,2010,41.88728526,-87.76121673,170312519003000,251900,3000
68382,7346414,BATTERY,67.0,2010,41.78085565,-87.66303828,170316708002022,670800,2022
4390,7786604,ASSAULT,24.0,2010,41.90316246,-87.69688573,170312409001005,240900,1005
225674,7392272,NARCOTICS,3.0,2010,41.96589506,-87.65886281,170318307003007,830700,3007
64860,7477055,BATTERY,2.0,2010,41.98337386,-87.69552478,170310208013015,020801,3015
68821,7651047,BATTERY,66.0,2010,41.78014548,-87.68611455,170318350002007,835000,2007
315079,7833716,THEFT,41.0,2010,41.78771318,-87.58813094,170314111002006,411100,2006
289666,7804204,STALKING,28.0,2010,41.88134862,-87.67452579,170318381002005,838100,2005
350187,7815024,THEFT,25.0,2010,41.88406647,-87.77294915,170312520003001,252000,3001
324767,7515080,THEFT,72.0,2010,41.70091808,-87.68190384,170317205002015,720500,2015
165795,7860248,DECEPTIVE PRACTICE,49.0,2010,41.69396067,-87.62165847,170314909012023,490901,2023
130573,7739293,CRIMINAL DAMAGE,35.0,2010,41.84387939,-87.62043259,170318392003002,839200,3002
291082,7492236,THEFT,76.0,2010,41.979006299999995,-87.90646316,170319800001010,980000,1010
303751,7622494,THEFT,8.0,2010,41.8978375,-87.62409724,170310812012006,081201,2006
165044,7681242,CRIMINAL TRESPASS,49.0,2010,41.70129089,-87.61726028,170314909023022,490902,3022
135771,7492648,CRIMINAL DAMAGE,17.0,2010,41.95083133,-87.83052524,170311705003015,170500,3015
61874,7858321,BATTERY,25.0,2010,41.888931,-87.75666638,170312515002015,251500,2015
256350,7573439,OTHER OFFENSE,15.0,2010,41.94720483,-87.75941677,170311507002010,150700,2010
301118,7826597,THEFT,8.0,2010,41.894563500000004,-87.62274511,170310814011004,081401,1004
227886,7448027,NARCOTICS,25.0,2010,41.90228506,-87.75242472,170312508002015,250800,2015
22101,7789041,BATTERY,8.0,2010,41.900563899999995,-87.63056874,170310810003001,081000,3001
132790,7589096,CRIMINAL DAMAGE,21.0,2010,41.93938836,-87.72719396,170311613002017,161300,2017
259813,7390831,OTHER OFFENSE,40.0,2010,41.79974294,-87.61772761,170318361001000,836100,1000
85187,7490265,BATTERY,49.0,2010,41.69736522,-87.61837669,170314909012005,490901,2005
73875,7424722,BATTERY,67.0,2010,41.76599713,-87.66382344,170316715003031,671500,3031
132694,7459561,CRIMINAL DAMAGE,15.0,2010,41.9399439,-87.75673259,170311510012006,151001,2006
8891,7312577,ASSAULT,27.0,2010,41.88286409,-87.69950723,170318370002001,837000,2001
45202,7581198,BATTERY,43.0,2010,41.76183703,-87.55985917,170314314001001,431400,1001
77173,7406143,BATTERY,69.0,2010,41.75598622,-87.61261744,170316914005004,691400,5004
164380,7435551,CRIMINAL TRESPASS,44.0,2010,41.75008331,-87.63439663,170318424003019,842400,3019
267044,7613222,OTHER OFFENSE,73.0,2010,41.71181709,-87.64539227,170317306003011,730600,3011
125366,7776360,CRIMINAL DAMAGE,24.0,2010,41.90327804,-87.67169595,170312414003018,241400,3018
6767,7688494,ASSAULT,75.0,2010,41.69141368,-87.66882625,170317505003006,750500,3006
30067,7541026,BATTERY,28.0,2010,41.86713092,-87.64830049,170318419001065,841900,1065
219455,7715413,NARCOTICS,29.0,2010,41.86090247,-87.70712488,170318415002008,841500,2008
200647,7407720,NARCOTICS,25.0,2010,41.88123161,-87.75631332,170312519002025,251900,2025
179653,7485698,INTERFERENCE WITH PUBLIC OFFICER,25.0,2010,41.87843082,-87.75817084,170312521021002,252102,1002
210299,7516672,NARCOTICS,71.0,2010,41.75412968,-87.65428611,170317102005001,710200,5001
275966,7341082,ROBBERY,68.0,2010,41.7797902,-87.64208513,170316809004008,680900,4008
230913,7478478,NARCOTICS,25.0,2010,41.8948588,-87.76441439,170312515003006,251500,3006
256998,7635738,OTHER OFFENSE,6.0,2010,41.95386239,-87.64510423,170310608003000,060800,3000
364655,7462996,THEFT,49.0,2010,41.70074463,-87.63779108,170314911005030,491100,5030
218342,7305422,NARCOTICS,27.0,2010,41.88283595,-87.70237186,170318371001019,837100,1019
207320,7440308,NARCOTICS,50.0,2010,41.70751943,-87.60183902,170315002001000,500200,1000
185076,7783038,MOTOR VEHICLE THEFT,29.0,2010,41.86013584,-87.72377646,170318387002014,838700,2014
296359,7640481,THEFT,28.0,2010,41.878931,-87.63958562,170312819001002,281900,1002
192958,7657717,MOTOR VEHICLE THEFT,3.0,2010,41.96976812,-87.65623318,170310312001001,031200,1001
159095,7736268,CRIMINAL TRESPASS,24.0,2010,41.90742061,-87.68592533,170312412002012,241200,2012
50249,7343721,BATTERY,23.0,2010,41.91004758,-87.7123943,170312309003000,230900,3000
177810,7764021,GAMBLING,27.0,2010,41.88060579,-87.70203761,170312712001008,271200,1008
133590,7449243,CRIMINAL DAMAGE,29.0,2010,41.86518308,-87.71159140000002,170312912001002,291200,1002
170098,7311116,DECEPTIVE PRACTICE,22.0,2010,41.92102149,-87.69730355,170312213002000,221300,2000
356929,7701457,THEFT,43.0,2010,41.76470801,-87.56319327,170314307002004,430700,2004
102756,7663590,BURGLARY,25.0,2010,41.90768288,-87.75621478,170312507001006,250700,1006
183541,7613768,MOTOR VEHICLE THEFT,25.0,2010,41.86887532,-87.76422996,170318314002021,831400,2021
255928,7804371,OTHER OFFENSE,29.0,2010,41.8628958,-87.71134924,170312912001006,291200,1006
221480,7652866,NARCOTICS,62.0,2010,41.80067966,-87.71425449,170316201001000,620100,1000
262055,7867753,OTHER OFFENSE,2.0,2010,41.99271519,-87.67848072,170310209021018,020902,1018
242492,7384697,NARCOTICS,49.0,2010,41.69710609,-87.6208402,170314909012011,490901,2011
62731,7464186,BATTERY,61.0,2010,41.79728605,-87.65981218,170316119002022,611900,2022
186572,7555509,MOTOR VEHICLE THEFT,22.0,2010,41.91944457,-87.72173526,170312209013000,220901,3000
291929,7645631,THEFT,32.0,2010,41.88156889,-87.62619773,170313204001010,320400,1010
261014,7758402,OTHER OFFENSE,15.0,2010,41.96502765,-87.7686515,170311504012001,150401,2001
230823,7386570,NARCOTICS,25.0,2010,41.89485954,-87.76456498,170312512001023,251200,1023
47406,7827189,BATTERY,16.0,2010,41.95395302,-87.70243926,170311607002001,160700,2001
67772,7442026,BATTERY,67.0,2010,41.782437,-87.66550404,170316707002002,670700,2002
155657,7541382,CRIMINAL DAMAGE,53.0,2010,41.66626275,-87.63068881,170315305033001,530503,3001
111344,7646746,BURGLARY,46.0,2010,41.73671893,-87.55141490000001,170314607003003,460700,3003
134355,7861730,CRIMINAL DAMAGE,29.0,2010,41.86240561,-87.71458821,170312912002010,291200,2010
34299,7835263,BATTERY,28.0,2010,41.86778617,-87.66026221,170312832001014,283200,1014
292700,7781718,THEFT,32.0,2010,41.86742776,-87.62619205,170313301001002,330100,1002
289388,7321169,SEX OFFENSE,67.0,2010,41.77343107,-87.67133842,170316713003000,671300,3000
74916,7745429,BATTERY,69.0,2010,41.76516269,-87.62489689,170316910004006,691000,4006
86891,7706876,BATTERY,53.0,2010,41.67136538,-87.64169444,170315305012020,530501,2020
231708,7639304,NARCOTICS,67.0,2010,41.791431599999996,-87.65966079,170316701002010,670100,2010
306927,7729326,THEFT,8.0,2010,41.90980022,-87.65184155,170318422001079,842200,1079
148188,7306762,CRIMINAL DAMAGE,67.0,2010,41.76382351,-87.67472144,170316720004004,672000,4004
287240,7493740,ROBBERY,71.0,2010,41.73878442,-87.63882805,170317109002027,710900,2027
280115,7762940,ROBBERY,30.0,2010,41.84044167,-87.70368762,170318435001018,843500,1018
123708,7401173,CRIMINAL DAMAGE,25.0,2010,41.90825202,-87.77193314,170312506004009,250600,4009
306122,7399360,THEFT,24.0,2010,41.89841296,-87.69801647,170312427001002,242700,1002
342232,7397279,THEFT,38.0,2010,41.80860838,-87.62281917,170313814001007,381400,1007
208400,7737437,NARCOTICS,25.0,2010,41.89798166,-87.76550698,170312513002000,251300,2000
238153,7663095,NARCOTICS,69.0,2010,41.75812504,-87.60537689,170316915001003,691500,1003
249128,7543868,OTHER OFFENSE,41.0,2010,41.79496593,-87.60562025,170318362001003,836200,1003
256767,7554159,OTHER OFFENSE,70.0,2010,41.73949544,-87.71782139,170317004021016,700402,1016
149953,7708204,CRIMINAL DAMAGE,70.0,2010,41.75458934,-87.68541115,170317001002012,700100,2012
157613,7557466,CRIMINAL TRESPASS,28.0,2010,41.87436328,-87.64301304,170318419001052,841900,1052
317446,7481036,THEFT,25.0,2010,41.91173257,-87.76430132,170312503003007,250300,3007
32914,7594781,BATTERY,25.0,2010,41.90117071,-87.77169396,170312513004004,251300,4004
96622,7453008,BURGLARY,21.0,2010,41.93280716,-87.72088362,170312105021003,210502,1003
200942,7528888,NARCOTICS,28.0,2010,41.88246182,-87.68399237,170318378001036,837800,1036
115105,7650160,CRIM SEXUAL ASSAULT,49.0,2010,41.73392876,-87.63188993,170318340001002,834000,1002
207131,7323127,NARCOTICS,8.0,2010,41.89757131,-87.6411874,170310819001005,081900,1005
327679,7524060,THEFT,58.0,2010,41.82464228,-87.69314753,170315801002012,580100,2012
18053,7730720,ASSAULT,69.0,2010,41.76121945,-87.62807044,170316911002000,691100,2000
362611,7474426,THEFT,46.0,2010,41.72885291,-87.55411868,170314805003019,480500,3019
281152,7550481,ROBBERY,23.0,2010,41.90998409,-87.71742068,170312307001000,230700,1000
200398,7328412,NARCOTICS,25.0,2010,41.88137709,-87.75631935,170312519002024,251900,2024
334131,7472262,THEFT,35.0,2010,41.83069725,-87.61447689,170313511001003,351100,1003
79187,7583570,BATTERY,44.0,2010,41.75077211,-87.62453842,170314403005001,440300,5001
306644,7626906,THEFT,8.0,2010,41.89941016,-87.62413127,170310813003000,081300,3000
32012,7618580,BATTERY,8.0,2010,41.90087042,-87.6241849,170310812021009,081202,1009
359015,7601236,THEFT,71.0,2010,41.75336747,-87.64289278,170317101001008,710100,1008
4328,7704262,ASSAULT,7.0,2010,41.92167479,-87.65746209,170310710001013,071000,1013
337115,7686118,THEFT,26.0,2010,41.87977731,-87.72445277,170312608001002,260800,1002
310443,7664053,THEFT,3.0,2010,41.97540933,-87.66122272,170310311001002,031100,1002
103376,7688649,BURGLARY,77.0,2010,41.98092785,-87.65793919,170310307033000,030703,3000
291443,7559184,THEFT,32.0,2010,41.88233367,-87.62784179,170318391001075,839100,1075
349434,7546378,THEFT,2.0,2010,41.98736291,-87.7022934,170310207011000,020701,1000
18326,7702795,ASSAULT,2.0,2010,42.01875507,-87.69018117,170310201002005,020100,2005
