,ID,Primary Type,Community Area,Year,Latitude,Longitude,FIPS,Tract,Block
45486,7793982,BATTERY,30.0,2010,41.84199945,-87.71106355,170313016001007,301600,1007
41453,7316202,BATTERY,29.0,2010,41.85280769,-87.73454565,170312925004014,292500,4014
166260,7877167,DECEPTIVE PRACTICE,28.0,2010,41.88364197,-87.64857951,170318330001060,833000,1060
183444,7526199,MOTOR VEHICLE THEFT,44.0,2010,41.74950207,-87.6009998,170314401011007,440101,1007
151087,7674892,CRIMINAL DAMAGE,44.0,2010,41.74880358,-87.59905451,170314401011010,440101,1010
26412,7357753,BATTERY,28.0,2010,41.8744162,-87.63859167,170318419001040,841900,1040
37785,7319111,BATTERY,1.0,2010,42.02252631,-87.67243736,170310101002006,010100,2006
221785,7403632,NARCOTICS,23.0,2010,41.89542946,-87.71962108,170312312002014,231200,2014
318496,7660866,THEFT,7.0,2010,41.9250769,-87.67385562,170310707002005,070700,2005
211572,7319229,NARCOTICS,75.0,2010,41.6848473,-87.65954005,170315303004002,530300,4002
105188,7687761,BURGLARY,2.0,2010,41.99372797,-87.67851081,170310209022005,020902,2005
36361,7823619,BATTERY,29.0,2010,41.86207636,-87.72383879,170318387002011,838700,2011
341452,7426718,THEFT,25.0,2010,41.89232718,-87.7423964,170312517001027,251700,1027
118840,7362211,CRIMINAL DAMAGE,6.0,2010,41.94544453,-87.64854714,170310620002001,062000,2001
293984,7510866,THEFT,8.0,2010,41.89495233,-87.62349375,170310814011002,081401,1002
47938,7650638,BATTERY,30.0,2010,41.83799496,-87.71095189,170313016002014,301600,2014
126654,7540647,CRIMINAL DAMAGE,1.0,2010,42.016479100000005,-87.68220762,170310102012032,010201,2032
15362,7616797,ASSAULT,13.0,2010,41.99030671,-87.72867172,170311302001006,130200,1006
92331,7623516,BURGLARY,8.0,2010,41.90987596,-87.63566503,170310803003006,080300,3006
251768,7432426,OTHER OFFENSE,71.0,2010,41.74849538,-87.66642761,170317105002002,710500,2002
315725,7486193,THEFT,28.0,2010,41.88328323,-87.66784808,170312804001036,280400,1036
254771,7780788,OTHER OFFENSE,21.0,2010,41.9345061,-87.72041899,170312105022006,210502,2006
214274,7439688,NARCOTICS,29.0,2010,41.85457732,-87.71123163,170318414001001,841400,1001
90197,7337118,BURGLARY,25.0,2010,41.8992157,-87.7532533,170312511004008,251100,4008
177050,7602938,DECEPTIVE PRACTICE,73.0,2010,41.72446846,-87.65789175,170317302015008,730201,5008
69386,7497550,BATTERY,67.0,2010,41.77893871,-87.66420579999999,170316711001005,671100,1005
368250,7325462,WEAPONS VIOLATION,16.0,2010,41.94816249,-87.72891944,170311610002017,161000,2017
332312,7866471,THEFT,29.0,2010,41.85679041,-87.70842407,170318416001006,841600,1006
204727,7789600,NARCOTICS,23.0,2010,41.888975200000004,-87.72223165,170312315005011,231500,5011
118058,7553820,CRIMINAL DAMAGE,38.0,2010,41.81306996,-87.61302698,170318360002014,836000,2014
65235,7751101,BATTERY,64.0,2010,41.77803671,-87.76251508,170316403001013,640300,1013
20257,7836825,ASSAULT,46.0,2010,41.73125564,-87.54989483,170318339002013,833900,2013
279957,7844304,ROBBERY,30.0,2010,41.84130843,-87.73176835,170313018012017,301801,2017
170419,7516502,DECEPTIVE PRACTICE,72.0,2010,41.72097091,-87.67997607,170317201001019,720100,1019
128268,7549060,CRIMINAL DAMAGE,5.0,2010,41.94676097,-87.68626263,170310509001002,050900,1002
2931,7399658,ASSAULT,44.0,2010,41.75126602,-87.60608472,170314402011000,440201,1000
158982,7353324,CRIMINAL TRESPASS,8.0,2010,41.90843054,-87.63850953,170310804001008,080400,1008
203556,7375027,NARCOTICS,26.0,2010,41.88558427,-87.73808838,170312604001011,260400,1011
90220,7387591,BURGLARY,8.0,2010,41.90073755,-87.64794875,170318422001067,842200,1067
182750,7538588,MOTOR VEHICLE THEFT,25.0,2010,41.89178136,-87.75922270000001,170312515001006,251500,1006
134312,7779798,CRIMINAL DAMAGE,23.0,2010,41.89181231,-87.71446242,170312315002005,231500,2005
303083,7579882,THEFT,8.0,2010,41.89599301,-87.63568392,170310818002020,081800,2020
12068,7488518,ASSAULT,3.0,2010,41.96300868,-87.65476048,170310315021003,031502,1003
210661,7794389,NARCOTICS,25.0,2010,41.90311481,-87.76690515,170312506002011,250600,2011
318979,7344764,THEFT,31.0,2010,41.85574817,-87.66608537,170313108003000,310800,3000
91722,7478452,BURGLARY,71.0,2010,41.74677808,-87.65901381,170317106001009,710600,1009
47675,7453806,BATTERY,27.0,2010,41.87736787,-87.70159212,170312712001021,271200,1021
304498,7477725,THEFT,24.0,2010,41.89507575,-87.64925442,170312435002009,243500,2009
223866,7454945,NARCOTICS,26.0,2010,41.88331861,-87.72936203,170312602001024,260200,1024
340728,7442032,THEFT,61.0,2010,41.81069352,-87.68392905,170315808001000,580800,1000
111066,7532294,BURGLARY,70.0,2010,41.73751924,-87.73123203,170317003022010,700302,2010
91707,7459227,BURGLARY,39.0,2010,41.80969334,-87.59213853,170313901001008,390100,1008
323198,7761352,THEFT,31.0,2010,41.85233679,-87.64648731,170318432002029,843200,2029
220845,7420898,NARCOTICS,29.0,2010,41.85898961,-87.7136814,170312922001005,292200,1005
265604,7758961,OTHER OFFENSE,71.0,2010,41.74796511,-87.6597343,170317106001008,710600,1008
302718,7393343,THEFT,24.0,2010,41.89225724,-87.64692657,170318423002039,842300,2039
25534,7362035,BATTERY,8.0,2010,41.8899369,-87.63756411,170310818003009,081800,3009
358871,7297628,THEFT,71.0,2010,41.75307416,-87.65865473,170317102005010,710200,5010
20279,7407768,ASSAULT,44.0,2010,41.73094928,-87.60468364,170314408002006,440800,2006
165947,7389622,DECEPTIVE PRACTICE,32.0,2010,41.88445795,-87.62431501,170313201002029,320100,2029
236655,7389713,NARCOTICS,68.0,2010,41.76619549,-87.63717257,170316812002007,681200,2007
177589,7645652,DECEPTIVE PRACTICE,75.0,2010,41.68514111,-87.67711702,170317505001007,750500,1007
127384,7697085,CRIMINAL DAMAGE,61.0,2010,41.80210264,-87.67790553,170316115002033,611500,2033
277795,7750988,ROBBERY,67.0,2010,41.76314593,-87.6600887,170316719001010,671900,1010
25635,7425575,BATTERY,8.0,2010,41.88956143,-87.62019665,170310814031018,081403,1018
103825,7579240,BURGLARY,11.0,2010,41.970698600000006,-87.76893973,170311104002000,110400,2000
50401,7467537,BATTERY,23.0,2010,41.91186491,-87.71251262,170312302001010,230200,1010
52908,7831383,BATTERY,23.0,2010,41.91174316,-87.72307628,170312304002010,230400,2010
140457,7494534,CRIMINAL DAMAGE,41.0,2010,41.8017598,-87.60287336,170318363001001,836300,1001
284838,7479519,ROBBERY,17.0,2010,41.95290174,-87.78753696,170311703001000,170300,1000
278250,7634259,ROBBERY,23.0,2010,41.91036995,-87.72390495,170312304002008,230400,2008
96541,7868856,BURGLARY,6.0,2010,41.93338837,-87.64474004,170310634001007,063400,1007
368198,7569608,WEAPONS VIOLATION,22.0,2010,41.92452055,-87.72364169,170312209021001,220902,1001
334856,7372442,THEFT,22.0,2010,41.92639384,-87.71881728,170312207012002,220701,2002
201502,7779633,NARCOTICS,40.0,2010,41.78738033,-87.62442867,170318345001018,834500,1018
149339,7597197,CRIMINAL DAMAGE,43.0,2010,41.75935457,-87.58615372,170314304004020,430400,4020
39173,7683484,BATTERY,23.0,2010,41.91246164,-87.73129909,170312305002011,230500,2011
177244,7585473,DECEPTIVE PRACTICE,73.0,2010,41.71167767,-87.65146982,170317306002018,730600,2018
84586,7718783,BATTERY,72.0,2010,41.70338029999999,-87.65729221,170317307002025,730700,2025
182709,7380750,MOTOR VEHICLE THEFT,6.0,2010,41.94366816,-87.64610708,170310620002000,062000,2000
79987,8201698,BATTERY,71.0,2010,41.74803869,-87.65731126,170317107002012,710700,2012
289205,7491720,SEX OFFENSE,39.0,2010,41.80377839,-87.58647038,170313907001007,390700,1007
110991,7763298,BURGLARY,71.0,2010,41.7386555,-87.65584514,170317111001015,711100,1015
111419,7870760,BURGLARY,48.0,2010,41.73441775,-87.57079851,170314801001022,480100,1022
146946,7301438,CRIMINAL DAMAGE,67.0,2010,41.77147091,-87.65428654,170316811005007,681100,5007
129343,7597814,CRIMINAL DAMAGE,7.0,2010,41.92771865,-87.64884331,170310703002005,070300,2005
236374,7421018,NARCOTICS,69.0,2010,41.76864081,-87.62019583,170316904003000,690400,3000
366144,7552640,THEFT,53.0,2010,41.67545091,-87.63340375,170315305011036,530501,1036
36938,7519185,BATTERY,29.0,2010,41.86013429,-87.73233347,170312909003016,290900,3016
35122,7727837,BATTERY,71.0,2010,41.75593947,-87.65729799,170317102005001,710200,5001
35702,7456459,BATTERY,43.0,2010,41.76596561,-87.58996619,170314304001002,430400,1002
110406,7767901,BURGLARY,44.0,2010,41.74687324,-87.62288832,170314403005009,440300,5009
129592,7841239,CRIMINAL DAMAGE,30.0,2010,41.84921998,-87.69168032,170313012003002,301200,3002
145616,7749796,CRIMINAL DAMAGE,42.0,2010,41.77946842,-87.60164886,170314208001008,420800,1008
247815,7774114,OTHER OFFENSE,69.0,2010,41.76568844,-87.61630638,170316910001000,691000,1000
10445,7783457,ASSAULT,35.0,2010,41.83069725,-87.61447689,170313511001003,351100,1003
87880,7657726,BURGLARY,25.0,2010,41.88257312,-87.75025307,170312518001000,251800,1000
50743,7738307,BATTERY,58.0,2010,41.81537526,-87.70968157,170315804001008,580400,1008
111576,7549043,BURGLARY,48.0,2010,41.73253482,-87.57074751,170314804001006,480400,1006
354203,7558000,THEFT,64.0,2010,41.77205714,-87.74088413,170316408002009,640800,2009
114931,7500905,CRIM SEXUAL ASSAULT,69.0,2010,41.76492134,-87.63342919,170316911004007,691100,4007
138762,7554498,CRIMINAL DAMAGE,56.0,2010,41.80687693,-87.74680622,170315603001008,560300,1008
66770,7603518,BATTERY,40.0,2010,41.78652168,-87.61739798,170318345001025,834500,1025
68588,7494811,BATTERY,40.0,2010,41.78118411,-87.61564981,170314008001007,400800,1007
24449,7306018,BATTERY,28.0,2010,41.87827646,-87.68635544,170312809001004,280900,1004
277497,7488001,ROBBERY,28.0,2010,41.87126053,-87.66075447,170312832001004,283200,1004
354875,7856918,THEFT,67.0,2010,41.76958146,-87.66152072,170316716003013,671600,3013
270452,7394258,PROSTITUTION,43.0,2010,41.75528912,-87.55619587,170314313011000,431301,1000
87683,7838817,BURGLARY,49.0,2010,41.68803172,-87.62412919,170314913002004,491300,2004
362558,7320598,THEFT,48.0,2010,41.72916011,-87.58548161,170314804005018,480400,5018
89445,7616669,BURGLARY,25.0,2010,41.89448235,-87.74578868,170312517001003,251700,1003
259441,7683682,OTHER OFFENSE,19.0,2010,41.92693132,-87.75194027,170311908004007,190800,4007
300454,7606436,THEFT,25.0,2010,41.88975068,-87.75051834,170312516002001,251600,2001
259122,7447276,OTHER OFFENSE,14.0,2010,41.97113498,-87.70854692,170311401002003,140100,2003
350021,7663847,THEFT,2.0,2010,41.98959906,-87.70422454,170310207011003,020701,1003
52268,7796917,BATTERY,16.0,2010,41.94654248,-87.73608438,170311611002016,161100,2016
233301,7715768,NARCOTICS,42.0,2010,41.78526836,-87.61445292,170314206001004,420600,1004
22004,7568868,ASSAULT,54.0,2010,41.65541167,-87.60512584,170315401013003,540101,3003
7941,7803459,ASSAULT,2.0,2010,41.99771714,-87.69049238,170310208024000,020802,4000
367872,7567358,WEAPONS VIOLATION,43.0,2010,41.75365246,-87.55807003,170314313011003,431301,1003
32373,7823017,BATTERY,45.0,2010,41.74497187,-87.59680794,170318343001023,834300,1023
189314,7498539,MOTOR VEHICLE THEFT,58.0,2010,41.81631817,-87.70294082,170315805023024,580502,3024
137793,7690533,CRIMINAL DAMAGE,38.0,2010,41.81390808,-87.61671524,170318358001013,835800,1013
162585,7595005,CRIMINAL TRESPASS,19.0,2010,41.91871165,-87.76551063,170311912002001,191200,2001
160728,7320363,CRIMINAL TRESPASS,6.0,2010,41.93920139,-87.65408305,170310629001000,062900,1000
215141,7635297,NARCOTICS,19.0,2010,41.919268,-87.75600752,170311911006003,191100,6003
357095,7442850,THEFT,67.0,2010,41.7607097,-87.66208609,170316719001033,671900,1033
178896,19408,HOMICIDE,38.0,2010,41.81925884,-87.62147981,170318359003007,835900,3007
91573,7304825,BURGLARY,8.0,2010,41.90843054,-87.63850953,170310804001008,080400,1008
151443,7344099,CRIMINAL DAMAGE,46.0,2010,41.74525198,-87.55277346,170314601004010,460100,4010
294509,7657033,THEFT,28.0,2010,41.88383463,-87.64271646,170312801002031,280100,2031
268679,7513186,PROSTITUTION,8.0,2010,41.90481404,-87.63001152,170310802023003,080202,3003
30703,7337297,BATTERY,50.0,2010,41.71067889,-87.59980352,170315001004030,500100,4030
292859,7834715,THEFT,32.0,2010,41.88233367,-87.62784179,170318391001075,839100,1075
84928,7621153,BATTERY,49.0,2010,41.70104963,-87.62215889,170314909022042,490902,2042
84164,8056453,BATTERY,49.0,2010,41.710099299999996,-87.62598157,170314907002003,490700,2003
241939,7865565,NARCOTICS,73.0,2010,41.71186558,-87.63568247,170317305002010,730500,2010
286830,7771431,ROBBERY,71.0,2010,41.75011284,-87.64887542,170317108004009,710800,4009
142325,7691975,CRIMINAL DAMAGE,56.0,2010,41.79176762,-87.78300577,170315610001004,561000,1004
249117,7530659,OTHER OFFENSE,50.0,2010,41.71268777,-87.60239207,170315001004015,500100,4015
294876,7752119,THEFT,28.0,2010,41.87900097,-87.68880105,170312808001010,280800,1010
67669,7372261,BATTERY,66.0,2010,41.78204612,-87.68493683,170318350002002,835000,2002
234417,7618961,NARCOTICS,66.0,2010,41.77876753,-87.68362799,170316606001008,660600,1008
346599,7481041,THEFT,37.0,2010,41.79727708,-87.63306992,170318356002022,835600,2022
87690,7611177,BURGLARY,28.0,2010,41.88367913,-87.64975058,170318330001059,833000,1059
126264,7645508,CRIMINAL DAMAGE,4.0,2010,41.96876985,-87.67809355,170318308001003,830800,1003
363960,7507670,THEFT,52.0,2010,41.71108622,-87.53769847,170315202002008,520200,2008
2607,7354710,ASSAULT,8.0,2010,41.8945443,-87.62274532,170310814011003,081401,1003
199904,7846531,MOTOR VEHICLE THEFT,53.0,2010,41.68257461,-87.63240402,170315302005016,530200,5016
246361,7374591,OTHER OFFENSE,33.0,2010,41.85290521,-87.62798175,170318410001019,841000,1019
162004,7587805,CRIMINAL TRESPASS,3.0,2010,41.96992736,-87.65764356,170310312002007,031200,2007
70209,7484482,BATTERY,69.0,2010,41.77772576,-87.61556371,170314207005009,420700,5009
83039,7327329,BATTERY,73.0,2010,41.72452719,-87.64329688,170317301002007,730100,2007
319693,7715626,THEFT,72.0,2010,41.70656718,-87.67013144,170317207001004,720700,1004
191417,7478895,MOTOR VEHICLE THEFT,29.0,2010,41.85436231,-87.72800111,170312925002009,292500,2009
42715,7707392,BATTERY,31.0,2010,41.85178677,-87.67582759,170318432001000,843200,1000
260031,7835164,OTHER OFFENSE,15.0,2010,41.94596208,-87.76004179,170311511001001,151100,1001
212993,7390027,NARCOTICS,1.0,2010,42.02117847,-87.67235931,170310101002011,010100,2011
73614,7673224,BATTERY,65.0,2010,41.76717838,-87.72368948,170316505001019,650500,1019
54973,7463131,BATTERY,23.0,2010,41.9072722,-87.72919141,170312306003007,230600,3007
157518,7781464,CRIMINAL TRESPASS,32.0,2010,41.87531376,-87.6336507,170318391002056,839100,2056
309907,7429503,THEFT,41.0,2010,41.79946289,-87.59600826,170314107001005,410700,1005
177807,7758484,GAMBLING,25.0,2010,41.88085011,-87.76013945,170312519004013,251900,4013
183115,7849543,MOTOR VEHICLE THEFT,3.0,2010,41.96643056,-87.65103242,170310315013000,031501,3000
63256,7382259,BATTERY,25.0,2010,41.87387638,-87.76057261,170312521023004,252102,3004
225933,7823477,NARCOTICS,3.0,2010,41.96859621,-87.65481518,170318307002000,830700,2000
330448,7817758,THEFT,19.0,2010,41.9356953,-87.74312453,170311901001010,190100,1010
346416,7389694,THEFT,11.0,2010,41.97807995,-87.7699411,170311102001018,110200,1018
311040,7303112,THEFT,24.0,2010,41.89980513,-87.66152025,170318423001083,842300,1083
176390,7518973,DECEPTIVE PRACTICE,69.0,2010,41.75254776,-87.61132925,170316914003007,691400,3007
319484,7609961,THEFT,22.0,2010,41.91662961,-87.67759106,170318310002013,831000,2013
56660,7370766,BATTERY,3.0,2010,41.96231672,-87.67399753,170310319002009,031900,2009
169436,7713948,DECEPTIVE PRACTICE,1.0,2010,41.99807249,-87.67093931,170318306003009,830600,3009
309027,7635724,THEFT,24.0,2010,41.90262604,-87.67236756,170312421002005,242100,2005
257167,7538946,OTHER OFFENSE,57.0,2010,41.80603186,-87.72416488,170315703001005,570300,1005
362637,7540116,THEFT,73.0,2010,41.72782007,-87.64096469,170317301003006,730100,3006
218976,7583720,NARCOTICS,58.0,2010,41.82444601,-87.70281340000001,170315802002011,580200,2011
169501,7654537,DECEPTIVE PRACTICE,29.0,2010,41.85832807,-87.72494259999999,170312925001005,292500,1005
29225,7600159,BATTERY,7.0,2010,41.91093399,-87.64729963,170310718002003,071800,2003
189191,7900699,MOTOR VEHICLE THEFT,27.0,2010,41.87190792,-87.70179275,170318373001009,837300,1009
163258,7360085,CRIMINAL TRESPASS,68.0,2010,41.77746674,-87.63498293,170316809002015,680900,2015
211591,7467138,NARCOTICS,1.0,2010,42.0211265,-87.66716709,170310101001003,010100,1003
295662,7398753,THEFT,32.0,2010,41.88616984,-87.62068608,170313201002032,320100,2032
306952,7739596,THEFT,24.0,2010,41.89004524,-87.65150802,170312435001032,243500,1032
5172,7489532,ASSAULT,24.0,2010,41.90753713,-87.69448012,170312410002009,241000,2009
112942,7748866,BURGLARY,52.0,2010,41.70012863,-87.54134158,170315203003009,520300,3009
94999,7391303,BURGLARY,22.0,2010,41.91987954,-87.68594638,170312216002024,221600,2024
71601,7425344,BATTERY,68.0,2010,41.77365533,-87.64826957,170316810003011,681000,3011
89704,7598216,BURGLARY,23.0,2010,41.89610994,-87.717554,170312312002010,231200,2010
110382,7743830,BURGLARY,70.0,2010,41.74566913,-87.69008138,170317005013027,700501,3027
152679,7759506,CRIMINAL DAMAGE,73.0,2010,41.73147905,-87.66050374,170317302014001,730201,4001
187671,7579591,MOTOR VEHICLE THEFT,4.0,2010,41.96675164,-87.69295487,170310407002002,040700,2002
126568,7430213,CRIMINAL DAMAGE,24.0,2010,41.91382143,-87.67840605,170318310001006,831000,1006
98302,7567197,BURGLARY,23.0,2010,41.90551054,-87.71275051,170312309003011,230900,3011
184910,7521737,MOTOR VEHICLE THEFT,61.0,2010,41.80861707,-87.66401808,170318426002057,842600,2057
147045,7499268,CRIMINAL DAMAGE,66.0,2010,41.77136292,-87.67967024,170316607002015,660700,2015
212943,7385788,NARCOTICS,25.0,2010,41.90994542,-87.75266020000001,170312502001025,250200,1025
342059,7788590,THEFT,38.0,2010,41.80892909,-87.61657633,170313812002018,381200,2018
327623,7492635,THEFT,7.0,2010,41.93167305,-87.66232153,170310705003003,070500,3003
237820,7549903,NARCOTICS,43.0,2010,41.76061532,-87.56141691,170314314001003,431400,1003
99917,7723741,BURGLARY,62.0,2010,41.787742,-87.72431973,170316203002008,620300,2008
59375,7630858,BATTERY,61.0,2010,41.80618177,-87.66855124,170316113003009,611300,3009
355943,7482890,THEFT,9.0,2010,42.00864401,-87.81642301,170310902004000,090200,4000
183403,7398638,MOTOR VEHICLE THEFT,25.0,2010,41.86912895,-87.74485704,170318314001023,831400,1023
77527,7419525,BATTERY,1.0,2010,42.0199755,-87.66696198,170310101003008,010100,3008
224457,7832021,NARCOTICS,26.0,2010,41.88066079,-87.73118641,170312603001029,260300,1029
63729,7752883,BATTERY,25.0,2010,41.88575476,-87.76247901,170312519003002,251900,3002
60417,7316365,BATTERY,37.0,2010,41.80280764,-87.63320775,170318356001031,835600,1031
151498,7496064,CRIMINAL DAMAGE,71.0,2010,41.74439008,-87.6669318,170317112001006,711200,1006
114410,7369387,CRIM SEXUAL ASSAULT,23.0,2010,41.8900622,-87.70700176,170318367001031,836700,1031
189896,7755741,MOTOR VEHICLE THEFT,17.0,2010,41.94061992,-87.79948807,170311710005003,171000,5003
45775,7521248,BATTERY,30.0,2010,41.84919561,-87.69370658,170313012003003,301200,3003
37382,7742857,BATTERY,23.0,2010,41.90841167,-87.73507331,170312306006013,230600,6013
102055,7851060,BURGLARY,61.0,2010,41.80240818,-87.65629995,170316111002005,611100,2005
311374,7456307,THEFT,45.0,2010,41.75143016,-87.59140925,170318343002014,834300,2014
351891,7787090,THEFT,42.0,2010,41.78210152,-87.586502,170314201001023,420100,1023
80441,7823882,BATTERY,17.0,2010,41.95212279,-87.83342299,170311705002016,170500,2016
37311,7699968,BATTERY,77.0,2010,41.99640564,-87.66884498,170310302004011,030200,4011
172435,7518655,DECEPTIVE PRACTICE,5.0,2010,41.95348014,-87.68845192,170318437001000,843700,1000
239297,7392054,NARCOTICS,44.0,2010,41.75084361,-87.60395297,170314401014003,440101,4003
294855,7748670,THEFT,32.0,2010,41.87982181,-87.63083278,170318391001094,839100,1094
23592,7434652,BATTERY,25.0,2010,41.88310787,-87.76495565,170312519004005,251900,4005
266344,7309031,OTHER OFFENSE,71.0,2010,41.73326592,-87.66055836,170317114001020,711400,1020
153145,7474552,CRIMINAL DAMAGE,49.0,2010,41.72442668,-87.62631165,170318340002016,834000,2016
224806,7694863,NARCOTICS,38.0,2010,41.81635893,-87.60670242,170318360003000,836000,3000
270748,7792065,PUBLIC PEACE VIOLATION,32.0,2010,41.88274844,-87.63238713,170318391001056,839100,1056
273068,7446560,PUBLIC PEACE VIOLATION,25.0,2010,41.87384866,-87.76272082,170312521023008,252102,3008
293087,7786868,THEFT,49.0,2010,41.70438963,-87.62663375,170314910001015,491000,1015
310942,7834890,THEFT,24.0,2010,41.906276,-87.67001188,170312415003012,241500,3012
310097,7529136,THEFT,24.0,2010,41.89105915,-87.6591622,170312434002009,243400,2009
291644,7593203,THEFT,8.0,2010,41.89010218,-87.62598609,170310815003004,081500,3004
305980,7330935,THEFT,8.0,2010,41.90980431,-87.65160639,170318422001079,842200,1079
184414,7647134,MOTOR VEHICLE THEFT,8.0,2010,41.90612949,-87.62659167,170310801007001,080100,7001
8367,7822853,ASSAULT,58.0,2010,41.82285512,-87.69106677,170315801002020,580100,2020
131292,7419096,CRIMINAL DAMAGE,2.0,2010,41.99042565,-87.70233304,170310207023016,020702,3016
193493,7850844,MOTOR VEHICLE THEFT,61.0,2010,41.80266155,-87.66724893,170316113002004,611300,2004
359129,7483072,THEFT,1.0,2010,42.02177727,-87.66676283,170310101003004,010100,3004
174403,7849540,DECEPTIVE PRACTICE,25.0,2010,41.90033533,-87.76421885,170312512001005,251200,1005
214733,7538066,NARCOTICS,67.0,2010,41.76934233,-87.67472731,170316714002018,671400,2018
162817,7475320,CRIMINAL TRESPASS,68.0,2010,41.78754649,-87.64498292,170318347001017,834700,1017
259720,7730753,OTHER OFFENSE,57.0,2010,41.79943882,-87.73068944,170315705001011,570500,1011
229621,7786968,NARCOTICS,15.0,2010,41.93865702,-87.76005209,170311511002015,151100,2015
29895,7430134,BATTERY,50.0,2010,41.70751943,-87.60183902,170315002001000,500200,1000
179207,7508910,INTERFERENCE WITH PUBLIC OFFICER,25.0,2010,41.88972902,-87.7664762,170312514002011,251400,2011
7144,7502928,ASSAULT,31.0,2010,41.85360484,-87.64652147,170313103001040,310300,1040
172673,7593723,DECEPTIVE PRACTICE,26.0,2010,41.88548754,-87.72642205,170312602001010,260200,1010
4613,7669598,ASSAULT,24.0,2010,41.90357111,-87.68215854,170312412001013,241200,1013
212424,7444550,NARCOTICS,23.0,2010,41.90845303,-87.71185869,170312309003005,230900,3005
251252,7599183,OTHER OFFENSE,43.0,2010,41.77332057,-87.58746538,170314303001001,430300,1001
288327,7410615,ROBBERY,53.0,2010,41.67754063,-87.62510095,170315305014007,530501,4007
22796,7593231,BATTERY,8.0,2010,41.90393322,-87.62912854,170310811003000,081100,3000
125720,7593395,CRIMINAL DAMAGE,22.0,2010,41.91406256,-87.70686637,170312226001027,222600,1027
309577,7815185,THEFT,28.0,2010,41.86698884,-87.65720501,170312832001017,283200,1017
51022,7392827,BATTERY,6.0,2010,41.94604887,-87.65558732,170318320001010,832000,1010
248545,7580937,OTHER OFFENSE,8.0,2010,41.89373723,-87.63117982,170310817002006,081700,2006
176824,7870031,DECEPTIVE PRACTICE,45.0,2010,41.73850303,-87.58568100000001,170314503004013,450300,4013
125788,7669114,CRIMINAL DAMAGE,5.0,2010,41.9414417,-87.67451036,170310512002002,051200,2002
334777,9009239,THEFT,59.0,2010,41.82775722,-87.67521497,170315906001008,590600,1008
101356,7620677,BURGLARY,25.0,2010,41.875944200000006,-87.74349836,170312522023008,252202,3008
175125,7716986,DECEPTIVE PRACTICE,66.0,2010,41.78018379,-87.68366502,170318350001022,835000,1022
71835,7607948,BATTERY,66.0,2010,41.77287567,-87.69689227,170316608004008,660800,4008
230816,7382367,NARCOTICS,62.0,2010,41.79308361,-87.71580911,170316204001002,620400,1002
270197,7399285,PROSTITUTION,13.0,2010,41.99464826,-87.71429852,170311301003002,130100,3002
262622,7415511,OTHER OFFENSE,68.0,2010,41.77703308,-87.64957179,170316810004018,681000,4018
186196,7860150,MOTOR VEHICLE THEFT,20.0,2010,41.91792147,-87.74003294,170312004011005,200401,1005
25645,7432846,BATTERY,25.0,2010,41.87658104,-87.74513751,170312522025000,252202,5000
218901,7497638,NARCOTICS,23.0,2010,41.89008279,-87.70524603,170318367002040,836700,2040
139668,7636159,CRIMINAL DAMAGE,25.0,2010,41.88045815,-87.74825998,170312518005017,251800,5017
117001,7434416,CRIMINAL DAMAGE,32.0,2010,41.88784585,-87.62456034,170313201002005,320100,2005
310972,7370185,THEFT,1.0,2010,42.00671747,-87.66445122,170310105013006,010501,3006
95678,7604684,BURGLARY,30.0,2010,41.84563769,-87.70139423,170313009001009,300900,1009
12769,7775788,ASSAULT,19.0,2010,41.9369906,-87.74795303,170311902001015,190200,1015
360187,7771992,THEFT,44.0,2010,41.74840603,-87.62445818,170314403005007,440300,5007
79537,7800566,BATTERY,71.0,2010,41.74783163,-87.65245425,170317108006003,710800,6003
175934,7746230,DECEPTIVE PRACTICE,12.0,2010,42.01096405,-87.78188941,170311201004008,120100,4008
243575,7577972,NARCOTICS,55.0,2010,41.65336127,-87.55929582,170315502002055,550200,2055
122130,7864104,CRIMINAL DAMAGE,29.0,2010,41.86585127,-87.70930873,170318415001004,841500,1004
203095,7571614,NARCOTICS,25.0,2010,41.88472167,-87.75400872,170312518002007,251800,2007
141871,7663777,CRIMINAL DAMAGE,12.0,2010,41.98037223,-87.74871071,170311204001014,120400,1014
289561,7636124,SEX OFFENSE,49.0,2010,41.71907012,-87.62860108,170314906001034,490600,1034
116890,7312547,CRIMINAL DAMAGE,44.0,2010,41.74899286,-87.6324369,170318424002012,842400,2012
326830,7583294,THEFT,19.0,2010,41.92832832,-87.76735833,170311906022017,190602,2017
311233,7392227,THEFT,6.0,2010,41.9452672,-87.66267156,170310615001008,061500,1008
86745,7645325,BATTERY,53.0,2010,41.67553577,-87.62619544,170315305014016,530501,4016
83344,7436021,BATTERY,51.0,2010,41.72169151,-87.57898206,170315103002032,510300,2032
27482,7568180,BATTERY,32.0,2010,41.8750342,-87.62921822,170318391002046,839100,2046
82211,7585369,BATTERY,46.0,2010,41.73495976,-87.54577933,170314607001007,460700,1007
229702,7343189,NARCOTICS,25.0,2010,41.88575852,-87.75937945,170312519001002,251900,1002
57479,7594016,BATTERY,38.0,2010,41.81197528,-87.61966767,170318358001019,835800,1019
300753,7720580,THEFT,27.0,2010,41.87409759,-87.71079636,170312713001029,271300,1029
87901,7686258,BURGLARY,25.0,2010,41.87902786,-87.76177877,170312521024007,252102,4007
