,Year,Business Type,Business Name,Address,Has Tobacco License,Has Liquor License,Crime Type,#Crimes,#Arrests,#OnPremises
249,2010,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ASSAULT,1,1,0
250,2012,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ASSAULT,1,1,0
251,2014,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ASSAULT,3,2,0
252,2016,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ASSAULT,1,0,0
253,2017,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ASSAULT,2,1,0
254,2018,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ASSAULT,1,0,0
255,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,7,5,0
256,2003,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,3,1,0
257,2004,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,3,2,0
258,2005,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,5,0,0
259,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,3,0,0
260,2007,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,3,1,0
261,2008,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,7,2,0
262,2009,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,1,0,0
263,2010,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,3,2,0
264,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,1,0,0
265,2012,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,2,0,0
266,2013,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,2,0,0
267,2014,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,1,0,0
268,2015,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,1,0,0
269,2017,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,3,2,0
270,2018,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BATTERY,2,0,0
271,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BURGLARY,1,0,0
272,2003,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BURGLARY,1,0,0
273,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BURGLARY,1,0,0
274,2009,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BURGLARY,2,0,0
275,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BURGLARY,1,0,0
276,2013,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BURGLARY,1,0,0
277,2014,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BURGLARY,2,0,0
278,2016,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BURGLARY,1,0,0
279,2017,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,BURGLARY,2,0,0
280,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,4,0,0
281,2003,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,4,0,0
282,2004,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,2,0,0
283,2005,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,3,0,0
284,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,3,0,0
285,2007,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,6,1,0
286,2008,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,2,0,0
287,2009,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,6,0,0
288,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,3,1,0
289,2013,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,3,0,0
290,2016,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL DAMAGE,2,0,0
291,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,3,3,0
292,2003,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,2,2,0
293,2004,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,1,1,0
294,2005,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,2,2,0
295,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,2,2,0
296,2009,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,3,3,0
297,2010,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,2,2,0
298,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,1,0,0
299,2012,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,1,1,0
300,2013,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,3,3,0
301,2014,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,2,2,0
302,2016,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,1,0,0
303,2017,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,CRIMINAL TRESPASS,2,0,0
304,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,5,1,0
305,2003,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,3,2,0
306,2005,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,3,1,0
307,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,2,1,0
308,2007,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,1,0,0
309,2008,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,2,1,0
310,2009,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,3,1,0
311,2010,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,2,0,0
312,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,3,1,0
313,2012,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,3,1,0
314,2015,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,2,0,0
315,2017,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,DECEPTIVE PRACTICE,3,0,0
316,2007,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,GAMBLING,1,1,0
317,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,1,0,0
318,2003,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,1,0,0
319,2005,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,3,1,0
320,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,3,0,0
321,2008,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,1,0,0
322,2010,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,1,0,0
323,2012,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,1,0,0
324,2013,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,1,0,0
325,2015,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,1,1,0
326,2017,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,MOTOR VEHICLE THEFT,1,0,0
327,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,1,1,0
328,2003,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,1,1,0
329,2004,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,2,2,0
330,2005,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,1,1,0
331,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,1,1,0
332,2007,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,1,1,0
333,2009,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,1,1,0
334,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,1,1,0
335,2014,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,1,1,0
336,2016,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,NARCOTICS,2,2,0
337,2004,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OFFENSE INVOLVING CHILDREN,1,0,0
338,2010,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OFFENSE INVOLVING CHILDREN,1,0,0
339,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OTHER OFFENSE,4,0,0
340,2003,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OTHER OFFENSE,1,0,0
341,2004,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OTHER OFFENSE,4,1,0
342,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OTHER OFFENSE,3,2,0
343,2007,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OTHER OFFENSE,1,0,0
344,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OTHER OFFENSE,1,1,0
345,2014,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OTHER OFFENSE,1,0,0
346,2016,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,OTHER OFFENSE,1,1,0
347,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,PROSTITUTION,1,1,0
348,2005,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,PROSTITUTION,3,3,0
349,2007,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,PROSTITUTION,1,1,0
350,2010,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,PUBLIC PEACE VIOLATION,1,1,0
351,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,PUBLIC PEACE VIOLATION,1,0,0
352,2004,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ROBBERY,1,0,0
353,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ROBBERY,1,0,0
354,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ROBBERY,1,1,0
355,2012,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ROBBERY,1,0,0
356,2013,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ROBBERY,1,0,0
357,2015,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ROBBERY,1,1,0
358,2016,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,ROBBERY,1,1,0
359,2014,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,SEX OFFENSE,1,1,0
360,2002,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,10,0,0
361,2003,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,13,4,0
362,2004,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,10,2,0
363,2005,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,9,3,0
364,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,10,0,0
365,2007,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,8,3,0
366,2008,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,10,1,0
367,2009,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,7,2,0
368,2010,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,7,1,0
369,2011,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,14,1,0
370,2012,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,6,2,0
371,2013,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,8,0,0
372,2014,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,11,1,0
373,2015,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,13,3,0
374,2016,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,8,1,0
375,2017,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,THEFT,11,2,0
376,2006,restaurant,"MORGAN MARKET, INC",375 N MORGAN ST,TRUE,FALSE,WEAPONS VIOLATION,1,0,0
