,ID,Primary Type,Arrest,Community Area,Year,Latitude,Longitude,FIPS,Tract,Block
3248753,9999293,THEFT,True,3.0,2015,41.963070794000004,-87.655984213,170318307004004,830700,4004
945364,6898069,THEFT,False,49.0,2009,41.688516319,-87.61951079100001,170314914002021,491400,2021
5695174,6561228,THEFT,False,19.0,2008,41.922557202,-87.769588337,170311913022010,191302,2010
2989650,9473401,NARCOTICS,True,23.0,2014,41.890037052,-87.709440657,170318367001025,836700,1025
1981422,7502151,MOTOR VEHICLE THEFT,False,52.0,2010,41.709176022,-87.536487818,170315202002014,520200,2014
1793027,19574,HOMICIDE,False,26.0,2010,41.878743779000004,-87.736150611,170312605001005,260500,1005
1347080,8547464,BATTERY,False,50.0,2012,41.705615357,-87.60537259700001,170315002001011,500200,1011
3734616,2738583,THEFT,False,8.0,2003,41.900771451,-87.626827076,170310812013000,081201,3000
969753,7007749,NARCOTICS,True,66.0,2009,41.782113773,-87.702011016,170316603022012,660302,2012
2229536,7979770,NARCOTICS,True,25.0,2011,41.880399914,-87.75300855299999,170312518001008,251800,1008
4653697,4309517,THEFT,False,2.0,2005,42.00950441,-87.690668075,170310203023008,020302,3008
3311957,2081199,CRIMINAL DAMAGE,False,,2002,41.698322683,-87.69871175,170317401003004,740100,3004
5808796,6790319,NARCOTICS,True,25.0,2009,41.875942998,-87.74379946299999,170312522023009,252202,3009
5270904,5669453,ASSAULT,False,70.0,2007,41.738691386,-87.696178334,170317005022000,700502,2000
3960102,3030763,NARCOTICS,True,61.0,2003,41.803427776999996,-87.644086755,170318438001041,843800,1041
4563414,4098176,BURGLARY,False,69.0,2005,41.754222797,-87.619838703,170316913002005,691300,2005
5355719,5836930,NARCOTICS,True,36.0,2007,41.829027163,-87.608114898,170318365001006,836500,1006
3922550,2977470,THEFT,False,7.0,2003,41.922786529,-87.645045119,170310712001014,071200,1014
3689805,2675309,BATTERY,False,29.0,2003,41.865397251,-87.708075934,170318415001005,841500,1005
2906972,9325065,THEFT,False,6.0,2013,41.93991842,-87.653288878,170310630001002,063000,1002
1780870,10357996,ASSAULT,False,63.0,2015,41.791797589,-87.697885916,170316308002006,630800,2006
3378599,2191158,OTHER OFFENSE,False,8.0,2002,41.89484426,-87.630462495,170310817001012,081700,1012
4007292,3095940,OTHER OFFENSE,False,61.0,2003,41.810416957,-87.66537122,170316104001000,610400,1000
3501074,2390186,OTHER OFFENSE,False,43.0,2002,41.763236237,-87.559802041,170314314001001,431400,1001
3384266,2200416,BATTERY,True,28.0,2002,41.862462006,-87.639458978,170318419002093,841900,2093
2295294,8089674,THEFT,False,28.0,2011,41.868980031,-87.670188313,170318382002041,838200,2041
2224602,7972497,NARCOTICS,True,44.0,2011,41.750774178,-87.634733613,170316912003012,691200,3012
4399843,3724611,BATTERY,False,43.0,2004,41.765049113,-87.583646422,170314305003000,430500,3000
4998267,5023937,WEAPONS VIOLATION,False,8.0,2006,41.907153315,-87.639680572,170310804001009,080400,1009
5471173,6098014,BATTERY,True,49.0,2008,41.691516465999996,-87.63750606299999,170314912003015,491200,3015
188825,10350438,BATTERY,False,38.0,2015,41.821454488,-87.61096657899999,170313801001006,380100,1006
42097,10079457,THEFT,False,7.0,2015,41.915285234,-87.65682775100001,170318326002018,832600,2018
4574887,4127318,MOTOR VEHICLE THEFT,False,62.0,2005,41.797344969,-87.72496962299999,170316202001001,620200,1001
2868806,9264348,BATTERY,False,44.0,2013,41.736670075999996,-87.603215704,170314401022013,440102,2013
2113180,7701976,DECEPTIVE PRACTICE,False,66.0,2010,41.765543457,-87.68326657200001,170316609002019,660900,2019
2021253,7561882,THEFT,False,26.0,2010,41.875252814,-87.726673101,170312607002011,260700,2011
5893104,6966400,CRIMINAL TRESPASS,True,15.0,2009,41.946080738,-87.750362131,170311510023000,151002,3000
1829753,21707,HOMICIDE,False,23.0,2014,41.890890076,-87.70885574100001,170318367001023,836700,1023
3447159,2303090,MOTOR VEHICLE THEFT,False,58.0,2002,41.818199394000004,-87.69573567200001,170315805012008,580501,2008
4193774,3366375,BATTERY,False,21.0,2004,41.93932248,-87.727190905,170311613002017,161300,2017
481975,10919098,PROSTITUTION,True,25.0,2017,41.879148115,-87.740567984,170312522021006,252202,1006
5424748,5991097,CRIMINAL DAMAGE,False,67.0,2007,41.760702535,-87.672209649,170316720003018,672000,3018
3594536,2537740,NARCOTICS,True,26.0,2002,41.877080518,-87.72616010600001,170312607002003,260700,2003
167252,10311629,INTERFERENCE WITH PUBLIC OFFICER,True,71.0,2015,41.750421805,-87.658891391,170317103001029,710300,1029
321408,10595228,ROBBERY,False,14.0,2016,41.966646814,-87.70627790399999,170311408001001,140800,1001
5730770,6631274,THEFT,False,66.0,2008,41.779164241,-87.690241703,170318350004014,835000,4014
3940032,3002623,NARCOTICS,True,38.0,2003,41.803106116,-87.610505192,170318436001011,843600,1011
5830590,6839516,BATTERY,False,43.0,2009,41.771171016,-87.57643770799999,170314302001005,430200,1005
3876110,2910871,THEFT,False,24.0,2003,41.89066608,-87.68624144700001,170312429002010,242900,2010
3925499,2981641,CRIMINAL DAMAGE,False,27.0,2003,41.879029822,-87.71094678,170312713001006,271300,1006
4941006,4895292,THEFT,False,7.0,2006,41.929404106,-87.643882534,170310702003001,070200,3001
3917093,2969573,DECEPTIVE PRACTICE,False,32.0,2003,41.87178962,-87.633564301,170318390002001,839000,2001
3726177,2727055,BATTERY,True,38.0,2003,41.811216139,-87.61542838,170313812002003,381200,2003
1791840,1951359,CRIMINAL TRESPASS,True,,2002,41.909864553,-87.76557434799999,170312504002023,250400,2023
3730368,2732918,THEFT,False,23.0,2003,41.894263101,-87.72115282799999,170312315006012,231500,6012
4192009,3363606,BATTERY,True,28.0,2004,41.863370905,-87.659834944,170318429003009,842900,3009
3761729,10836743,CRIMINAL DAMAGE,False,2.0,2017,42.00493221,-87.69551921,170310206024002,020602,4002
2324046,8134240,THEFT,False,6.0,2011,41.945772275,-87.668830681,170318319001005,831900,1005
4788263,4586156,CRIMINAL DAMAGE,False,21.0,2006,41.934769671,-87.695255852,170312109001041,210900,1041
5405637,5944713,CRIMINAL DAMAGE,False,28.0,2007,41.868541914,-87.639235361,170318419002024,841900,2024
1128942,7791193,BATTERY,False,50.0,2010,41.698888783,-87.606202785,170315002002023,500200,2023
1289320,4681386,BATTERY,True,25.0,2006,41.884776119,-87.769916919,170312520004004,252000,4004
5412288,5963697,NARCOTICS,True,16.0,2007,41.946542477,-87.73608437600001,170311611002016,161100,2016
480254,10915408,BATTERY,True,68.0,2017,41.780790300999996,-87.638187983,170318346002025,834600,2025
4471539,3869198,CRIMINAL DAMAGE,False,68.0,2005,41.777242393,-87.652007599,170316810004025,681000,4025
3550329,2471313,BURGLARY,False,8.0,2002,41.895226353000005,-87.63416431600001,170310817001011,081700,1011
5459473,6068751,NARCOTICS,True,19.0,2008,41.919811513,-87.77153052799999,170311913021021,191302,1021
5073948,5202557,THEFT,False,10.0,2006,41.993832114,-87.81366618700001,170311003005022,100300,5022
2594,10004753,ASSAULT,False,63.0,2015,41.793064474,-87.696223199,170316308001020,630800,1020
2317221,8123411,BATTERY,False,67.0,2011,41.793531516,-87.67585857799999,170316705001003,670500,1003
3181434,9867298,THEFT,False,32.0,2014,41.876607964,-87.62764406299999,170318391002025,839100,2025
21361,10040002,THEFT,False,6.0,2015,41.936406846,-87.648382883,170310631001003,063100,1003
1751802,6497401,ASSAULT,False,66.0,2008,41.780406178,-87.68855375,170318350004010,835000,4010
1089136,7610306,OTHER OFFENSE,False,71.0,2010,41.735909041999996,-87.655016663,170317111002019,711100,2019
5653357,6478718,ASSAULT,False,75.0,2008,41.68940403,-87.651357263,170317506003021,750600,3021
3873174,2906508,OTHER OFFENSE,False,61.0,2003,41.795287671,-87.66583271799999,170316118001013,611800,1013
3148046,9809361,THEFT,False,34.0,2014,41.841944226,-87.634197859,170313404001025,340400,1025
3667605,10696436,MOTOR VEHICLE THEFT,False,35.0,2016,41.825048022,-87.624831462,170313514001029,351400,1029
4326572,3583118,BURGLARY,False,22.0,2004,41.921820285,-87.720044355,170312209022019,220902,2019
2103208,7687141,THEFT,False,67.0,2010,41.7702255,-87.67655851200001,170316714002011,671400,2011
2629768,8882532,CRIMINAL DAMAGE,False,4.0,2012,41.974842582,-87.693138603,170310402012009,040201,2009
2737526,9057863,BATTERY,False,25.0,2013,41.9066185,-87.754655732,170312508001019,250800,1019
4783691,4578559,BURGLARY,False,25.0,2006,41.913324263,-87.781172894,170312504005000,250400,5000
4492114,3913131,BATTERY,False,22.0,2005,41.914781622,-87.713454309,170312227002013,222700,2013
1523472,5269563,NARCOTICS,True,27.0,2006,41.878343939000004,-87.709462606,170312713001007,271300,1007
2546222,8738424,BATTERY,False,53.0,2012,41.670042519,-87.638041155,170315305032005,530503,2005
2740903,9062712,DECEPTIVE PRACTICE,False,42.0,2013,41.780311146,-87.61166317899999,170314206002008,420600,2008
4445240,3817821,WEAPONS VIOLATION,True,27.0,2005,41.878370307,-87.70724813700001,170312713001008,271300,1008
3125802,9768590,NARCOTICS,True,43.0,2014,41.764838855,-87.57627388,170314305001005,430500,1005
2403530,8255349,CRIMINAL DAMAGE,False,69.0,2011,41.777558327,-87.615558249,170314207005009,420700,5009
3941963,3005324,THEFT,True,44.0,2003,41.73627756,-87.614519556,170314407002001,440700,2001
2181124,7838132,NARCOTICS,True,14.0,2010,41.967445301,-87.713337472,170311407012009,140701,2009
2459662,8392518,BATTERY,True,25.0,2011,41.882255056,-87.76397905200001,170312519004007,251900,4007
422573,10774570,CRIMINAL DAMAGE,False,24.0,2016,41.900195443,-87.67107760399999,170312421002012,242100,2012
4029923,3127672,CRIMINAL DAMAGE,False,42.0,2004,41.780267983,-87.61396981799999,170314207005000,420700,5000
2351148,8174914,THEFT,False,39.0,2011,41.805613438,-87.590568041,170313907002007,390700,2007
2098522,7680617,CRIMINAL DAMAGE,False,67.0,2010,41.788487075,-87.655944089,170316701001017,670100,1017
5872862,6926632,BURGLARY,False,43.0,2009,41.77295831,-87.57281305299999,170314301014001,430101,4001
3157505,9824147,NARCOTICS,True,43.0,2014,41.758267684,-87.59078805799999,170318342004004,834200,4004
2874274,9272684,ASSAULT,False,59.0,2013,41.836209587,-87.665708566,170318404001029,840400,1029
328333,10607902,BURGLARY,False,67.0,2016,41.783009563,-87.67197321299999,170316706001018,670600,1018
2381525,8222359,CRIMINAL DAMAGE,False,30.0,2011,41.851034923,-87.691856716,170313012001003,301200,1003
3231274,9966177,DECEPTIVE PRACTICE,False,24.0,2015,41.904788982,-87.692791986,170312426001004,242600,1004
3442864,2296143,THEFT,False,68.0,2002,41.773908018,-87.64463385299999,170316809001021,680900,1021
5621215,6411866,CRIMINAL DAMAGE,False,9.0,2008,42.012510055,-87.807847424,170310901002021,090100,2021
1790670,1950751,NARCOTICS,True,,2002,41.986766317,-87.697616923,170310208012017,020801,2017
5154534,5396645,CRIMINAL TRESPASS,True,27.0,2007,41.871732887,-87.716547025,170312705001042,270500,1042
620471,11146073,ROBBERY,False,7.0,2017,41.927968665,-87.64476157600001,170310702003005,070200,3005
4218801,3406102,BATTERY,False,67.0,2004,41.767812789000004,-87.65661616700001,170318349001004,834900,1004
2836727,9212295,CRIMINAL TRESPASS,True,25.0,2013,41.911552652,-87.774042425,170312504003003,250400,3003
5503480,6172277,MOTOR VEHICLE THEFT,False,26.0,2008,41.87048645,-87.73144345,170312610002018,261000,2018
6047925,7258081,OTHER OFFENSE,False,27.0,2009,41.885481111,-87.714420693,170318368001026,836800,1026
4922454,4856911,BATTERY,False,40.0,2006,41.80156088,-87.621015557,170318361001002,836100,1002
5173507,5448166,OTHER OFFENSE,False,19.0,2007,41.934255773000004,-87.747643599,170311902003009,190200,3009
5638601,6447898,WEAPONS VIOLATION,True,29.0,2008,41.857088813000004,-87.72051270700001,170312924001000,292400,1000
2522188,8504209,ROBBERY,False,25.0,2012,41.883436397,-87.752731361,170312518002013,251800,2013
4225110,3416195,MOTOR VEHICLE THEFT,False,70.0,2004,41.752670751,-87.70612568799999,170317001001003,700100,1003
2908919,9327940,BATTERY,False,67.0,2013,41.772057339,-87.675363065,170316714002002,671400,2002
5961695,7094558,THEFT,False,61.0,2009,41.807500221,-87.682659185,170316115002007,611500,2007
2204233,7939423,DECEPTIVE PRACTICE,False,25.0,2011,41.910117898,-87.746104545,170312502002011,250200,2011
1971436,7487148,WEAPONS VIOLATION,True,25.0,2010,41.877465951,-87.76279513200001,170312521021010,252102,1010
3175245,9854995,BATTERY,False,7.0,2014,41.923857611,-87.667525821,170318325001003,832500,1003
4237366,3435771,BURGLARY,False,6.0,2004,41.937092045,-87.659835316,170310628001009,062800,1009
6034833,7231473,DECEPTIVE PRACTICE,False,4.0,2009,41.967265497,-87.687687799,170310406003011,040600,3011
162508,10302750,BURGLARY,False,15.0,2015,41.960025823,-87.75395584299999,170311502002029,150200,2029
5892562,6965485,BATTERY,False,38.0,2009,41.801914946,-87.62769403700001,170318361002000,836100,2000
2279735,8055983,CRIMINAL DAMAGE,False,49.0,2011,41.708090016,-87.622352305,170314908005015,490800,5015
4323205,3577207,MOTOR VEHICLE THEFT,False,65.0,2004,41.759283913000004,-87.741709017,170318209021032,820902,1032
5231128,5588491,BATTERY,False,19.0,2007,41.91777849,-87.74745993100001,170311911002001,191100,2001
2772300,9111555,THEFT,True,14.0,2013,41.961878408000004,-87.731073112,170311405003018,140500,3018
1245662,4536728,BATTERY,False,70.0,2006,41.737318723,-87.71927111,170317004021026,700402,1026
2939003,9376247,NARCOTICS,True,29.0,2013,41.863810805,-87.694563163,170318433001028,843300,1028
5536552,6240291,THEFT,False,27.0,2008,41.874532075,-87.71146775,170312714001028,271400,1028
3486701,2366796,THEFT,False,7.0,2002,41.920524548,-87.64859318299999,170310711001016,071100,1016
4244487,3447079,BATTERY,False,71.0,2004,41.73773126,-87.65501580799999,170317111001014,711100,1014
2563693,8778706,THEFT,False,40.0,2012,41.795652442,-87.619247355,170314003001020,400300,1020
1496418,5056308,BATTERY,True,52.0,2006,41.707370456,-87.53770400299999,170315203001003,520300,1003
4895206,4798814,BATTERY,False,43.0,2006,41.766283315,-87.566488118,170314301021006,430102,1006
3252049,1977786,THEFT,False,,2002,41.815331553,-87.64211027200001,170318426003001,842600,3001
175925,10165567,THEFT,False,21.0,2015,41.94013059,-87.703972237,170312101002012,210100,2012
570498,11066070,BATTERY,False,43.0,2017,41.756529250999996,-87.563899456,170314313023008,431302,3008
3407787,2239458,PROSTITUTION,True,24.0,2002,41.911143443,-87.666552132,170318423001107,842300,1107
2645294,8906679,CRIMINAL DAMAGE,False,52.0,2012,41.700257762,-87.54255938600001,170315203004008,520300,4008
2121063,7713880,THEFT,False,14.0,2010,41.970241476999995,-87.711276829,170311402002004,140200,2004
5009877,5051403,BURGLARY,False,16.0,2006,41.949054584,-87.705439432,170311607004001,160700,4001
5698218,6567540,OTHER OFFENSE,False,25.0,2008,41.911475884,-87.744416802,170318313001006,831300,1006
1810317,6891999,CRIMINAL DAMAGE,False,25.0,2009,41.898629211999996,-87.75123836600001,170312511001004,251100,1004
4722154,4458608,CRIMINAL DAMAGE,False,24.0,2005,41.894074565,-87.648872106,170312435002024,243500,2024
5276837,5681237,BURGLARY,False,3.0,2007,41.966056861999995,-87.67252860200001,170310318001011,031800,1011
4638962,4273643,THEFT,False,39.0,2005,41.810929614,-87.60392465,170313903002017,390300,2017
5227492,5581576,BATTERY,False,6.0,2007,41.941819963,-87.647718473,170310620001006,062000,1006
3879055,2915199,THEFT,True,32.0,2003,41.882394061999996,-87.627844798,170318391001075,839100,1075
4762416,4538261,ROBBERY,False,16.0,2006,41.951130316,-87.709165076,170311608001005,160800,1005
2140408,7743095,OFFENSE INVOLVING CHILDREN,False,49.0,2010,41.685737878000005,-87.613164021,170314914003027,491400,3027
3612771,2564782,DECEPTIVE PRACTICE,False,69.0,2002,41.759544428000005,-87.624786427,170316910003006,691000,3006
1584029,5746238,DECEPTIVE PRACTICE,False,6.0,2007,41.948042104,-87.65435312700001,170310610001005,061000,1005
3303588,2067106,MOTOR VEHICLE THEFT,False,41.0,2002,41.796591186,-87.587323973,170314109002001,410900,2001
1856161,7302870,ASSAULT,False,68.0,2010,41.786181415,-87.64616354,170318348001005,834800,1005
783901,2298025,ROBBERY,False,28.0,2002,41.879585586,-87.688817204,170312808001010,280800,1010
4078787,3202170,NARCOTICS,True,24.0,2004,41.896107531999995,-87.665092434,170312420002014,242000,2014
5162340,5420029,CRIMINAL DAMAGE,False,70.0,2007,41.742286494,-87.715281068,170317004013031,700401,3031
2205594,7941973,NARCOTICS,True,23.0,2011,41.895513292,-87.710724325,170318366001033,836600,1033
2347659,8169198,THEFT,False,42.0,2011,41.774945985,-87.58632106299999,170318439001029,843900,1029
2599995,8836961,BURGLARY,False,23.0,2012,41.901836685999996,-87.739873301,170318421001005,842100,1005
3350641,2145438,BATTERY,True,35.0,2002,41.827265715,-87.62488406,170313514001015,351400,1015
296903,10552515,THEFT,True,44.0,2016,41.736148121,-87.62907024299999,170318424002071,842400,2071
551598,11035302,THEFT,False,4.0,2017,41.967493767,-87.676168795,170318308001002,830800,1002
2590037,8821731,BATTERY,False,30.0,2012,41.836336836,-87.72311797299999,170318305002011,830500,2011
1947328,7449293,BATTERY,True,61.0,2010,41.803979716,-87.66362988899999,170316112002009,611200,2009
5137902,5353922,NARCOTICS,True,66.0,2006,41.779040428,-87.698572821,170316603011019,660301,1019
4957745,4931158,THEFT,False,22.0,2006,41.915131619,-87.69223298899999,170318324001020,832400,1020
2304167,8103665,NARCOTICS,True,49.0,2011,41.709615153,-87.623569718,170314908005012,490800,5012
1436139,8689513,BATTERY,False,55.0,2012,41.652938402,-87.5447265,170315501004007,550100,4007
1150230,7846075,THEFT,False,32.0,2010,41.883673944,-87.62623327200001,170313201001016,320100,1016
1599059,9461895,BATTERY,False,2.0,2014,42.005588412,-87.68383455600001,170310204003011,020400,3011
66930,10126080,THEFT,False,9.0,2015,41.997133499,-87.807065274,170310902003027,090200,3027
4570624,4117947,CRIMINAL DAMAGE,False,69.0,2005,41.779800967,-87.625377411,170318425001005,842500,1005
5814120,6803633,OFFENSE INVOLVING CHILDREN,False,2.0,2008,41.994848221,-87.68733919299999,170310209013002,020901,3002
2708005,9007164,MOTOR VEHICLE THEFT,False,22.0,2013,41.918457583,-87.681018834,170318322002032,832200,2032
4579028,4137129,CRIMINAL TRESPASS,False,1.0,2005,42.000744529,-87.66559173,170310105031004,010503,1004
1118751,3997129,OTHER OFFENSE,False,42.0,2005,41.778047465,-87.586387726,170318439001021,843900,1021
3933022,2992693,MOTOR VEHICLE THEFT,True,58.0,2003,41.81955649,-87.701955215,170315805013003,580501,3003
2681681,8965459,ASSAULT,False,73.0,2013,41.715137374,-87.642133699,170317305004036,730500,4036
885356,2873079,CRIMINAL DAMAGE,False,46.0,2003,41.749315877,-87.568628671,170314605001015,460500,1015
2783163,9128923,CRIMINAL DAMAGE,False,23.0,2013,41.908184979,-87.715582752,170312308001005,230800,1005
2474,10004586,INTERFERENCE WITH PUBLIC OFFICER,True,58.0,2015,41.822345406,-87.697114364,170315805014001,580501,4001
3561478,2489569,CRIMINAL DAMAGE,False,61.0,2002,41.802125742,-87.67331341200001,170316114002004,611400,2004
2920984,9347260,OTHER OFFENSE,False,6.0,2013,41.939919204,-87.653421188,170310621003006,062100,3006
1647874,9598569,THEFT,False,6.0,2014,41.94276032,-87.645730881,170310620001000,062000,1000
5221157,5565579,SEX OFFENSE,False,21.0,2007,41.932651079,-87.72456022,170312105023008,210502,3008
2454627,8367837,NARCOTICS,True,29.0,2011,41.866200165,-87.72316816200001,170318430002032,843000,2032
3347249,2139900,CRIMINAL DAMAGE,False,45.0,2002,41.750969055,-87.59182500600001,170318343002038,834300,2038
4842428,4690146,CRIMINAL TRESPASS,False,3.0,2006,41.975625223,-87.65779663200001,170310312003001,031200,3001
5780282,6728966,THEFT,False,11.0,2009,41.978151601,-87.78358851,170311103002007,110300,2007
3885428,2924423,NARCOTICS,True,66.0,2003,41.762349326,-87.68185465799999,170316610002007,661000,2007
207605,10383409,THEFT,True,23.0,2016,41.91058325,-87.726353375,170312305001012,230500,1012
5306025,5739297,THEFT,False,77.0,2007,41.987184213,-87.663960549,170310305003006,030500,3006
3964075,11084343,CRIMINAL DAMAGE,False,3.0,2017,41.96245015,-87.64255203,170310314004002,031400,4002
2187222,7863866,DECEPTIVE PRACTICE,False,6.0,2010,41.948068465,-87.643126381,170310609002004,060900,2004
4320644,3572769,BATTERY,False,56.0,2004,41.796945548000004,-87.754418514,170315607002032,560700,2032
6015333,7195771,ASSAULT,False,15.0,2009,41.951893745,-87.747276287,170311508001009,150800,1009
3065823,9673367,THEFT,False,40.0,2014,41.792278286999995,-87.62078463799999,170314005001014,400500,1014
3656398,2627767,OTHER OFFENSE,False,23.0,2003,41.897636905,-87.72861740299999,170318421005004,842100,5004
2583696,8811961,THEFT,False,77.0,2012,41.994028218000004,-87.65693622399999,170310301023002,030102,3002
4651068,4303213,THEFT,False,42.0,2005,41.785545284,-87.597938753,170314203001000,420300,1000
3392771,2214668,ROBBERY,False,49.0,2002,41.692378887,-87.621046145,170314914003004,491400,3004
4767900,4548644,ROBBERY,False,71.0,2006,41.741482373000004,-87.647098345,170317110002009,711000,2009
4798986,4606448,THEFT,False,65.0,2006,41.778508814,-87.735552624,170316502006013,650200,6013
5023594,5084508,MOTOR VEHICLE THEFT,False,24.0,2006,41.894199291999996,-87.670603309,170312432001009,243200,1009
4480447,3887572,NARCOTICS,True,23.0,2005,41.90162545,-87.734600357,170318421001003,842100,1003
4511914,3962402,BATTERY,False,68.0,2005,41.792012683,-87.63292919700001,170318346004028,834600,4028
499327,10947368,BATTERY,False,29.0,2017,41.86640116,-87.705973505,170318415001000,841500,1000
4590414,4162476,CRIMINAL TRESPASS,True,8.0,2005,41.891678766999995,-87.627551654,170310815003002,081500,3002
2535089,8536797,THEFT,False,4.0,2012,41.965157207,-87.67499411600001,170318308001010,830800,1010
5559974,6286329,THEFT,False,24.0,2008,41.900355158,-87.68317931799999,170312424001011,242400,1011
5787781,6743875,CRIMINAL DAMAGE,False,24.0,2009,41.900097346,-87.66740170799999,170312420001005,242000,1005
197413,10365128,DECEPTIVE PRACTICE,False,30.0,2016,41.851912363000004,-87.694681559,170318407003011,840700,3011
2590587,8823002,THEFT,True,6.0,2012,41.937919992,-87.64902458799999,170310631001000,063100,1000
1773508,6611014,THEFT,False,7.0,2008,41.921591716,-87.667196629,170318325001012,832500,1012
728728,2145260,OTHER OFFENSE,False,19.0,2002,41.93817206,-87.759108176,170311903001009,190300,1009
568023,11061951,CRIMINAL DAMAGE,False,77.0,2017,41.984325716,-87.656634345,170310306041003,030604,1003
2224523,7972407,BATTERY,False,69.0,2011,41.757931061,-87.602919789,170316915001006,691500,1006
5668417,6509801,THEFT,False,11.0,2008,41.974317455,-87.772143986,170311104001019,110400,1019
5592267,6351374,OTHER OFFENSE,False,66.0,2008,41.771431666999995,-87.682111024,170316607002012,660700,2012
1084675,3844744,MOTOR VEHICLE THEFT,False,28.0,2005,41.867047599,-87.642181256,170318419002028,841900,2028
618662,11143374,BATTERY,True,44.0,2017,41.725693099000004,-87.605420741,170314409002017,440900,2017
3479830,2355674,BURGLARY,False,42.0,2002,41.777681822,-87.61074310299999,170314207004012,420700,4012
4127872,11219710,MOTOR VEHICLE THEFT,False,29.0,2018,41.866895926,-87.738089213,170318430002040,843000,2040
1893178,7364912,THEFT,False,33.0,2010,41.86612729,-87.612556537,170313301004011,330100,4011
5699023,6569191,BATTERY,True,44.0,2008,41.750940756999995,-87.62518522200001,170316912002027,691200,2027
4887683,4781433,PUBLIC PEACE VIOLATION,True,46.0,2006,41.748246955999996,-87.55493591700001,170314603022001,460302,2001
3342814,2132444,THEFT,False,7.0,2002,41.923455206,-87.660166155,170318325002030,832500,2030
1257671,4609130,NARCOTICS,True,40.0,2006,41.781374962,-87.617209584,170314008001009,400800,1009
4143495,3285225,ROBBERY,False,1.0,2004,42.00243976,-87.66406188799999,170310105021009,010502,1009
4306275,3548378,ROBBERY,False,47.0,2004,41.736268151,-87.59914236,170314701002002,470100,2002
872386,2797621,NARCOTICS,True,44.0,2003,41.746818065999996,-87.60141874,170314401013003,440101,3003
3729386,2731669,THEFT,False,46.0,2003,41.729462446999996,-87.54691255799999,170314610001010,461000,1010
3671548,2649388,THEFT,False,68.0,2003,41.786499587,-87.64981588399999,170318348001014,834800,1014
1573034,5671331,BATTERY,False,69.0,2007,41.765620989,-87.61957680299999,170316910001003,691000,1003
4610389,3995494,THEFT,False,7.0,2005,41.916487741,-87.640351075,170310716001002,071600,1002
3586779,2526459,ROBBERY,False,35.0,2002,41.829879483,-87.61229185100001,170313511003000,351100,3000
5200601,5516220,THEFT,False,16.0,2007,41.946495223,-87.718297121,170311609001030,160900,1030
2649439,8912994,BATTERY,False,35.0,2012,41.844000177,-87.628442902,170313504001003,350400,1003
5586424,6339596,THEFT,False,71.0,2008,41.73571455,-87.66869587299999,170317112003019,711200,3019
4813223,4633713,THEFT,False,13.0,2006,41.983016744000004,-87.712984136,170311303004012,130300,4012
1832993,7136332,BURGLARY,False,43.0,2009,41.760142627,-87.56213363100001,170314313021009,431302,1009
4299311,3536291,OTHER OFFENSE,False,68.0,2004,41.781565307,-87.644295268,170316809004005,680900,4005
5351100,5828348,OTHER OFFENSE,False,7.0,2007,41.924522421999995,-87.66812154899999,170318325001004,832500,1004
2704982,9003066,NARCOTICS,True,29.0,2013,41.863472388000005,-87.72265444,170318387003012,838700,3012
3429332,2274071,ASSAULT,False,71.0,2002,41.7505606,-87.649409369,170317108004007,710800,4007
2806755,9165490,BATTERY,False,2.0,2013,41.996420966,-87.689839568,170310209011012,020901,1012
2741582,9063888,BATTERY,False,23.0,2013,41.913078836,-87.71016052600001,170312302001004,230200,1004
4929481,4871745,CRIMINAL DAMAGE,False,31.0,2006,41.850331531,-87.677611624,170318432001012,843200,1012
5168926,5436430,ASSAULT,False,43.0,2007,41.759599268,-87.56050179200001,170314313021011,431302,1011
1433334,8684998,THEFT,False,19.0,2012,41.936715342,-87.76916596,170311904021019,190402,1019
2026027,7569301,NARCOTICS,True,25.0,2010,41.880950476,-87.76321213799999,170312519004007,251900,4007
3889924,2930922,ASSAULT,False,8.0,2003,41.906393604,-87.64476937799999,170318422001040,842200,1040
534871,11007967,BATTERY,False,26.0,2017,41.877906773,-87.73141789,170312606001011,260600,1011
5295659,5718316,MOTOR VEHICLE THEFT,False,71.0,2007,41.735777715,-87.663976174,170317112002021,711200,2021
4533258,4020674,BATTERY,False,58.0,2005,41.814519428000004,-87.71025846399999,170315804001009,580400,1009
5024565,5086834,ASSAULT,False,56.0,2006,41.815910309,-87.73970611,170315601001018,560100,1018
344156,10638850,BATTERY,False,26.0,2016,41.870741447,-87.72359860700001,170312609002007,260900,2007
6071892,7428227,THEFT,False,48.0,2009,41.730769556999995,-87.573131385,170314804006001,480400,6001
3220514,9944862,NARCOTICS,True,69.0,2015,41.757886076,-87.61669378,170316913001024,691300,1024
5728053,6625584,ROBBERY,False,44.0,2008,41.739053406,-87.622677728,170314403001012,440300,1012
5916495,7010766,THEFT,False,30.0,2009,41.847372055,-87.70389126,170313009002012,300900,2012
2099153,7681373,BATTERY,False,30.0,2010,41.845931371,-87.70140234799999,170313009001009,300900,1009
3624663,2581845,ROBBERY,False,67.0,2003,41.779429103000005,-87.665949542,170316707002016,670700,2016
2970570,9427650,ASSAULT,False,71.0,2013,41.738988679,-87.654639836,170317111001014,711100,1014
1641408,9583295,THEFT,True,62.0,2014,41.799592161999996,-87.723345674,170316202001000,620200,1000
