Date,Mean Temperature,Max Temperature,Min Temperature,Heating Degree Days, Dew Point, Average Humidity, Max Humidity, Minimum Humidity, Precipitation, Sea Level Pressure, Average Wind Speed, Maximum Wind Speed, Visibility, Events
2001-11-22,48,57,39,17,30,50,65,36,0,29.84,N/A,16,10,
2001-11-23,52,59,45,13,40,62,77,48,0.02,29.8,N/A,17,10,Rain
2001-11-24,58,63,48,8,52,81,94,70,0.31,29.48,N/A,30,9,Rain
2001-11-25,45,48,42,20,40,84,96,74,0.13,29.77,N/A,23,9,Rain
2001-11-26,42,48,36,23,40,84,100,74,0.03,30.04,N/A,17,8,Rain
2001-11-27,44,52,35,22,39,85,100,66,0,29.91,N/A,17,8,Rain
2001-11-28,38,41,35,27,34,85,100,73,0.12,30.23,N/A,9,8,Rain
2001-11-29,42,45,39,23,40,94,100,82,0.09,30,N/A,17,8,Rain
2001-11-30,45,48,41,20,43,93,100,85,0.24,29.7,N/A,16,6,Rain
2002-01-01,18,25,10,48,6,60,73,44,0,30.35,N/A,8,10,
2002-01-02,20,30,10,45,12,68,92,46,0,30.4,N/A,9,10,
2002-01-03,20,28,12,45,11,69,84,49,0,30.27,N/A,12,10,
2002-01-04,28,37,18,38,17,62,74,53,0,30.03,N/A,18,10,
2002-01-05,32,35,28,34,26,81,96,64,0.02,29.93,N/A,14,7,Snow
2002-01-06,29,34,21,36,23,74,96,56,0,29.91,N/A,18,9,
2002-01-07,22,28,16,43,12,69,78,56,0,30.1,N/A,16,10,
2002-01-08,30,41,21,35,22,67,81,53,0,29.79,N/A,17,10,
2002-01-09,46,54,37,20,34,64,76,49,0,29.66,N/A,20,10,
2002-01-10,39,43,35,26,31,74,86,62,0,29.91,N/A,16,10,
2002-01-11,38,43,33,27,27,68,82,53,0,30.02,N/A,14,10,
2002-01-12,36,41,30,30,25,70,89,43,0,29.75,N/A,18,9,Snow
2002-01-13,33,42,24,32,23,66,85,45,0,29.77,N/A,15,10,
2002-01-14,34,39,30,30,31,84,97,70,0.03,29.65,N/A,17,8,Rain Snow
2002-01-15,32,33,30,34,24,73,85,64,0,30.08,N/A,20,9,Snow
2002-01-16,30,33,24,36,24,81,100,59,0.17,30.03,N/A,21,7,Fog Snow
2002-01-17,18,25,12,46,14,80,92,65,0,30.14,N/A,15,9,Snow
2002-01-18,16,19,12,50,6,69,80,54,0,30.25,N/A,12,10,
2002-01-19,20,28,12,45,13,67,86,51,0,30,N/A,10,10,
2002-01-20,28,36,21,36,23,80,92,57,0,29.9,N/A,16,8,
2002-01-21,30,36,25,35,26,84,100,61,0.02,29.78,N/A,17,7,Snow
2002-01-22,43,54,32,22,25,51,75,31,0,29.94,N/A,23,10,Rain Thunderstorm
2002-01-23,42,48,35,24,40,89,100,56,0,29.81,N/A,15,5,Fog Rain
2002-01-24,36,39,32,30,24,66,78,50,0,29.99,N/A,14,10,
2002-01-25,38,50,27,26,21,51,72,31,0,30.05,N/A,21,10,
2002-01-26,44,53,34,22,25,51,61,37,0,29.99,N/A,16,10,
2002-01-27,48,59,37,17,30,52,65,36,0,29.93,N/A,16,10,
2002-01-28,41,46,36,24,33,75,93,56,0,29.89,N/A,16,9,
2002-01-29,32,35,30,32,29,87,92,78,0,30.01,N/A,16,10,
2002-01-30,30,33,28,34,28,90,100,81,0.34,30.22,N/A,16,5,Snow
2002-01-31,32,34,30,33,31,95,100,89,0.62,29.94,N/A,20,4,Fog Rain Snow
2002-02-01,28,34,19,38,23,82,96,61,0.01,30.05,N/A,23,8,Rain Snow
2002-02-02,21,33,9,44,18,78,96,54,0,30.34,N/A,18,8,
2002-02-03,28,34,19,38,20,73,88,59,0,30.1,N/A,25,9,
2002-02-04,18,23,10,48,5,63,73,50,0,30.44,N/A,21,10,
2002-02-05,20,30,10,45,12,67,77,55,0,30.37,N/A,17,10,
2002-02-06,29,37,21,36,19,68,78,52,0,30.14,N/A,13,10,
2002-02-07,32,39,24,34,26,83,100,60,0,30.01,N/A,15,6,
2002-02-08,36,43,30,28,28,78,89,60,0,30.06,N/A,16,6,
2002-02-09,40,50,30,25,33,75,96,59,0,30.03,N/A,16,8,Rain
2002-02-10,35,42,27,30,31,82,100,58,0.09,30.05,N/A,24,7,Rain Snow
2002-02-11,28,37,19,38,20,66,78,52,0,30.16,N/A,20,10,
2002-02-12,35,42,26,30,22,57,76,45,0,29.96,N/A,25,10,Snow
2002-02-13,26,33,19,39,11,51,64,38,0,30.33,N/A,14,10,
2002-02-14,38,45,30,28,22,54,66,40,0,30.09,N/A,25,10,
2002-02-15,39,42,36,26,28,66,76,55,0,29.88,N/A,22,10,
2002-02-16,37,41,33,28,25,60,70,47,0,29.87,N/A,23,10,
2002-02-17,32,37,26,34,20,65,81,45,0,30.23,N/A,15,10,
2002-02-18,38,50,26,27,23,54,78,38,0,30.12,N/A,18,10,
2002-02-19,42,46,37,24,40,88,100,40,0.38,29.81,N/A,17,7,Rain
2002-02-20,44,54,34,20,44,95,100,83,0.29,29.46,N/A,25,6,Rain Snow
2002-02-21,32,34,28,33,27,83,93,56,0.01,29.91,N/A,16,7,Snow
2002-02-22,29,37,21,36,18,66,85,35,0,30.23,N/A,14,10,
2002-02-23,35,46,24,30,25,64,88,42,0,30.07,N/A,17,10,
2002-02-24,49,61,37,16,31,53,70,40,0,29.89,N/A,26,10,
2002-02-25,42,51,32,24,31,79,93,46,0,29.92,N/A,21,8,Snow
2002-02-26,26,32,19,40,20,83,93,74,0.08,29.88,N/A,21,4,Snow
2002-02-27,21,25,17,44,11,68,88,53,0,30.02,N/A,21,10,Snow
2002-02-28,22,30,15,42,14,64,77,47,0,30.06,N/A,20,10,Snow
2002-03-01,26,32,21,38,20,75,100,51,0.2,30.26,N/A,14,7,Fog Snow
2002-03-02,28,34,21,38,28,91,100,75,0.82,29.81,N/A,18,2,Fog Snow
2002-03-03,10,19,0,55,5,73,93,55,0.01,29.99,N/A,23,7,Snow
2002-03-04,6,19,-6,59,0,72,88,51,0,30.18,N/A,17,7,Snow
2002-03-05,22,32,12,43,18,80,92,66,0,30.16,N/A,10,8,Snow
2002-03-06,32,41,24,32,28,80,96,60,0,30.09,N/A,13,9,
2002-03-07,35,37,33,30,31,84,89,79,0,30.14,N/A,14,6,
2002-03-08,50,64,37,14,45,73,94,60,0.23,29.87,N/A,25,8,Rain Thunderstorm
2002-03-09,42,62,21,24,35,80,94,60,0.52,29.74,N/A,37,6,Rain Snow Thunderstorm
2002-03-10,21,28,14,44,7,53,63,43,0,30.44,N/A,34,10,
2002-03-11,32,44,21,32,21,61,85,38,0,30.17,N/A,21,10,
2002-03-12,40,52,28,25,31,71,96,43,0,30,N/A,12,8,
2002-03-13,46,57,36,18,38,72,100,51,0,29.84,N/A,14,9,
2002-03-14,50,62,37,16,40,74,96,50,0,29.76,N/A,20,7,
2002-03-15,46,57,35,18,32,70,86,55,0.01,29.85,N/A,23,9,Rain
2002-03-16,36,39,32,30,26,71,85,55,0,30.31,N/A,20,10,
2002-03-17,36,39,34,28,31,83,100,70,0,30.1,N/A,16,7,Rain
2002-03-18,40,46,35,24,32,76,93,53,0,30.24,N/A,13,9,
2002-03-19,40,46,35,24,35,79,89,66,0.01,30.14,N/A,12,6,Rain
2002-03-20,39,45,33,26,35,86,97,58,0.03,30.09,N/A,14,7,Rain
2002-03-21,28,39,17,36,16,70,93,37,0.02,30.31,N/A,26,6,Fog Snow
2002-03-22,26,37,14,40,8,49,74,30,0,30.26,N/A,22,10,
2002-03-23,39,51,27,26,16,42,70,25,0,30,N/A,25,10,
2002-03-24,34,41,26,32,23,64,70,45,0,30.12,N/A,26,10,Snow
2002-03-25,27,30,24,38,20,75,93,56,0.01,30.29,N/A,28,7,Fog Snow
2002-03-26,31,37,25,34,24,78,93,53,0.03,30.2,N/A,20,8,Snow
2002-03-27,35,46,24,30,22,62,88,36,0,30.22,N/A,14,10,
2002-03-28,39,48,30,26,33,73,96,56,0,29.93,N/A,16,9,Rain
2002-03-29,41,45,37,24,39,87,97,57,0.61,29.79,N/A,13,5,Rain
2002-03-30,43,50,36,22,29,62,97,36,0,29.98,N/A,18,10,
2002-03-31,37,46,28,28,28,66,85,44,0.01,30.04,N/A,20,10,Rain
2002-04-01,33,39,27,32,28,80,100,49,0.22,29.98,N/A,13,6,Fog Rain Snow
2002-04-02,38,44,33,26,35,86,100,73,0.02,29.81,N/A,21,6,Rain Snow
2002-04-03,34,39,30,30,28,78,92,55,0.01,30.28,N/A,15,9,Snow
2002-04-04,32,36,25,33,26,77,100,52,0.02,30.44,N/A,13,7,Snow
2002-04-05,33,41,25,32,25,74,100,51,0,30.4,N/A,14,8,Snow
2002-04-06,34,43,26,30,23,63,89,45,0,30.38,N/A,15,9,
2002-04-07,42,48,35,24,34,79,96,50,0.3,30.03,N/A,21,8,Rain
2002-04-08,49,52,46,16,48,97,100,87,0.8,29.8,N/A,14,2,Fog Rain
2002-04-09,44,51,37,22,40,86,100,63,0.13,30.17,N/A,14,8,Rain
2002-04-10,50,64,35,16,36,63,93,31,0,30.37,N/A,17,8,
2002-04-11,62,75,50,2,40,45,68,27,0,30.1,N/A,20,10,
2002-04-12,56,66,46,9,52,84,97,63,0,30.06,N/A,17,9,Rain
2002-04-13,52,62,42,13,45,81,100,60,0,30.12,N/A,10,8,
2002-04-14,59,77,43,6,49,70,100,38,0,29.82,N/A,21,8,
2002-04-15,75,88,62,0,59,58,86,32,0,29.77,N/A,21,10,
2002-04-16,78,87,68,0,61,58,81,36,0,29.86,N/A,24,10,
2002-04-17,75,84,66,0,59,61,93,29,0.07,29.97,N/A,18,10,Rain
2002-04-18,76,89,64,0,61,59,78,33,0,29.87,N/A,20,10,Thunderstorm
2002-04-19,56,68,45,9,46,70,82,60,0.21,30.01,N/A,21,10,Rain Thunderstorm
2002-04-20,44,48,41,22,30,60,82,46,0.05,30.13,N/A,23,9,Rain
2002-04-21,40,42,39,24,38,94,100,76,0.36,29.92,N/A,24,6,Rain
2002-04-22,39,43,35,26,33,82,100,62,0,30.07,N/A,14,10,Rain
2002-04-23,46,60,33,18,37,71,96,51,0,30.16,N/A,16,9,
2002-04-24,60,73,44,6,47,72,100,44,0.29,29.86,N/A,29,9,Rain Thunderstorm
2002-04-25,46,54,37,20,26,47,68,32,0,30.13,N/A,28,10,
2002-04-26,44,53,36,22,26,50,64,34,0,30.3,N/A,13,10,
2002-04-27,46,64,42,19,38,77,100,35,0.51,29.95,N/A,23,6,Rain Thunderstorm
2002-04-28,50,59,42,14,42,86,100,74,0.01,29.67,N/A,25,8,Rain
2002-04-29,50,61,39,15,38,66,93,39,0,29.96,N/A,16,10,
2002-04-30,54,60,48,12,33,49,80,26,0,29.89,N/A,12,10,
2002-05-01,52,63,43,12,36,60,97,35,0.31,29.68,N/A,22,9,Rain Thunderstorm
2002-05-02,48,53,44,17,37,70,100,35,0.18,29.72,N/A,23,9,Rain
2002-05-03,46,53,39,20,27,50,76,33,0,30.12,N/A,14,10,
2002-05-04,51,69,34,14,34,49,92,28,0,30.15,N/A,12,10,
2002-05-05,58,69,48,7,44,60,86,48,0,30.14,N/A,17,10,
2002-05-06,68,75,60,0,60,79,100,57,0.06,29.85,N/A,17,9,Rain
2002-05-07,56,68,44,9,46,82,100,59,0,30.05,N/A,21,9,
2002-05-08,54,64,44,12,53,91,100,77,0.13,29.86,N/A,23,6,Rain
2002-05-09,60,68,50,6,48,73,100,34,0.32,29.74,N/A,30,8,Rain Thunderstorm
2002-05-10,56,66,45,10,28,37,60,20,0,30.27,N/A,20,10,
2002-05-11,50,57,44,16,40,79,100,34,2.02,30.19,N/A,22,6,Rain Thunderstorm
2002-05-12,47,50,44,18,47,98,100,89,0.29,29.93,N/A,14,3,Rain
2002-05-13,50,55,44,16,41,75,93,55,0,30,N/A,17,10,
2002-05-14,54,64,44,12,42,68,93,44,0,30.04,N/A,15,10,
2002-05-15,58,75,42,8,48,64,100,41,0,30,N/A,22,9,Rain
2002-05-16,54,66,43,10,53,88,100,70,0.86,29.91,N/A,18,7,Rain
2002-05-17,40,45,37,24,33,72,83,65,0,30.14,N/A,21,10,
2002-05-18,44,54,35,22,32,70,92,38,0,30.22,N/A,17,10,
2002-05-19,45,54,37,20,36,69,86,50,0,30.27,N/A,13,10,Rain
2002-05-20,44,48,37,22,30,62,73,42,0,30.41,N/A,16,10,
2002-05-21,45,57,33,20,30,57,92,32,0,30.39,N/A,12,10,
2002-05-22,54,68,41,12,37,51,76,33,0,30.2,N/A,18,10,
2002-05-23,64,72,57,2,52,67,87,55,0.04,29.92,N/A,22,10,Rain Thunderstorm
2002-05-24,54,64,43,12,43,74,100,54,0.03,30.04,N/A,20,8,Rain Thunderstorm
2002-05-25,50,57,43,16,46,87,100,76,0.15,29.97,N/A,16,8,Rain Thunderstorm
2002-05-26,56,73,39,9,45,67,100,34,0,30.1,N/A,15,8,
2002-05-27,63,78,48,2,51,60,93,40,0,30.03,N/A,12,10,Rain
2002-05-28,68,78,59,0,57,70,90,58,0,29.97,N/A,14,8,
2002-05-29,72,82,63,0,62,71,97,47,0,29.88,N/A,13,9,
2002-05-30,74,84,64,0,64,68,93,46,0,29.78,N/A,14,8,
2002-05-31,77,86,69,0,57,51,81,32,0,29.73,N/A,17,10,Rain
2002-06-01,76,91,61,0,53,47,72,23,0,29.75,N/A,18,10,
2002-06-02,62,71,53,4,46,57,69,43,0,29.89,N/A,14,10,
2002-06-03,61,70,54,4,56,86,100,70,0.38,29.87,N/A,30,8,Rain Thunderstorm
2002-06-04,64,70,59,1,64,99,100,88,2.32,29.84,N/A,18,5,Rain Thunderstorm
2002-06-05,56,64,46,9,55,96,100,87,0.01,29.97,N/A,14,7,
2002-06-06,56,66,46,9,51,84,100,60,0,30.07,N/A,14,8,
2002-06-07,62,77,50,2,53,71,100,40,0,30.1,N/A,10,8,
2002-06-08,70,82,60,0,59,66,87,45,0,30.07,N/A,13,9,
2002-06-09,72,87,57,0,59,60,97,40,0,30.03,N/A,16,9,
2002-06-10,79,88,71,0,71,83,100,57,0.66,29.92,N/A,21,8,Rain Thunderstorm
2002-06-11,76,82,69,0,70,89,100,60,0.28,29.81,N/A,18,8,Rain Thunderstorm
2002-06-12,64,70,57,2,61,89,100,73,0,29.89,N/A,13,9,
2002-06-13,60,64,57,5,57,92,100,87,0.12,29.85,N/A,10,8,Rain
2002-06-14,60,66,55,4,56,89,100,56,0.75,29.72,N/A,16,6,Rain Thunderstorm
2002-06-15,66,78,55,0,54,69,97,39,0,29.74,N/A,21,10,
2002-06-16,65,77,55,0,48,55,90,33,0,29.86,N/A,20,10,
2002-06-17,66,77,57,0,53,62,81,46,0,29.91,N/A,14,10,
2002-06-18,70,84,57,0,56,61,90,33,0,30.03,N/A,15,10,
2002-01-01,18,25,10,48,6,60,73,44,0,30.35,N/A,8,10,
2002-01-02,20,30,10,45,12,68,92,46,0,30.4,N/A,9,10,
2002-01-03,20,28,12,45,11,69,84,49,0,30.27,N/A,12,10,
2002-01-04,28,37,18,38,17,62,74,53,0,30.03,N/A,18,10,
2002-01-05,32,35,28,34,26,81,96,64,0.02,29.93,N/A,14,7,
2002-01-06,29,34,21,36,23,74,96,56,0,29.91,N/A,18,9,
2002-01-07,22,28,16,43,12,69,78,56,0,30.1,N/A,16,10,
2002-01-08,30,41,21,35,22,67,81,53,0,29.79,N/A,17,10,
2002-01-09,46,54,37,20,34,64,76,49,0,29.66,N/A,20,10,
2002-01-10,39,43,35,26,31,74,86,62,0,29.91,N/A,16,10,
2002-01-11,38,43,33,27,27,68,82,53,0,30.02,N/A,14,10,
2002-01-12,36,41,30,30,25,70,89,43,0,29.75,N/A,18,9,
2002-01-13,33,42,24,32,23,66,85,45,0,29.77,N/A,15,10,
2002-01-14,34,39,30,30,31,84,97,70,0.03,29.65,N/A,17,8,
2002-01-15,32,33,30,34,24,73,85,64,0,30.08,N/A,20,9,
2002-01-16,30,33,24,36,24,81,100,59,0.17,30.03,N/A,21,7,
2002-01-17,18,25,12,46,14,80,92,65,0,30.14,N/A,15,9,
2002-01-18,16,19,12,50,6,69,80,54,0,30.25,N/A,12,10,
2002-01-19,20,28,12,45,13,67,86,51,0,30,N/A,10,10,
2002-01-20,28,36,21,36,23,80,92,57,0,29.9,N/A,16,8,
2002-01-21,30,36,25,35,26,84,100,61,0.02,29.78,N/A,17,7,
2002-01-22,43,54,32,22,25,51,75,31,0,29.94,N/A,23,10,
2002-01-23,42,48,35,24,40,89,100,56,0,29.81,N/A,15,5,
2002-01-24,36,39,32,30,24,66,78,50,0,29.99,N/A,14,10,
2002-01-25,38,50,27,26,21,51,72,31,0,30.05,N/A,21,10,
2002-01-26,44,53,34,22,25,51,61,37,0,29.99,N/A,16,10,
2002-01-27,48,59,37,17,30,52,65,36,0,29.93,N/A,16,10,
2002-01-28,41,46,36,24,33,75,93,56,0,29.89,N/A,16,9,
2002-01-29,32,35,30,32,29,87,92,78,0,30.01,N/A,16,10,
2002-01-30,30,33,28,34,28,90,100,81,0.34,30.22,N/A,16,5,
2002-01-31,32,34,30,33,31,95,100,89,0.62,29.94,N/A,20,4,
2002-02-01,28,34,19,38,23,82,96,61,0.01,30.05,N/A,23,8,
2002-02-02,21,33,9,44,18,78,96,54,0,30.34,N/A,18,8,
2002-02-03,28,34,19,38,20,73,88,59,0,30.1,N/A,25,9,
2002-02-04,18,23,10,48,5,63,73,50,0,30.44,N/A,21,10,
2002-02-05,20,30,10,45,12,67,77,55,0,30.37,N/A,17,10,
2002-02-06,29,37,21,36,19,68,78,52,0,30.14,N/A,13,10,
2002-02-07,32,39,24,34,26,83,100,60,0,30.01,N/A,15,6,
2002-02-08,36,43,30,28,28,78,89,60,0,30.06,N/A,16,6,
2002-02-09,40,50,30,25,33,75,96,59,0,30.03,N/A,16,8,
2002-02-10,35,42,27,30,31,82,100,58,0.09,30.05,N/A,24,7,
2002-02-11,28,37,19,38,20,66,78,52,0,30.16,N/A,20,10,
2002-02-12,35,42,26,30,22,57,76,45,0,29.96,N/A,25,10,
2002-02-13,26,33,19,39,11,51,64,38,0,30.33,N/A,14,10,
2002-02-14,38,45,30,28,22,54,66,40,0,30.09,N/A,25,10,
2002-02-15,39,42,36,26,28,66,76,55,0,29.88,N/A,22,10,
2002-02-16,37,41,33,28,25,60,70,47,0,29.87,N/A,23,10,
2002-02-17,32,37,26,34,20,65,81,45,0,30.23,N/A,15,10,
2002-02-18,38,50,26,27,23,54,78,38,0,30.12,N/A,18,10,
2002-02-19,42,46,37,24,40,88,100,40,0.38,29.81,N/A,17,7,
2002-02-20,44,54,34,20,44,95,100,83,0.29,29.46,N/A,25,6,
2002-02-21,32,34,28,33,27,83,93,56,0.01,29.91,N/A,16,7,
2002-02-22,29,37,21,36,18,66,85,35,0,30.23,N/A,14,10,
2002-02-23,35,46,24,30,25,64,88,42,0,30.07,N/A,17,10,
2002-02-24,49,61,37,16,31,53,70,40,0,29.89,N/A,26,10,
2002-02-25,42,51,32,24,31,79,93,46,0,29.92,N/A,21,8,
2002-02-26,26,32,19,40,20,83,93,74,0.08,29.88,N/A,21,4,
2002-02-27,21,25,17,44,11,68,88,53,0,30.02,N/A,21,10,
2002-02-28,22,30,15,42,14,64,77,47,0,30.06,N/A,20,10,
2002-03-01,26,32,21,38,20,75,100,51,0.2,30.26,N/A,14,7,
2002-03-02,28,34,21,38,28,91,100,75,0.82,29.81,N/A,18,2,
2002-03-03,10,19,0,55,5,73,93,55,0.01,29.99,N/A,23,7,
2002-03-04,6,19,-6,59,0,72,88,51,0,30.18,N/A,17,7,
2002-03-05,22,32,12,43,18,80,92,66,0,30.16,N/A,10,8,
2002-03-06,32,41,24,32,28,80,96,60,0,30.09,N/A,13,9,
2002-03-07,35,37,33,30,31,84,89,79,0,30.14,N/A,14,6,
2002-03-08,50,64,37,14,45,73,94,60,0.23,29.87,N/A,25,8,
2002-03-09,42,62,21,24,35,80,94,60,0.52,29.74,N/A,37,6,
2002-03-10,21,28,14,44,7,53,63,43,0,30.44,N/A,34,10,
2002-03-11,32,44,21,32,21,61,85,38,0,30.17,N/A,21,10,
2002-03-12,40,52,28,25,31,71,96,43,0,30,N/A,12,8,
2002-03-13,46,57,36,18,38,72,100,51,0,29.84,N/A,14,9,
2002-03-14,50,62,37,16,40,74,96,50,0,29.76,N/A,20,7,
2002-03-15,46,57,35,18,32,70,86,55,0.01,29.85,N/A,23,9,
2002-03-16,36,39,32,30,26,71,85,55,0,30.31,N/A,20,10,
2002-03-17,36,39,34,28,31,83,100,70,0,30.1,N/A,16,7,
2002-03-18,40,46,35,24,32,76,93,53,0,30.24,N/A,13,9,
2002-03-19,40,46,35,24,35,79,89,66,0.01,30.14,N/A,12,6,
2002-03-20,39,45,33,26,35,86,97,58,0.03,30.09,N/A,14,7,
2002-03-21,28,39,17,36,16,70,93,37,0.02,30.31,N/A,26,6,
2002-03-22,26,37,14,40,8,49,74,30,0,30.26,N/A,22,10,
2002-03-23,39,51,27,26,16,42,70,25,0,30,N/A,25,10,
2002-03-24,34,41,26,32,23,64,70,45,0,30.12,N/A,26,10,
2002-03-25,27,30,24,38,20,75,93,56,0.01,30.29,N/A,28,7,
2002-03-26,31,37,25,34,24,78,93,53,0.03,30.2,N/A,20,8,
2002-03-27,35,46,24,30,22,62,88,36,0,30.22,N/A,14,10,
2002-03-28,39,48,30,26,33,73,96,56,0,29.93,N/A,16,9,
2002-03-29,41,45,37,24,39,87,97,57,0.61,29.79,N/A,13,5,
2002-03-30,43,50,36,22,29,62,97,36,0,29.98,N/A,18,10,
2002-03-31,37,46,28,28,28,66,85,44,0.01,30.04,N/A,20,10,
2002-04-01,33,39,27,32,28,80,100,49,0.22,29.98,N/A,13,6,
2002-04-02,38,44,33,26,35,86,100,73,0.02,29.81,N/A,21,6,
2002-04-03,34,39,30,30,28,78,92,55,0.01,30.28,N/A,15,9,
2002-04-04,32,36,25,33,26,77,100,52,0.02,30.44,N/A,13,7,
2002-04-05,33,41,25,32,25,74,100,51,0,30.4,N/A,14,8,
2002-04-06,34,43,26,30,23,63,89,45,0,30.38,N/A,15,9,
2002-04-07,42,48,35,24,34,79,96,50,0.3,30.03,N/A,21,8,
2002-04-08,49,52,46,16,48,97,100,87,0.8,29.8,N/A,14,2,
2002-04-09,44,51,37,22,40,86,100,63,0.13,30.17,N/A,14,8,
2002-04-10,50,64,35,16,36,63,93,31,0,30.37,N/A,17,8,
2002-04-11,62,75,50,2,40,45,68,27,0,30.1,N/A,20,10,
2002-04-12,56,66,46,9,52,84,97,63,0,30.06,N/A,17,9,
2002-04-13,52,62,42,13,45,81,100,60,0,30.12,N/A,10,8,
2002-04-14,59,77,43,6,49,70,100,38,0,29.82,N/A,21,8,
2002-04-15,75,88,62,0,59,58,86,32,0,29.77,N/A,21,10,
2002-04-16,78,87,68,0,61,58,81,36,0,29.86,N/A,24,10,
2002-04-17,75,84,66,0,59,61,93,29,0.07,29.97,N/A,18,10,
2002-04-18,76,89,64,0,61,59,78,33,0,29.87,N/A,20,10,
2002-04-19,56,68,45,9,46,70,82,60,0.21,30.01,N/A,21,10,
2002-04-20,44,48,41,22,30,60,82,46,0.05,30.13,N/A,23,9,
2002-04-21,40,42,39,24,38,94,100,76,0.36,29.92,N/A,24,6,
2002-04-22,39,43,35,26,33,82,100,62,0,30.07,N/A,14,10,
2002-04-23,46,60,33,18,37,71,96,51,0,30.16,N/A,16,9,
2002-04-24,60,73,44,6,47,72,100,44,0.29,29.86,N/A,29,9,
2002-04-25,46,54,37,20,26,47,68,32,0,30.13,N/A,28,10,
2002-04-26,44,53,36,22,26,50,64,34,0,30.3,N/A,13,10,
2002-04-27,46,64,42,19,38,77,100,35,0.51,29.95,N/A,23,6,
2002-04-28,50,59,42,14,42,86,100,74,0.01,29.67,N/A,25,8,
2002-04-29,50,61,39,15,38,66,93,39,0,29.96,N/A,16,10,
2002-04-30,54,60,48,12,33,49,80,26,0,29.89,N/A,12,10,
2002-05-01,52,63,43,12,36,60,97,35,0.31,29.68,N/A,22,9,
2002-05-02,48,53,44,17,37,70,100,35,0.18,29.72,N/A,23,9,
2002-05-03,46,53,39,20,27,50,76,33,0,30.12,N/A,14,10,
2002-05-04,51,69,34,14,34,49,92,28,0,30.15,N/A,12,10,
2002-05-05,58,69,48,7,44,60,86,48,0,30.14,N/A,17,10,
2002-05-06,68,75,60,0,60,79,100,57,0.06,29.85,N/A,17,9,
2002-05-07,56,68,44,9,46,82,100,59,0,30.05,N/A,21,9,
2002-05-08,54,64,44,12,53,91,100,77,0.13,29.86,N/A,23,6,
2002-05-09,60,68,50,6,48,73,100,34,0.32,29.74,N/A,30,8,
2002-05-10,56,66,45,10,28,37,60,20,0,30.27,N/A,20,10,
2002-05-11,50,57,44,16,40,79,100,34,2.02,30.19,N/A,22,6,
2002-05-12,47,50,44,18,47,98,100,89,0.29,29.93,N/A,14,3,
2002-05-13,50,55,44,16,41,75,93,55,0,30,N/A,17,10,
2002-05-14,54,64,44,12,42,68,93,44,0,30.04,N/A,15,10,
2002-05-15,58,75,42,8,48,64,100,41,0,30,N/A,22,9,
2002-05-16,54,66,43,10,53,88,100,70,0.86,29.91,N/A,18,7,
2002-05-17,40,45,37,24,33,72,83,65,0,30.14,N/A,21,10,
2002-05-18,44,54,35,22,32,70,92,38,0,30.22,N/A,17,10,
2002-05-19,45,54,37,20,36,69,86,50,0,30.27,N/A,13,10,
2002-05-20,44,48,37,22,30,62,73,42,0,30.41,N/A,16,10,
2002-05-21,45,57,33,20,30,57,92,32,0,30.39,N/A,12,10,
2002-05-22,54,68,41,12,37,51,76,33,0,30.2,N/A,18,10,
2002-05-23,64,72,57,2,52,67,87,55,0.04,29.92,N/A,22,10,
2002-05-24,54,64,43,12,43,74,100,54,0.03,30.04,N/A,20,8,
2002-05-25,50,57,43,16,46,87,100,76,0.15,29.97,N/A,16,8,
2002-05-26,56,73,39,9,45,67,100,34,0,30.1,N/A,15,8,
2002-05-27,63,78,48,2,51,60,93,40,0,30.03,N/A,12,10,
2002-05-28,68,78,59,0,57,70,90,58,0,29.97,N/A,14,8,
2002-05-29,72,82,63,0,62,71,97,47,0,29.88,N/A,13,9,
2002-05-30,74,84,64,0,64,68,93,46,0,29.78,N/A,14,8,
2002-05-31,77,86,69,0,57,51,81,32,0,29.73,N/A,17,10,
2002-06-01,76,91,61,0,53,47,72,23,0,29.75,N/A,18,10,
2002-06-02,62,71,53,4,46,57,69,43,0,29.89,N/A,14,10,
2002-06-03,61,70,54,4,56,86,100,70,0.38,29.87,N/A,30,8,
2002-06-04,64,70,59,1,64,99,100,88,2.32,29.84,N/A,18,5,
2002-06-05,56,64,46,9,55,96,100,87,0.01,29.97,N/A,14,7,
2002-06-06,56,66,46,9,51,84,100,60,0,30.07,N/A,14,8,
2002-06-07,62,77,50,2,53,71,100,40,0,30.1,N/A,10,8,
2002-06-08,70,82,60,0,59,66,87,45,0,30.07,N/A,13,9,
2002-06-09,72,87,57,0,59,60,97,40,0,30.03,N/A,16,9,
2002-06-10,79,88,71,0,71,83,100,57,0.66,29.92,N/A,21,8,
2002-06-11,76,82,69,0,70,89,100,60,0.28,29.81,N/A,18,8,
2002-06-12,64,70,57,2,61,89,100,73,0,29.89,N/A,13,9,
2002-06-13,60,64,57,5,57,92,100,87,0.12,29.85,N/A,10,8,
2002-06-14,60,66,55,4,56,89,100,56,0.75,29.72,N/A,16,6,
2002-06-15,66,78,55,0,54,69,97,39,0,29.74,N/A,21,10,
2002-06-16,65,77,55,0,48,55,90,33,0,29.86,N/A,20,10,
2002-06-17,66,77,57,0,53,62,81,46,0,29.91,N/A,14,10,
2002-06-18,70,84,57,0,56,61,90,33,0,30.03,N/A,15,10,
2002-06-19,74,84,64,0,60,60,73,49,0,30.13,N/A,13,10,
