name,address,rating_y
Chicago Sub,81 E Madison ,3.0
Franklin Tap,325 S Franklin ,2.9354838709677415
LAZ Parking,,1.0
Panda Express,110 W Monroe ,2.0
Simply Fashions,232 S ,4.0
Douglas James Dr,122 S Michigan ,5.0
Salon 29,111 N Wabash ,5.0
Ricobene's,60 E. Lake ,4.5
Water Me! Flower Shop,1212 S Michigan ,1.0
Bockwinkel's,222 N Columbus ,3.25
CaffÃ¨ RÅM,Hyatt Center Franklin & Monroe ,4.260869565217392
Andy's Hair Studio,1421 S Wabash ,3.0
La Tan,123 W Madison ,2.333333333333333
Lady Foot Locker,211 S ,1.0
SculpTours,,5.0
Caribou Coffee,10 S La Salle ,4.0
Joel Singer Jewelry,29 E Madison ,5.0
Jimmy John's,216 W Washington ,3.5
Chicago Artists' Coalition,70 E Lake ,1.0
Chicago Greeter,77 E Randolph ,5.0
Accuvision,321 N Michigan ,1.0
Code of Conduct,14 E 11th ,5.0
Panda Express,29 E Madison ,3.5
Looptopia,,2.1666666666666665
Advanced Resources,200 W Jackson ,4.0
Millennium Park Plaza,151 N Michigan ,2.6666666666666665
Wabash Diamond Co,2 N Wabash ,4.0
Pret A Manger,225 N Michigan ,3.4285714285714284
Garrett Popcorn Shops,26 W Randolph ,4.235294117647058
"Hunt Kevin, MD",111 W. Washington ,5.0
Accelerated Rehabilitation Centers,8 S Michigan ,5.0
Chase,300 S Riverside ,2.333333333333333
CVS,137 S ,2.142857142857143
"Priya Setty, DDS",223 W Jackson ,5.0
Minute Clinic,137 S ,5.0
Originals Hair Designers & Spa the,134 N Wells ,3.0
Fred Astaire Dance Studio,200 N Michigan ,3.0
Starbucks,31 E Roosevelt Rd ,3.0
Millennium Periodontics,223 W Jackson ,5.0
Designs by Rosa,140 S Wabash ,4.0
TCF Bank DePaul Center LOOP,333 S ,1.0
Trotter's To Go Express,200 W Monroe ,3.5
Corner Bakery Cafe,360 N Michigan ,3.0
US Post Office,211 S Clark ,1.5
Willis Tower,233 S Wacker ,3.8
Starbucks,105 W Adams ,4.4
Brooks Brothers,209 S La Salle ,4.5
Diana's Nail and Spa,175 N Franklin ,3.1052631578947367
Brazilian Bikini Waxing By Diana,175 N Franklin ,4.5
Heaven On Seven On Wabash,111 N Wabash ,3.5614035087719302
New Orleans Kitchen,Atrium Mall 100 W Randolph ,3.0
Dentistry at Millennium Park,8 S Michigan ,2.0
The John Marshall Law School,315 S ,1.0
FedEx Office Print & Ship Center,111 E Wacker ,4.0
Merry Christmas,55 E Monroe ,5.0
Majestic Paws,,5.0
Skin by Cindy,111 N Wabash ,5.0
Popeyes,17 S Wabash ,4.0
The Chicago Hire Company,35 E Wacker ,5.0
Walk to Empower 2007,Grant Park ,4.0
Brent Books and Cards,309 W Washington ,3.333333333333333
McDonald's,230 S ,1.0
The Magic Parlour with Dennis Watkins,17 E Monroe ,5.0
Marici Photo,40 E 9th ,5.0
Rocs Cards & Gifts,222 W Adams ,4.0
Lasalle Network,200 N La Salle ,2.1666666666666665
Soma Institute,55 E Jackson ,3.0
Dunkin' Donuts,27 E Lake ,4.0
Aaronson Plumbing & Sewer,1002 S Clark ,1.0
Avenue Q,151 W Randolph ,5.0
Gold Coast Art Fair,Grant Park ,3.0
Surf City Squeeze,444 W Jackson ,2.0
Jill Coyne,Fine Arts Building 410 S Michigan ,5.0
Cafe 333,333 W. Wacker ,2.0
The Plaza at Park Grill,11 N Michigan ,2.9090909090909087
Walgreens,250 S Wacker ,4.0
Estelle's Kitchens,305 W Lake ,3.5
Morganelli Jos C DDS,25 E Washington ,1.0
Au Bon Pain,122 S Michigan ,3.0
Y-Me Race Against Breast Cancer 5K run/walk,Columbus & Balbo ,5.0
Storefront Theater,Gallery 37 Center for the Arts 66 E Randolph ,5.0
Funsherpa,205 N Michigan ,5.0
Ultra Diamonds,101 S ,3.0
"Eugene C Decker, DDS",55 E Washington ,1.0
McDonald's Cycle Center,239 E Randolph ,4.25
Fitness Formula Clubs,190 S LaSalle ,3.0
America's Dog,21 E Adams ,3.0
Grant Park Music Festival,205 East Randolph ,5.0
Intelligentsia Coffee and Tea,53 W Jackson ,4.24
Burger King Express,100 W Randolph ,3.0
John Zachara,39 S La Salle ,5.0
Panda Express,100 W Randolph ,3.5
Donna Jewelry Co,21 N Wabash ,4.5
Crown Fountain,Michigan ,4.25
City Year Chicago,36 S Wabash ,5.0
Otero's Barber & Spa,21 S Clark ,5.0
Walgreens,2 E Roosevelt Rd ,2.0
Panda Express,77 W Jackson ,4.5
Typhoon Cafe,211 N ,3.5
Shalom Deli,7 N Wells ,3.6666666666666665
Haifa Cafe,165 N Wells ,2.8
Morganelli Dental Center,25 E Washington ,1.0
Beer Can Races,Columbia Yacht Club - 111 N. Lake Shore ,5.0
Swig,1469 N Milwaukee ,3.1666666666666665
Starbucks,400 W Madison ,5.0
Imperial Shoe Crafters,70 E Lake ,5.0
Roberto's,214 S ,4.0
Nico Events,,5.0
AT&T Wireless Warranty Center,70 W. Madison ,4.5
Atwood Cafe,1 W Washington ,3.2962962962962963
America's Dog,26 E Randolph ,3.375
Where the Buffalo Roam,28 S Michigan ,4.333333333333333
Pastoral,131 N Clinton ,4.1875
Sbarro D Italian Italy,333 S ,3.5
Yelp - Chicago,1 Don't Know ,5.0
Accurate Biometrics LiveScan Fingerprinting,100 W Randolph ,4.0
Coogan's Riverside Saloon,180 N Wacker ,2.75
Argo Tea,140 S Dearborn ,4.0
Sopraffina Marketcaffe,222 W Adams ,3.2857142857142856
FedEx Office Print & Ship Center,55 E Monroe ,2.6666666666666665
"The Addams Family, A New Musical",Oriental Theatre 24 W. Randolph ,5.0
Strobel Dentistry,25 E Washington ,5.0
Hard Rock Hotel,230 N Michigan ,3.53125
"The Living Room Bar, W Chicago City Center",172 West Adams ,4.0
Harris Bank,1300 S Wabash ,5.0
The Dock at Montrose Beach,200 W Montrose Harbor ,3.9090909090909087
Nail Spa Boutique,201 W Madison ,3.0
Chicago Cares,2 N Riverside ,4.882352941176472
Hsbc Securities,30 S Wacker ,3.0
Park Cafe,11 N Michigan ,2.8
Columbia Yacht Club,111 N Lake Shore ,4.5
Hoyt's Chicago,71 E Wacker ,3.5
Daddy O's,Hyatt Regency 151 E Wacker ,5.0
Elephant & Castle,185 North Wabash ,2.8070175438596485
Yelp Fantasea At Shedd Aquarium,1200 S Lake Shore ,4.846153846153847
Five Star Recruiting,39 S La Salle ,4.0
Thirty Three Temporaries,33 N Dearborn ,5.0
Got Pizza,719 S ,5.0
Mr Submarine,16 W Jackson ,3.0
Wicked - The Musical,24 W. Randolph ,4.333333333333333
Edwardo's Natural Pizza Restaurant,521 S Dearborn ,2.9230769230769234
Civic-Opera Barber Salon,20 N Wacker ,4.0
Marquette Inn Restaurant,60 W Adams ,2.8181818181818183
Mixed Greens,223 W Lake ,3.772727272727273
Trader Joe's,1147 S Wabash ,4.0
Jimmy John's,2 N Riverside ,4.0
Mac Kelly's Greens & Things,177 N Wells ,3.388888888888889
"Robert J Sobel, MD",Sobel Medical Associates 30 N Michigan ,5.0
Giordano's Pizzeria,223 W Jackson ,2.96
Left Bank Cleaners,300 N Canal ,5.0
Mama Falco's Pizza,5 N Wells ,2.0
A New Leaf,312 S Dearborn ,3.5
K & K Flowers and Gifts,135 S La Salle ,5.0
Radioshack,135 S Clark ,2.0
George's Cocktail Lounge,646 S Wabash ,4.0
Basia Hair Design,The Hilton ,5.0
Kiva Spa & Salon,111 N ,2.7142857142857144
Harrington College of Design,200 W Madison ,5.0
Sticky Fingers Gourmet Popcorn,174 N Michigan ,1.6666666666666667
100.3 LOVE FM WILV,130 E Randolph ,5.0
Millennium Park Eye Center,30 N Michigan ,3.5
Cartridge World,27 E Harrison ,3.0
Chicago Roadblock,47 W Polk ,4.0
25 East Dental - Deaver & Sangalang,25 E Washington ,5.0
Wabash Food & Liquor,234 S Wabash ,2.0
Cvs Pharmacy,175 W Jackson ,3.0
Tomatoes,765 Vineless ,1.0
Dunkin' Donuts,6 N Wabash ,3.0
Manchu Wok,105 W Madison ,1.0
Washington Mutual,311 S. Wacker ,5.0
Marketplace Foods Macy's Food Court,111 N ,3.0909090909090913
Columbia College Bookstore,624 S Michigan ,3.5
Accento,203 N La Salle ,4.0
Rhapsody,65 E Adams ,2.95
Union League Club,65 W Jackson ,3.8461538461538463
Chicago French Market,131 N Clinton ,3.6176470588235294
National City,1 N Franklin ,2.0
University of Phoenix - Chicago,203 N La Salle ,1.0
The Great Steak & Potato Company,233 N Michigan ,1.5
Caribou Coffee,55 W Monroe ,3.333333333333333
Torrefazione Italia,30 N La Salle ,1.0
Cafe Mediterra,728 S Dearborn ,3.555555555555556
Payless Shoe Source,100 W Randolph ,3.0
Swine Flu,,5.0
BAM! / Books A Million,144 S Clark ,4.0
La Vie Massage,123 W Madison ,5.0
Ace Shoe Clinic,69 W Washington ,3.0
Caribou Coffee,222 S Riverside ,4.3
Kelly's Flower Shop,175 W Jackson Boulevard ,4.5
Sbarro,211 W Adams ,4.0
Being sick on Christmas,home in bed ,1.0
Stocks & Blondes Bar & Grille,40 N Wells ,2.888888888888889
google mobile,111 ,4.0
Tribute,Essex Inn 800 S Michigan ,2.888888888888889
Pritzker Military Library,104 S Michigan ,5.0
Rivers,30 S Wacker ,3.44
Chicago the Musical,24 W Randolph ,3.0
WunderLand Group,200 W Jackson ,5.0
Delhi 6,,4.666666666666667
Mark Silverman Law Office Ltd - Tenants Rights,225 W Washington ,5.0
Potbelly Sandwich Works,48 E Roosevelt Rd ,3.875
Richard Bennett Custom Tailors & Shirtmakers,175 West Jackson Boulevard ,3.0
Brian's Juice Bar & Deli,80 E Lake ,3.2307692307692313
Subway,345 N LaSalle ,1.0
Firestone Complete Auto Care,1558 S Wabash ,2.25
Robert Valentinos,126 S Franklin ,2.75
Magnolia Bakery,108 N ,2.8474576271186436
Artist & Craftsman Supply,828 South Wabash ,5.0
"Carla Levin, Acsw",55 E Washington ,4.0
212 On The River,212 N. Canal ,3.0
Hilton Chicago,722 S Michigan ,3.6585365853658534
Halsted Street Deli,177 N ,3.375
"Vito Lasusa, DDS",25 E Washington ,3.0
Starbucks,225 N Michigan ,2.0
Vanille Patisserie,,4.5
US Social Security Administration,77 W Jackson ,1.5
CrÃªpes Cafe,410 S Clark ,3.8571428571428568
7-Eleven,128 N La Salle ,3.0
Wagtails Presents Dreamboys,750 S Clinton ,4.0
Julius Juju R,10 w. Madison ,5.0
Eggy's Diner,333 E Benton ,2.769230769230769
Giordano's,135 E Lake ,3.635135135135135
Watch Clinic,21 N Wabash ,4.0
"Sunaina S Sahgal, DDS",111 N Wabash ,4.0
AT&T Illinois,30 S Wacker ,1.0
Heather Parker Photography,,4.625
My Reviews,,5.0
Simply Fresh,150 N Michigan ,3.6666666666666665
Joffrey Academy of Dance,Joffrey Tower 10 E Randolph ,5.0
Aqua,225 North Columbus ,4.333333333333333
Avec,615 W Randolph ,4.19672131147541
Classic Jewelry Ltd,7 S Wabash ,5.0
Jimmy Johns,216 W Jackson ,3.0
200 N Dearborn Door Man,200 N Dearborn ,1.0
Dairy Queen,222 S Riverside ,3.0
Burrito Beach,195 N Dearborn ,3.6
Quiznos,62 E Madison ,4.0
Bank Of America,201 S ,1.0
The American Back Center,122 S Michigan ,5.0
Visionworks,24 E Randolph ,4.0
inlingua School of Languages,200 W Madison ,2.0
Qdoba Mexican Grill,100 N LaSalle ,2.375
Ten Perfect Nails & Spa Inc.,332 N Michigan ,3.0
Michael's Barbershop,125 S Clark ,4.333333333333333
Auntie Anne's,108 N ,4.0
Pret A Manger,73 W Monroe ,3.6666666666666665
Walgreens,79 W Monroe ,4.166666666666667
Caribou Coffee,20 N Michigan ,3.6
Base Bar,Hard Rock Hotel 230 N Michigan ,3.5
Dean Optical,209 S LaSalle ,5.0
Subway,407 S Dearborn ,3.0
Johnston & Murphy Shop,33 N La Salle ,5.0
My Thai Restaurant On Michigan,30 S Michigan ,2.7
Dunkin' Donuts / Baskin-Robbins,1231 S Wabash ,2.0
Walgreens,16 W Adams ,3.5
Persian Iranian Translation Services,18 W Jackson ,5.0
Picture Us Galleries,102 S Franklin ,4.666666666666667
Men's Wearhouse,25 E Washington ,5.0
"Sanford Barr, DDS",25 E Washington ,4.5
The Larko Group,11 S La Salle ,3.875
Stefani's Tuscany Cafe,77 W Wacker ,3.0
Michael D Baker,33 N La Salle ,5.0
Taub Robert G MD,150 N Michigan ,3.5
Shoe Hospital,318 S Dearborn ,3.6666666666666665
Fontano's Subs,20 E Jackson ,3.9259259259259265
Chase,41 N Wabash ,5.0
Schroetter Dental Associates Ltd,25 E Washington ,5.0
La Cocina Mexican Grill,11 W Jackson ,3.9
Paychex Inc,230 W Monroe ,5.0
L Y B Artistry,,5.0
Aven Jonathan M Law Office,180 N Michigan ,5.0
Aniko Salon & Spa,1109 S Wabash ,3.8333333333333335
Central Camera Co,230 S Wabash ,4.076923076923077
Symphony Center,220 S Michigan ,5.0
B Bella Salon,719 S ,3.1428571428571432
Hair Cuttery,1103 S ,2.1111111111111107
Starbucks,200 W Adams ,1.0
Bombay Wraps,122 N Wells ,3.838709677419355
LMS Painting,,5.0
Hyatt Regency Chicago,151 E Wacker ,3.5405405405405403
TCF Bank Jewel Foods,1200 S Wabash ,1.0
Walgreens,201 W Madison ,3.25
CVS / Pharmacy,117 N Clinton ,2.5
School of the Art Institute Ballroom,112 South Michigan ,3.0
Rosebud Restaurent,70 W Madison ,3.3703703703703702
Zara,1 W Randolph ,3.571428571428572
Sixty Five Chinese Restaurant,201 W Madison ,3.272727272727273
"Sibul Mark A, MD",30 N Michigan ,5.0
Touch Salons,AON Center 200 E Randolph ,3.3571428571428568
McDonald's,233 W Jackson ,3.0
Weight Watchers,120 N La Salle ,4.666666666666667
Corner Bakery Cafe,140 S Dearborn ,3.1333333333333333
"Robert Deaver, DDS",25 E Washington ,4.5
DSW Designer Shoe Warehouse,35 S. ,4.0
Michigan Avenue Immediate Care,180 N Michigan ,4.666666666666667
Salad Spinners,223 W Lake ,3.4285714285714284
Kanti Tobacconist,33 N Dearborn ,4.0
Papyrus,10 S La Salle ,4.0
USPS,233 S Wacker ,4.0
Cafe Descartes,111 E Wacker ,3.5
LaSalle Chiropractic Center,100 N La Salle ,5.0
Marshall Pierce & Co.,335 N Michigan ,4.0
Free Spirit Yacht Cruises,Burnham Harbor 600 E Waldron ,1.0
Thai Spoon & Sushi,601 S Wabash ,2.0
Zero Stars,000 Nil Lane ,1.0
Rittergut Wine Bar,10 S Wacker ,3.9
The Body Shop,3 N ,3.0
Madison Street Cafe,70 W Madison ,3.333333333333333
Spa 195,195 N Harbor ,2.0
Northerly Island Park,1400 S. Lynn White ,3.8
Jimmy John's,205 W Monroe ,3.0
WingStop,12 E Harrison ,2.3125
AT&T Local Service,600 S Federal ,1.0
Merle Reskin Theatre,60 East Balbo ,3.5
Taco Fresco,29 N Wacker ,2.9
Paul Chang Custom Tailors,180 N La Salle ,5.0
Roti Mediterranean Grill,10 S Riverside ,3.890909090909091
Crumbs Bake Shop,134 N Lasalle ,3.8571428571428568
GiGi's Bake Shop,1255 S Michigan ,3.5
"Howard E Spector, DDS",30 N Michigan ,3.2857142857142856
Rossace Accessories,2 N Riverside ,1.0
Dearborn Street Oyster Bar & Restaurant,409 S Dearborn ,3.0
Sky-Ride Cocktail Lounge,105 W Van Buren ,3.333333333333333
Kelly Services,55 W Monroe ,2.0
Eye Appeal Optical,111 N Wabash ,4.6190476190476195
Staples,1130 S. Canal ,3.0
Howard Frum Jewelers & Watch Specialists,5 S Wabash ,5.0
Corner Bakery Cafe,222 S Riverside ,2.2857142857142856
AleFest Chicago,Soldier Field ,3.0
Standing Room Only,610 S Dearborn ,3.695652173913044
Posture Perfect Pilates,1247 S Wabash ,5.0
Velorepair,1254 S Federal ,5.0
Taco Fresco,218 S Clark ,3.0
J. Randolph's Bar & Grill,151 N Michigan ,1.0
Mercat a la Planxa,638 S Michigan ,3.88
Fashion Nails,33 E Lake ,2.5
Department of Business Affairs and Consumer Protection,50 W Washington ,4.5
Pockets Restaurant,309 W Lake ,3.0
Avis Rent A Car,214 N Clark ,4.0
Mb Financial Bank,1 E Wacker ,1.0
Roosevelt Cleaners,734 S Dearborn ,3.0
"Kevin J. Regan, DC, PC",118 N Clinton ,5.0
Panda Express,209 W Jackson ,3.8333333333333335
Flight Centre,22 E Madison ,1.0
Akal Yoga,141 W Jackson ,5.0
Sam's Wines & Spirits,50 E Roosevelt Rd ,3.7
Canady Le Chocolatier,824 S Wabash ,4.742857142857143
Berry Chill,132 N LaSalle ,3.852941176470588
Little Branch Cafe,1251 S Prairie ,3.7142857142857135
Jamba Juice,225 S Canal ,4.0
Dunkin'  Donuts,201 W Madison ,2.5
Mon Ami Coiffeur,1111 S Wabash ,1.0
McDonald's,21 S Clark ,2.25
Ethics,,5.0
Cook County Treasurer's Office,118 N. Clark ,1.0
The Hot Comb Salon,1529 S ,5.0
Mister 312,180 W Lake ,3.8
Rainforest Learning Center,1325 S ,5.0
Zacatacos,17 S Wabash ,3.75
Mali Jewelry and Accessories,204 N Michigan ,3.5
WineStyles,1240 S Michigan ,4.666666666666667
Renaissance Chicago Downtown Hotel,1 W Wacker ,4.0
Hotel Burnham,1 W Washington ,4.666666666666667
Noodles & Company,180 N Michigan ,2.975
Bikram Yoga Chicago,47 W Polk ,4.428571428571429
"Sang Park, DDS",300 W Adams ,3.0
Sopraffina Marketcaffe,Aon Center 200 E Randolph ,3.333333333333333
Einstein Bros Bagels,30 N LaSalle ,2.0
Australian Homemade,111 N ,4.0
Fine Swiss Watch Repair,55 E Washington ,5.0
Quizno's,128 S Franklin ,3.5
Salon Heaven & Spa,1505 S Michigan ,4.571428571428571
Columbia College Chicago,600 S Michigan ,3.1666666666666665
Federal Plaza Farmers Market,50 W Adams ,4.0
Kim & Carlos Hot Dog Stand,1400 S Lake Shore ,4.666666666666667
Knowledgeadvisors,222 S Riverside ,1.0
Charter Boat Chicago,111 E Wacker ,5.0
P J Beauty Supply,220 S ,4.0
Office Depot,1101 S Canal ,4.0
Aria,200 N Columbus ,3.4905660377358485
"David B Shanker, MD",25 East Washington ,2.333333333333333
HomeMade Pizza Company,1347 S Michigan ,3.5384615384615383
Loehmann's,151 N ,3.294117647058824
Chicago Internal Cleansing,200 N Michigan ,5.0
T-Mobile,50 E Randolph ,5.0
Navteq North America,425 W Randolph ,3.0
Association for Women's Health Care,30 N Michigan ,3.636363636363636
Eagle Ridge Resort,205 N Michigan ,4.0
Astoria Tower,8 E 9th ,4.5
Powell's Book Stores,828 S Wabash ,3.75
Curried Loop,171 N Wells ,3.8235294117647056
Plymouth Restaurant & Bar,327 S ,2.9
Cortiva Institute - Chicago,17 N ,4.153846153846153
Chipotle Mexican Grill,233 W Lake ,3.75
Mid C Media,200 N Michigan ,1.0
Dunkin' Donuts,333 S ,3.0
Play 18,17 N Wabash ,5.0
Potbelly Sandwich Works,190 N ,3.433333333333333
Left Bank at Kinzie Station,300 North Canal ,4.25
Amarit Thai Restaurant,600 S Dearborn ,3.3653846153846154
The Poetry Garage,201 W Madison ,5.0
Lancome Brow Expert Design Station,Macy's 111 N ,4.5
Physicians Immediate Care,811 S ,2.0
Subway,233 N Michigan ,2.0
Jamba Juice,166 N ,3.571428571428572
Qdoba Mexican Grill,175 W Jackson ,3.8235294117647056
Harold's Chicken Shack,636 S Wabash ,3.8181818181818175
Robinson's Ribs,100 W Randolph ,3.0
Thompson & Thompson,19 S La Salle ,5.0
Valeo Chicago,151 W Adams ,3.1428571428571432
University Center,525 S ,4.0
Segway Experience of Chicago,224 S Michigan ,4.166666666666667
Urban Pantry,730 S Clark ,3.25
Bar Louie,47 W Polk ,3.111111111111111
Temp Time,79 W Monroe ,5.0
Fannie May Candy Shops,130 S Wabash ,4.0
Bobbi Brown,Macy's on ,4.333333333333333
The Bar Method,180 N Wacker ,4.571428571428571
Cook County Board of Elections,,1.0
Great Street Restaurant,1 W Wacker ,2.555555555555556
The Tides,360 E S Water ,3.2
Pia's Gems,1 N Wabash ,5.0
Jazzin' at the Shedd,1200 S Lake Shore ,5.0
D&A Dermatology,333 E Benton ,5.0
"Seventeenth Church of Christ, Scientist",55 E Wacker ,5.0
Lola at My Work,33 S ,5.0
International Camera,9 N Wabash ,4.5
Comcast,10 S Canal ,1.5
Westwood College,,3.0
Poster Plus,30 E Adams ,1.6666666666666667
The Loop Dental Center,55 E Washington ,1.0
Tokyo Lunchbox,James R Thompson Center 100 W. Randolph ,2.333333333333333
Obama For Illinois,310 S Michigan ,5.0
Starbucks,25 E Washington ,3.6666666666666665
Interlude Salon,123 N Wacker ,4.0
Verizon Wireless,36 S ,5.0
Chase,35 W Wacker ,1.0
Imperial Jewelry Company,1 N Wabash ,5.0
S & J Jewelers,320 S Dearborn ,5.0
Goodwin's,175 N Franklin ,4.169014084507042
Yang,28 E Roosevelt Rd ,2.333333333333333
Raw,,4.409090909090909
Anna Flower Shop & Gifts,311 S Wacker ,3.0
Anchor Graphics,623 S Wabash ,4.0
Monroe CTA Blue Line Station,Monroe and Dearborn ,2.0
Sopraffina Marketcaffe,175 W Jackson ,2.375
Artist's Cafe,412 S Michigan ,2.21875
Gregory Laka & Company,105 W Adams ,5.0
One Brick Chicago,,4.666666666666667
"Anne Suh, MD",111 W Washington ,4.714285714285714
Delmonico Illinois Center,233 N Michigan ,3.333333333333333
Taco Fresco,335 S Franklin ,2.0
Direct Tv,20 N Wacker ,1.0
Corner Bakery Cafe,123 N Wacker ,3.0
Selected Works Used Books & Sheet Music,410 S Michigan ,5.0
I Dream of Falafel,112 W Monroe ,3.6666666666666665
Mangino's,29 N Wacker ,4.0
TLC Management Co,100 N LaSalle ,2.7142857142857144
"Heidi French, hair stylist",Your ,5.0
Mrs. Fields,222 S. Canal ,5.0
Marietta's Day Spa & Salon,314 S Canal ,2.0
Dunkin' Donuts,229 W Jackson ,4.0
Safeguard Self Storage,1353 S Wabash ,2.0
Halo for Men,1351 S Michigan ,3.0
"Dziak Richard M, DDS",25 E Washington ,1.0
ROOF,theWit Hotel 201 N ,3.1788617886178865
Jewels By Stephanie,23 E Madison ,5.0
Absolutely Chicago Segway Tours,238 E Monroe ,4.4444444444444455
Billy Goat Tavern & Grill,309 W Washington ,2.833333333333333
Viva! Chicago Latin Music Festival,Grant Park Jackson ,5.0
One North Kitchen & Bar,1 N Wacker ,2.9117647058823533
Target,1 S ,5.0
Midtown Kitchen + Bar,203 N LaSalle ,3.147058823529412
Smiling Bright,1247 S Wabash ,4.0
Chicagos Women's Fitness,30 E Adams ,3.8
Tamarind,614 S Wabash ,3.5324675324675323
Sierra Club Illinois Chapter,200 N Michigan ,5.0
Marcia Slomowitz MD PC,333 N Michigan ,5.0
Four Seasons Dry Cleaners & Tailoring Inc,1550 S Indiana ,4.0
La Quinta Inn and Suites Chicago Downtown,One S Franklin ,4.166666666666667
Sushi Sai,123 N Wacker ,3.75
Under 55 Cafe,55 E Monroe ,3.4545454545454546
Happy Cleaners,1321 S Michigan ,3.6
City of Chicago,,3.7222222222222223
Kraff Eye Institute,25 E Washington ,4.0
Nine West Group,111 W Monroe ,4.0
Crumbs Bake Shop,303 West Madison ,5.0
Four Season's By Marc Chagall,10 S Dearborn ,5.0
IFixAppliance.com,,1.0
Pizza Hut Express and KFC,60 E Lake ,4.0
Tejas Yoga,1133 S Wabash ,4.8
Verizon Wireless,209 S LaSalle ,4.666666666666667
Pollitos Grill & Rotisserie,39 N Wells ,3.3
Donna's Cafe,1255 S ,4.0
Lynch Dental Center,55 E Washington ,5.0
Carson Pirie Scott,120 S Riverside ,2.2
"Lawrence H Zager, DDS",25 E Washington ,4.0
Library Loop CTA,26 W. Van Buren ,3.0
White Hen Pantry,35 E Wacker ,4.0
Rock of Ages  - The Musical,Bank of America Theater 18 W Monroe ,5.0
Exchequer Restaurant & Pub,226 S Wabash ,3.635135135135135
Jersey Mike's Subs,200 W Monroe ,3.0
Mariano's Fresh Market,333 East Benton ,4.409090909090909
The Lake Street Screening Room,70 East Lake ,5.0
Shwartz Leslie Jewelry Appraisers,55 E Washington ,5.0
Old Timers Restaurant & Lounge,75 E Lake ,3.272727272727273
The Tailor Shop,19 S LaSalle ,3.5
Wells Fargo Bank,230 W Monroe ,1.0
Daley Center,50 W Washington ,2.9
"Brian Lavery, MD",111 W Washington ,4.833333333333333
Life Law Office,203 N LaSalle ,5.0
Salon Sole,30 N Michigan ,3.0
Cook County Courthouse,Richard Daley ,2.0
City of Chicago Auto Pound,400 E Wacker ,3.0
Alonti Deli,2 N Riverside ,3.0
The Glass Slipper Project,311 W Washington ,4.666666666666667
Yogen Fruz,DePaul University Center 333 S ,3.0
"Karchmar & Lambert, PC",211 W Wacker ,1.0
Anthony's Mobile Fingerprinting,10 S Riverside ,1.0
The Classic Gem,1 N Wabash ,5.0
Chicago Theatre,175 N ,4.481481481481481
A J Gallagher Risk Management Services,125 S Wacker ,1.0
Salad Creations,60 E Jackson ,3.375
Art Engravers,29 E Madison ,5.0
"Jerome M Usheroff, DDS",155 N Michigan ,1.0
Skechers,17 E Monroe ,3.0
Boston Blackies,120 S Riverside ,3.333333333333333
Office of the Chicago City Clerk,City Hall 121 N La Salle ,4.0
Westminster Hot Dog,11 N Wells ,3.8666666666666663
Do-Rite Donuts,50 W Randolph ,4.395348837209301
Just Sailing Ltd,400 E. Monroe ,5.0
B P Connect,1221 S Wabash ,1.5
The Congress Plaza Hotel & Convention Center,520 S Michigan ,2.0
The Shoreham,400 E S Water ,2.75
Siam Rice,117 N Wells ,3.5869565217391304
Woman To Woman Healthcare,41 E 8th ,5.0
Run to Remember 5K,1410 S. Museum Campus ,4.0
ShopColumbia,623 S Wabash First Fl ,5.0
Yelp Misters Have Style Elite Event @ Mister 312,180 W Lake ,4.666666666666667
Sam the Shoe Doctor,203 N Lasalle ,5.0
"The Esquire Staffing Group, Ltd.",One South Wacker ,1.0
"Kevin S Pinski, MD",150 N Michigan ,2.5
Quiznos,333 S Franklin ,5.0
Solo Eye Care & Eyewear Gallery,1444 S Michigan ,4.818181818181818
Chicago Stock Exchange,440 S La Salle ,4.0
Fuga Centro Salon Spa & Boutique,8 S Michigan ,4.8
Tower Records,214 S Wabash ,2.0
Nine West,35 E Washington ,5.0
Eno Wine Room at Fairmont Chicago,200 North Columbus ,3.0
The Midtown Group,30 N LaSalle ,3.0
Cirque Du Soleil - Banana Shpeel,The ,2.3529411764705883
Arts & Artisans,108 S Michigan ,4.25
La Tan,1300 S Wabash ,1.0
The Ogilvie Art Exchange,500 W Madison ,5.0
Pinkys,100 W Randolph ,3.333333333333333
CIBT Visa and Passport Service,180 N ,2.0
Internatl Importing Bead & Novlty Co,111 N Wabash ,4.0
New York Jewelers,11 N Wabash ,4.076923076923077
Quizno's Subs,5 N Wabash ,2.0
Wells Street Bridge,200 N Wells ,5.0
I Love Sushi,233 N. Michigan ,3.5
104.3 K-Hits FM/WJMK-FM,180 N ,2.142857142857143
Phillip Mcdonnell,25 E Washington ,5.0
Perry International,100 W Monroe ,5.0
Foot Locker,211 S ,4.0
Subway Sandwiches,300 N Michigan ,1.0
Freshii,200 W Monroe ,3.25
Millennium Perk,79 E Madison ,4.0
Running Institute,111 N Wabash ,4.0
Jersey Mike's Subs,120 N Wells ,3.75
Heidi French,mobile ,5.0
Krispy Kreme Doughnuts,175 W Jackson ,4.0
Be Sweet,1322 S Prairie ,5.0
Ronny's III,110 W Randolph ,3.0
Starfruit Cafe,108 N ,3.9090909090909087
Adler Planetarium,1300 S Lake Shore ,3.375
Fresh 105.9 - WCFS Chicago,Two Prudential ,1.0
Godiva Chocolatier Inc,10 S. La Salle ,4.25
Sharper Image,55 W Monroe ,5.0
