Inspection ID,DBA Name,AKA Name,License #,Address,City,State,Zip,Inspection Date,Inspection Type,Results
2069871,KIMURA SUSHI,KIMURA SUSHI,2483580,1422 W Taylor ,CHICAGO,IL,60607,07/14/2017,Canvass,Fail
2069854,Skadden Arps,Skadden Cafe,1975690,155 N WACKER ,CHICAGO,IL,60606,07/14/2017,Canvass,Pass
2069867,THE STANDARD CLUB,THE STANDARD CLUB,27947,320 S ,CHICAGO,IL,60604,07/14/2017,Canvass,Fail
2069837,WHITE PALACE GRILL,WHITE PALACE GRILL,1096426,1159 S CANAL ,CHICAGO,IL,60607,07/14/2017,Canvass,Fail
2069830,Dunkin Donuts,Dunkin Donuts,1986419,626 S Clark ,CHICAGO,IL,60605,07/13/2017,Canvass,Pass w/ Conditions
2069810,TAVERN AT THE PARK,TAVERN AT THE PARK,1800448,130 E RANDOLPH ,CHICAGO,IL,60601,07/13/2017,Canvass,Pass
2069811,STARBUCKS COFFEE,STARBUCKS COFFEE,1932196,17 E MONROE ,CHICAGO,IL,60603,07/13/2017,Canvass,Pass
2069809,FRITE STREET,FRITE STREET,2451560,400 S FINANCIAL ,CHICAGO,IL,60605,07/13/2017,Canvass,Pass w/ Conditions
2069793,GARRETT'S POPCORN SHOPS,GARRETT'S POPCORN SHOPS,1595847,4 E MADISON ,CHICAGO,IL,60602,07/13/2017,Canvass,Pass w/ Conditions
2069791,MARIANO'S FRESH MARKET #8503,MARIANO'S FRESH MARKET,2083833,333 E BENTON ,CHICAGO,IL,60601,07/13/2017,Complaint,Fail
2069785,Dunkin Donuts,Dunkin Donuts,2020850,400 S Financial ,CHICAGO,IL,60605,07/13/2017,Complaint,Pass
2069729,DUNKIN DONUTS,DUNKIN DONUTS,2020846,205 W Randolph ,CHICAGO,IL,60606,07/12/2017,Canvass,Pass
2069777,McDONALD'S,McDONALD'S,1969968,23 S CLARK ,CHICAGO,IL,60603,07/13/2017,Canvass,Pass
2050430,CHICAGO KERNEL GOURMET POPCORN,CHICAGO KERNEL GOURMET POPCORN,2529119,151 E Randolph ,CHICAGO,IL,60601,05/15/2017,License,Pass
2069769,FARMER'S FRIDGE,FARMER'S FRIDGE,2427615,1321 W LAKE ,CHICAGO,IL,60607,07/13/2017,Complaint,Pass
2069747,JADE COURT CHINESE RESTAURANT,JADE COURT CHINESE RESTAURANT,2469259,626-628 S RACINE ,CHICAGO,IL,60607,07/12/2017,Canvass,Pass
2069732,DUNKIN DONUTS,DUNKIN DONUTS,2020848,105 W MADISON ,CHICAGO,IL,60602,07/12/2017,Canvass,Pass
2069731,SOCIALE AND CAFE PRESS,SOCIALE AND CAFE PRESS,2386130,800 S CLARK ,CHICAGO,IL,60605,07/12/2017,Canvass,Pass
2069709,FITNESS FORMULA CLUBS-SOUTH LOOP,FFC,2320565,1151 S ,CHICAGO,IL,60605,07/11/2017,Canvass Re-Inspection,Pass
2069699,SBARRO,SBARRO,45411,333 S ,CHICAGO,IL,60604,07/11/2017,Complaint,Pass
2069697,YUMMY THAI,YUMMY THAI,2437286,1418 W TAYLOR ,CHICAGO,IL,60607,07/11/2017,Canvass,Fail
2069691,ISLAND PARTY HUT,ISLAND PARTY HUT,2464100,355 E RIVERWALK SOUTH ,CHICAGO,IL,60601,07/11/2017,Complaint,Fail
2069685,BESPOKE MEN'S GROOMING,BESPOKE MEN'S GROOMING,2501564,529 S DEARBORN ,CHICAGO,IL,60605,07/11/2017,License Re-Inspection,Pass
2069683,DUNKIN DONUTS,DUNKIN DONUTS,1879785,166 W WASHINGTON ,CHICAGO,IL,60602,07/11/2017,Canvass,Pass
2069671,HANNAH'S BRETZEL LLC,HANNAH'S BRETZEL LLC,1593077,180 W WASHINGTON ,CHICAGO,IL,60602,07/11/2017,Canvass,Pass
2069669,FONTANO SUBS,FONTANO SUBS,2222314,332 S MICHIGAN ,CHICAGO,IL,60604,07/11/2017,Complaint Re-Inspection,Pass
2069666,PRET A MANGER,PRET A MANGER,2138418,225 N MICHIGAN ,CHICAGO,IL,60601,07/11/2017,Canvass,Pass
2069660,KOKKU LLC,KOKKU LLC,2542938,1140 W Jackson ,CHICAGO,IL,60607,07/11/2017,License,Pass
2069646,MACY'S,SEVEN ON STATE STREET.,61208,111 N ,CHICAGO,IL,60602,07/10/2017,Canvass,Fail
2069627,THE GRILLROOM,THE GRILLROOM,80814,33 W MONROE ,CHICAGO,IL,60603,07/10/2017,Canvass Re-Inspection,Pass
2069626,KIKKA-SOUTH LOOP,KIKKA-SOUTH LOOP,1898506,1101 S CANAL ,CHICAGO,IL,60607,07/10/2017,Canvass,Pass
2069614,WHOLE FOODS MARKET,WHOLE FOODS MARKET,1678043,1101 S CANAL ,CHICAGO,IL,60607,07/10/2017,Canvass,Pass
2069594,DUNKIN DONUTS,DUNKIN DONUTS,1718249,333 S ,CHICAGO,IL,60604,07/10/2017,Canvass,Pass
2069562,JOY YEE NOODLE,JOY YEE NOODLE,1650274,1335 S HAL,CHICAGO,IL,60607,07/07/2017,Canvass Re-Inspection,Pass
2069548,LALO'S MEXICAN RESTAURANT,LALO'S MEXICAN RESTAURANT,1520427,733 W MAXWELL ,CHICAGO,IL,60607,07/07/2017,Canvass,Pass w/ Conditions
2069526,DUNKIN DONUTS,DUNKIN DONUTS,1575339,300 E RANDOLPH ,CHICAGO,IL,60601,07/07/2017,Canvass,Pass
2069523,LOTUS CAFE & BANH MI SANDWICHES,LOTUS CAFE & BANH MI SANDWICHES,2184200,719 W MAXWELL ,CHICAGO,IL,60607,07/07/2017,Canvass,Pass
2069511,BURNHAM PARK YACHT CLUB,BURNHAM PARK YACHT CLUB,28891,1500 S LYNN WHITE ,CHICAGO,IL,60605,07/06/2017,Canvass Re-Inspection,Pass
2069485,DOSIRAK,DOSIRAK,2146301,1514 W TAYLOR ,CHICAGO,IL,60607,07/06/2017,Canvass Re-Inspection,Pass
2069489,EGGYS,EGGYS,2129639,333 E BENTON ,CHICAGO,IL,60601,07/06/2017,Canvass Re-Inspection,Pass
2069484,LEMON GRASS RESTAURANT,LEMONGRASS THAI CUISINE,2092899,1520 W TAYLOR ,CHICAGO,IL,60607,07/06/2017,Canvass Re-Inspection,Pass
2069480,ALONTI DELI,ALONTI DELI,34512,401 S LA SALLE ,CHICAGO,IL,60605,07/06/2017,Canvass Re-Inspection,Fail
2069478,O'VIE BAR AND GRILL,O'VIE BAR & GRILL,2141717,120 N CANAL ,CHICAGO,IL,60606,07/06/2017,Canvass Re-Inspection,Pass
2069454,GLAZED AND INFUSED,GLAZED AND INFUSED,2153102,813 W FULTON MARKET ,CHICAGO,IL,60607,07/06/2017,Canvass Re-Inspection,Pass
2071446,TRADER JOE'S #701,TRADER JOE'S,2060013,1147 S WABASH ,CHICAGO,IL,60605,07/05/2017,Canvass,Pass
2069438,THE PARK GRILL,THE PARK GRILL,1445845,11-35 N MICHIGAN ,CHICAGO,IL,60602,07/05/2017,Canvass Re-Inspection,Pass
2069404,STARBUCKS COFFEE #2234,STARBUCKS COFFEE,23089,200 W ADAMS ,CHICAGO,IL,60606,07/03/2017,Canvass,Pass
2069378,BE LEAF,BE LEAF,2405204,29 N WACKER ,CHICAGO,IL,60606,06/30/2017,Canvass,Pass
2069380,FITNESS FORMULA CLUBS-SOUTH LOOP,FFC,2320565,1151 S ,CHICAGO,IL,60605,06/30/2017,Canvass,Fail
2069383,CITY SOCIAL,CITY SOCIAL,2469533,120 N LA SALLE ,CHICAGO,IL,60602,06/30/2017,Canvass,Pass
2069366,TACO FRESCO,TACO FRESCO,1740135,29 N WACKER ,CHICAGO,IL,60606,06/30/2017,Canvass,Pass
2069324,DUNKIN DONUTS,,2292965,71 E MONROE ,CHICAGO,IL,60603,06/30/2017,Canvass,Pass
2069353,BURNHAM PARK YACHT CLUB,BURNHAM PARK YACHT CLUB,28891,1500 S LYNN WHITE ,CHICAGO,IL,60605,06/30/2017,Canvass,Pass w/ Conditions
2069345,1ST UNITED METHODIST CHURCH OF CHICAGO AID SOCIETY,1ST UNITED METHODIST CHURCH OF CHICAGO AID SOCIETY,1737191,77 W WASHINGTON ,CHICAGO,IL,60602,06/30/2017,Canvass,Pass
2069330,FRIENDS OF WASHBURNE CULINARY INSTITUTE,FRIENDS OF WASHBURNE CULINARY INSTITUTE,2283378,226 W JACKSON ,CHICAGO,IL,60606,06/30/2017,Canvass,Pass w/ Conditions
2069321,Galileo's,Galileo's,1000894,1300 S LAKE SHORE ,CHICAGO,IL,60605,06/30/2017,Canvass Re-Inspection,Pass
2069316,6 FIVE CHINESE RESTAURANT,6 FIVE CHINESE RESTAURANT,2446115,201 W MADISON ,CHICAGO,IL,60606,06/30/2017,Complaint Re-Inspection,Pass
2069311,GROUNDSWELLCOFFEE ROASTERS,GROUNDSWELL COFFEE ROASTERS,2469903,1168 W MADISON ,CHICAGO,IL,60607,06/30/2017,Canvass,Pass
2069293,CVS/PHARMACY #4061,CVS/PHARMACY #4061,1923099,520 S ,CHICAGO,IL,60605,06/29/2017,Complaint,Pass
2069290,GOOD STUFF EATERY,GOOD STUFF EATERY,2364260,22 S WABASH ,CHICAGO,IL,60603,06/29/2017,Short Form Complaint,Pass w/ Conditions
2069283,GLAZED AND INFUSED,GLAZED AND INFUSED,2153102,813 W FULTON MARKET ,CHICAGO,IL,60607,06/29/2017,Canvass,Fail
2069282,6 FIVE CHINESE RESTAURANT,6 FIVE CHINESE RESTAURANT,2446115,201 W MADISON ,CHICAGO,IL,60606,06/29/2017,Complaint,Fail
2069279,THE GRILLROOM,THE GRILLROOM,80814,33 W MONROE ,CHICAGO,IL,60603,06/29/2017,Canvass,Fail
2069273,FONTANO SUBS,FONTANO SUBS,2222314,332 S MICHIGAN ,CHICAGO,IL,60604,06/29/2017,Complaint,Fail
2069265,AFC SUSHI @ JEWEL OSCO #2500,AFC SUSHI,1985616,1340 S CANAL ,CHICAGO,IL,60607,06/29/2017,Canvass,Pass
2069249,7-ELEVEN #32889B,7-ELEVEN,2137189,48 N WELLS ,CHICAGO,IL,60606,06/29/2017,Canvass Re-Inspection,Pass w/ Conditions
2069240,STARBUCKS,STARBUCKS,2125008,10 S DEARBORN ,CHICAGO,IL,60603,06/29/2017,Canvass,Pass
2069232,THE CONGRESS HOTEL,THE CONGRESS HOTEL(TAVERN HALL-RAFAEL),49248,520 S MICHIGAN ,CHICAGO,IL,60605,06/29/2017,Complaint Re-Inspection,Pass
2069228,THE CONGRESS HOTEL,THE CONGRESS HOTEL(GAZEBO REST.),49256,520 S MICHIGAN ,CHICAGO,IL,60605,06/29/2017,Complaint Re-Inspection,Pass
2069222,GENERAL GROWTH MANAGEMENT INC,GENERAL GROWTH MANAGEMENT INC,1095908,110 N WACKER ,CHICAGO,IL,60606,06/29/2017,Canvass,Pass
2069314,SERVING CHICAGO'S FINEST,SERVING CHICAGO'S FINEST,2340652,225 S CANAL ,CHICAGO,IL,60606,06/29/2017,Canvass,Pass w/ Conditions
2069214,JEWEL FOOD STORE #2500,JEWEL/STARBUCKS,2293801,1340 S CANAL ,CHICAGO,IL,60607,06/29/2017,Complaint,Pass
2065167,JOY YEE NOODLE,JOY YEE NOODLE,1650274,1335 S HAL,CHICAGO,IL,60607,06/28/2017,Canvass,Fail
2065120,POKE POKE,POKE POKE,2536324,118 S WABASH ,CHICAGO,IL,60603,06/27/2017,License Re-Inspection,Pass
2065141,CITY WINERY CHICAGO,CITY WINERY CHICAGO,2120185,1200-1212 W RANDOLPH ,CHICAGO,IL,60607,06/28/2017,Complaint,Pass w/ Conditions
2065138,CORNER BAKERY CAFE,CORNER BAKERY CAFE,1649400,123 N WACKER ,CHICAGO,IL,60606,06/28/2017,Canvass,Pass
2065139,TESORI,TESORI,57932,65 E ADAMS ,CHICAGO,IL,60603,06/28/2017,Complaint Re-Inspection,Pass
2065135,ASIAN OUTPOST,ASIAN OUTPOST,2246746,1313-1315 S WABASH ,CHICAGO,IL,60605,06/28/2017,Canvass,Pass
2065110,HACKNEY'S PRINTERS' ROW,HACKNEY'S PRINTERS' ROW,1121323,731 - 733 S DEARBORN ,CHICAGO,IL,60605,06/27/2017,Canvass,Pass
2065103,GORDO'S,GORDO'S,2528198,729 S DEARBORN ,CHICAGO,IL,60605,06/27/2017,License,Pass
2065090,O'VIE BAR AND GRILL,O'VIE BAR & GRILL,2141717,120 N CANAL ,CHICAGO,IL,60606,06/27/2017,Canvass,Fail
2065089,DOSIRAK,DOSIRAK,2146301,1514 W TAYLOR ,CHICAGO,IL,60607,06/27/2017,Canvass,Fail
2065087,Porkchop,Porkchop,2373923,29 E ADAMS ,CHICAGO,IL,60603,06/27/2017,Canvass,Pass w/ Conditions
2065075,ROSEBUD CAFE,ROSEBUD CAFE,25693,1500 W TAYLOR ,CHICAGO,IL,60607,06/27/2017,Canvass,Pass
2065067,HANNAH'S BRETZEL 227 W. MONROE LLC,HANNAH'S BRETZEL,2428372,227 W MONROE ,CHICAGO,IL,60606,06/27/2017,Canvass,Pass
2065147,FALAFEL ISLAND,FALAFEL ISLAND,2437922,24 E ADAMS ,CHICAGO,IL,60603,06/27/2017,Canvass,Pass
2065060,FAIRGROUNDS,FAIRGROUNDS,2511249,12 S MICHIGAN ,CHICAGO,IL,60603,06/27/2017,License,Pass w/ Conditions
2065064,ALONTI DELI,ALONTI DELI,34512,401 S LA SALLE ,CHICAGO,IL,60605,06/27/2017,Canvass,Fail
2065042,EGGYS,EGGYS,2129639,333 E BENTON ,CHICAGO,IL,60601,06/27/2017,Canvass,Fail
2065034,7-ELEVEN,7-ELEVEN,1915777,1524 W TAYLOR ,CHICAGO,IL,60607,06/27/2017,Canvass,Pass w/ Conditions
2065011,STOCKS & BLONDES BAR & GRILLE,STOCKS & BLONDES BAR & GRILLE,1547706,40 N WELLS ,CHICAGO,IL,60606,06/26/2017,Canvass,Fail
1976816,ATWOOD,ATWOOD,2501419,1 W WASHINGTON ,CHICAGO,IL,60602,12/09/2016,License,Pass
2065016,THE PARK GRILL,THE PARK GRILL,1445845,11-35 N MICHIGAN ,CHICAGO,IL,60602,06/26/2017,Canvass,Fail
2065001,PAULYS PIZZARIA,PAULYS PIZZARIA,1892673,719 S ,CHICAGO,IL,60605,06/26/2017,Canvass,Pass w/ Conditions
2064995,LEMON GRASS RESTAURANT,LEMONGRASS THAI CUISINE,2092899,1520 W TAYLOR ,CHICAGO,IL,60607,06/26/2017,Canvass,Fail
2064993,PITA EXPRESS,PITA EXPRESS,52356,100 W RANDOLPH ,CHICAGO,IL,60601,06/26/2017,Canvass Re-Inspection,Pass
2064969,TAJ MAHAL,TAJ MAHAL,2240843,1512 W TAYLOR ,CHICAGO,IL,60607,06/26/2017,Complaint Re-Inspection,Pass
2064952,GOLDEN THAI,GOLDEN THAI,1847167,1509 W TAYLOR ,CHICAGO,IL,60607,06/26/2017,Canvass,Pass
2064963,FRESHII,FRESHII,2283610,111 W JACKSON ,CHICAGO,IL,60604,06/26/2017,Complaint Re-Inspection,Pass w/ Conditions
2064959,ARTURO EXPRESS,ARTURO EXPRESS,53931,130 S CANAL ,CHICAGO,IL,60606,06/26/2017,Canvass,Pass
2064949,DUNKIN DOUNUTS / BASKIN ROBINS,DUNKIN DONUTS / BASKIN ROBINS,1648477,75 E WASHINGTON ,CHICAGO,IL,60602,06/26/2017,Canvass,Pass
2064942,BURGER KING 19467,BURGER KING 19467,2283310,18 W JACKSON ,CHICAGO,IL,60604,06/26/2017,Short Form Complaint,Pass w/ Conditions
2064935,AU BON PAIN,AU BON PAIN,1932619,125 S WACKER ,CHICAGO,IL,60606,06/26/2017,Canvass,Pass
2064925,DUNKIN DONUTS,DUNKIN DONUTS,2137370,1519 W MADISON ,CHICAGO,IL,60607,06/26/2017,Short Form Complaint,Pass
2065028,FIRST MERIT PAVILION,FIRST MERIT PAVILION,2523098,1300 S LYNN WHITE ,CHICAGO,IL,60605,06/23/2017,Canvass,Pass w/ Conditions
2064898,TRADITION,TRADITION,1678249,160 N FRANKLIN ,CHICAGO,IL,60606,06/23/2017,Canvass,Pass
2064903,RUSSIAN TEA TIME,RUSSIAN TEA TIME,32843,77 E ADAMS ,CHICAGO,IL,60603,06/23/2017,Complaint,Pass w/ Conditions
2064876,NOODLES & COMPANY,NOODLES & COMPANY,2263045,1 S FRANKLIN ,CHICAGO,IL,60606,06/23/2017,Canvass,Pass
2064857,Galileo's,Galileo's,1000894,1300 S LAKE SHORE ,CHICAGO,IL,60605,06/23/2017,Canvass,Fail
2064849,LE PAIN QUOTIDIEN,LE PAIN QUOTIDIEN,2350156,20 N MICHIGAN ,CHICAGO,IL,60602,06/23/2017,Complaint,Pass w/ Conditions
2064834,POTBELLY SANDWICH WORKS,POTBELLY SANDWICH WORKS,56213,303 W MADISON ,CHICAGO,IL,60606,06/23/2017,Canvass,Pass
2064813,7-ELEVEN #32889B,7-ELEVEN,2137189,48 N WELLS ,CHICAGO,IL,60606,06/22/2017,Canvass,Fail
2064808,THE SCOUT,THE SCOUT,2084171,1301 S WABASH ,CHICAGO,IL,60605,06/22/2017,Canvass,Pass
2064784,LATINICITY,LATINICITY,2327193,108 N ,CHICAGO,IL,60602,06/22/2017,Short Form Complaint,Pass
2064879,"PANDA EXPRESS, INC #1102","PANDA EXPRESS, INC #1102",1649695,29 E MADISON ,CHICAGO,IL,60602,06/22/2017,Canvass,Pass
2064769,ALONTI DELI,ALONTI DELI,34514,300 S RIVERSIDE ,CHICAGO,IL,60606,06/22/2017,Canvass,Pass
2064720,MILA PLAZA,LITTLE TOASTED,2405178,300 S RIVERSIDE ,CHICAGO,IL,60606,06/22/2017,License,Pass
2064751,SOHO HOUSE,PIZZA EAST & CHICKEN SHOP,2307956,113-125 N GREEN ,CHICAGO,IL,60607,06/22/2017,Complaint,Pass
2064758,SAUCY PORKA,SAUCY PORKA,2252541,400 S FINANCIAL ,CHICAGO,IL,60605,06/22/2017,Canvass,Pass w/ Conditions
2064744,GEPADE CAFFE,GEPADE CAFFE,2269483,60 E ADAMS ,CHICAGO,IL,60603,06/22/2017,Canvass,Pass w/ Conditions
2064741,THEOHARIS COFFEE COMPANY,GROUND UP CAFE,2528836,900 W VAN BUREN ,CHICAGO,IL,60607,06/22/2017,License,Pass
2064723,MILA PLAZA,LITTLE TOASTED,2405179,300 S RIVERSIDE ,CHICAGO,IL,60606,06/22/2017,License,Pass
2064716,Burnham Plaza Mart,Burnham Plaza Mart,2014232,828 S Wabash ,CHICAGO,IL,60605,06/22/2017,Canvass,Pass
2064688,MARKET CREATIONS,MARKET CREATIONS,1885116,233 S WACKER ,CHICAGO,IL,60606,06/21/2017,Complaint,Pass
2064691,THE CONGRESS HOTEL,THE CONGRESS HOTEL(TAVERN HALL-RAFAEL),49248,520 S MICHIGAN ,CHICAGO,IL,60605,06/21/2017,Complaint,Fail
2064690,TESORI,TESORI,57932,65 E ADAMS ,CHICAGO,IL,60603,06/21/2017,Complaint,Fail
2064686,JUBRANOS,JUBRANOS,1932544,1519 W TAYLOR ,CHICAGO,IL,60607,06/21/2017,Canvass Re-Inspection,Pass
2064675,PATIO RESTAURANT,PATIO RESTAURANT,8042,1503 W TAYLOR ,CHICAGO,IL,60607,06/21/2017,Canvass Re-Inspection,Pass
2064668,MARIANO'S FRESH MARKET #8503,MARIANO'S FRESH MARKET,2083833,333 E BENTON ,CHICAGO,IL,60601,06/21/2017,Short Form Complaint,Pass w/ Conditions
2064659,SUBWAY,SUBWAY,1516668,66 E WASHINGTON ,CHICAGO,IL,60602,06/21/2017,Canvass,Pass
2064669,THE CONGRESS HOTEL,THE CONGRESS HOTEL(GAZEBO REST.),49256,520 S MICHIGAN ,CHICAGO,IL,60605,06/21/2017,Complaint,Fail
2064660,EARLY SOCIETY LLC,EARLY SOCIETY LLC,2447234,77 W WACKER ,CHICAGO,IL,60601,06/21/2017,Complaint,Pass w/ Conditions
2064642,HARRYS FOOD INC,HARRYS FOOD INC,2523275,336 S DEARBORN ,CHICAGO,IL,60604,06/21/2017,License Re-Inspection,Pass
2064628,Weather Mark Tavern,Weather Mark Tavern,1593657,1503 S MICHIGAN ,CHICAGO,IL,60605,06/20/2017,Canvass,Pass
2064622,MED KITCHEN,MED KITCHEN,2055163,219 W WASHINGTON ,CHICAGO,IL,60606,06/20/2017,Canvass,Pass
2064623,REPUB,PEACH AND GREEN,2418972,33 S WABASH ,CHICAGO,IL,60603,06/20/2017,Complaint Re-Inspection,Pass
2064615,MAX'S TAKE OUT,MAX'S TAKE OUT,11172,20 E ADAMS ,CHICAGO,IL,60603,06/20/2017,Canvass,Pass
2064593,POKE POKE,POKE POKE,2536324,118 S WABASH ,CHICAGO,IL,60603,06/20/2017,License,Fail
2064572,7-ELEVEN #38046A,7-ELEVEN,2500831,191 W ADAMS ,CHICAGO,IL,60603,06/20/2017,License,Pass
2064571,7-ELEVEN #38046A,7-ELEVEN,2500828,191 W ADAMS ,CHICAGO,IL,60603,06/20/2017,License,Pass
2064543,HANNAH'S BRETZEL 161 N. CLARK LLC,HANNAH'S BRETZEL,2501751,161 N Clark ,CHICAGO,IL,60601,06/19/2017,Canvass,Pass
2064545,PAT'S PIZZA,PAT'S PIZZA,1817276,628 S CLARK ,CHICAGO,IL,60605,06/19/2017,Canvass,Pass
2064611,JIMMY JOHN'S,JIMMY JOHN'S,1423566,6 E MADISON ,CHICAGO,IL,60602,06/19/2017,Canvass,Pass
2064538,SIMPLY THALIA,SIMPLY THALIA,2059952,108 N ,CHICAGO,IL,60602,06/19/2017,Canvass Re-Inspection,Pass
2064535,SUBWAY,SUBWAY,2391330,100 W RANDOLPH ,CHICAGO,IL,60601,06/19/2017,Canvass Re-Inspection,Pass
2064522,ROTI MEDITERRANEAN GRILL,ROTI,2059986,33 N DEARBORN ,CHICAGO,IL,60602,06/19/2017,Canvass Re-Inspection,Pass
2064518,PITA EXPRESS,PITA EXPRESS,52356,100 W RANDOLPH ,CHICAGO,IL,60601,06/19/2017,Canvass,Fail
2064516,HERO COFFEE,HERO COFFEE,2535859,439 S DEARBORN ,CHICAGO,IL,60605,06/19/2017,License,Pass
2064497,KAFENIO,KAFENIO,2463032,27 W WASHINGTON ,CHICAGO,IL,60602,06/19/2017,Canvass,Pass w/ Conditions
2064493,THE DRUNKEN BEAN,THE DRUNKEN BEAN,2535966,400 E SOUTH WATER ,CHICAGO,IL,60601,06/19/2017,License,Pass
2064464,ROSATIS PIZZA,ROSATIS PIZZA,2245702,1339 S HAL,CHICAGO,IL,60607,06/16/2017,Complaint Re-Inspection,Pass
2064466,FRESHII,FRESHII,2283610,111 W JACKSON ,CHICAGO,IL,60604,06/16/2017,Complaint,Fail
2064470,MEZCALINA,MEZCALINA,2138371,333 E BENTON ,CHICAGO,IL,60601,06/16/2017,Canvass,Pass w/ Conditions
2064453,THAI BOWL,THAI BOWL,54665,1049 W TAYLOR ,CHICAGO,IL,60607,06/16/2017,Canvass Re-Inspection,Pass
2064426,TAJ MAHAL,TAJ MAHAL,2240843,1512 W TAYLOR ,CHICAGO,IL,60607,06/16/2017,Complaint,Fail
2064425,MICKEY'S  CHICKEN,MICKEY'S CHICKEN,2002562,408 S CLARK ,CHICAGO,IL,60605,06/16/2017,Canvass Re-Inspection,Pass
2064397,FRANCESCA'S ON TAYLOR,FRANCESCA'S ON TAYLOR,23577,1400 W TAYLOR ,CHICAGO,IL,60607,06/16/2017,Canvass Re-Inspection,Pass
2064413,THE MID-AMERICA CLUB,THE MID-AMERICA CLUB,1801753,200 E RANDOLPH ,CHICAGO,IL,60601,06/16/2017,Complaint,Pass
2064404,TARGET STORE # 1889,TARGET/ STARBUCKS,1515016,1154 S CLARK ,CHICAGO,IL,60605,06/16/2017,Complaint Re-Inspection,Pass w/ Conditions
2064378,STAX CAFE,STAX CAFE,2043064,1401 W TAYLOR ,CHICAGO,IL,60607,06/16/2017,Canvass Re-Inspection,Pass
2064373,MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,MCCORMICK & SCHMICK'S,1621667,1 E WACKER ,CHICAGO,IL,60601,06/15/2017,Canvass Re-Inspection,Pass
2064361,SOUTH BRANCH,SOUTH BRANCH,2065037,100 S WACKER ,CHICAGO,IL,60606,06/15/2017,Canvass Re-Inspection,Pass
2064350,HALSTED STREET DELI,HALSTED STREET DELI,2064453,222 N LA SALLE ,CHICAGO,IL,60601,06/15/2017,Canvass,Pass
2064330,POTBELLY SANDWICH WORKS,POTBELLY SANDWICH WORKS,1801888,225 W RANDOLPH ,CHICAGO,IL,60606,06/15/2017,Canvass Re-Inspection,Pass
2064309,DELMONICO,DELMONICO,1356630,111 W WASHINGTON ,CHICAGO,IL,60602,06/15/2017,Canvass Re-Inspection,Pass
2064294,IDOF FRESH MEDITERRANEAN,IDOF FRESH MEDITERRANEAN,2523778,19 N WELLS ,CHICAGO,IL,60606,06/15/2017,Complaint,Pass
2064249,HIMALAYAN RESTAURANT,HIMALAYAN RESTAURANT,2536392,606 S WABASH ,CHICAGO,IL,60605,06/14/2017,License,Pass
2064235,GOBBLE DOGGS,GOBBLE DOGGS,2534977,440 S LA SALLE ,CHICAGO,IL,60605,06/13/2017,License Re-Inspection,Pass
2060204,CARMS SNACK SHOP,CARMS SNACK SHOP,3887,1057 W POLK ,CHICAGO,IL,60607,06/13/2017,Canvass,Pass
2064228,VAPIANO,VAPIANO,2232969,44 S WABASH ,CHICAGO,IL,60603,06/13/2017,Complaint Re-Inspection,Pass
2064226,SOPRAFFINA MARKET CAFE,SOPRAFFINA MARKET CAFE,1224221,111 E WACKER ,CHICAGO,IL,60601,06/13/2017,Canvass,Pass
2060208,FONTANO FOODS,FONTANO FOODS,4844,1058 W POLK ,CHICAGO,IL,60607,06/13/2017,Canvass,Pass
2060210,SHARK FISH & CHICKEN,SHARK FISH & CHICKEN,1647488,420 S CLARK ,CHICAGO,IL,60605,06/13/2017,Canvass,Fail
2060203,REPUB,PEACH AND GREEN,2418972,33 S WABASH ,CHICAGO,IL,60603,06/13/2017,Complaint,Fail
2060196,"POTBELLY SANDWICH WORKS, LLC",POTBELLY,1592160,111 E WACKER ,CHICAGO,IL,60601,06/13/2017,Complaint,Pass w/ Conditions
2060187,POAG MAHONE'S,POAG MAHONE'S,1337364,175 W JACKSON ,CHICAGO,IL,60604,06/13/2017,Canvass Re-Inspection,Pass
2060180,PARLOR PIZZA BAR,PARLOR PIZZA BAR,2412216,100-110 N GREEN ,CHICAGO,IL,60607,06/13/2017,License,Pass
2060175,PARLOR PIZZA BAR,PARLOR PIZZA BAR,2412215,100-110 N GREEN ,CHICAGO,IL,60607,06/13/2017,License,Pass
2060169,CAFE 1935,CAFE 1935,2534887,150 RIVERSIDE ,CHICAGO,IL,60606,06/13/2017,License,Pass
2060157,SUBWAY,SUBWAY,1948193,400 S FINANCIAL ,CHICAGO,IL,60605,06/13/2017,Canvass,Pass w/ Conditions
2060131,"COMPASS GROUP USA, INC",CAFE 300,2074568,300 E RANDOLPH ,CHICAGO,IL,60601,06/12/2017,Canvass Re-Inspection,Pass
2060132,"COMPASS GROUP USA, INC",CAFE 41,2134172,300 E RANDOLPH ,CHICAGO,IL,60601,06/12/2017,Canvass Re-Inspection,Pass
2060128,FRANCESCA'S ON TAYLOR,FRANCESCA'S ON TAYLOR,23577,1400 W TAYLOR ,CHICAGO,IL,60607,06/12/2017,Canvass Re-Inspection,Fail
2060118,GOBBLE DOGGS,GOBBLE DOGGS,2534977,440 S LA SALLE ,CHICAGO,IL,60605,06/12/2017,License,Fail
2060104,SIMPLY THALIA,SIMPLY THALIA,2059952,108 N ,CHICAGO,IL,60602,06/12/2017,Canvass,Fail
2060101,NAF NAF GRILL,NAF NAF GRILL,2185079,309 W WASHINGTON ,CHICAGO,IL,60606,06/12/2017,Canvass,Pass
